"season","id","date","attendance","timeValid","neutralSite","boxscoreAvailable","ticketsAvailable","notes","type.id","type.text","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.location","home.abbreviation","home.displayName","home.shortDisplayName","away.id","away.location","away.abbreviation","away.displayName","away.shortDisplayName","away.logos","home.logos","venue.fullName","venue.address.city","venue.address.state","game_id","PBP","team_box","player_box","status.type.altDetail"
2021,401320756,"2021-09-19T22:00Z",0,"True","False","False","False","[]",1,"Standard","STD",0,"0",0,1,"STATUS_SCHEDULED","pre","False","Scheduled","Sun, September 19th at 6:00 PM EDT","9/19 - 6:00 PM EDT",19,"Chicago","CHI","Chicago Sky","Sky",5,"Indiana","IND","Indiana Fever","Fever","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/ind.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/ind.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/chi.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/chi.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","Wintrust Arena","Chicago","IL",401320756,FALSE,FALSE,FALSE,""
2021,401320755,"2021-09-19T20:00Z",0,"True","False","False","False","[]",1,"Standard","STD",0,"0",0,1,"STATUS_SCHEDULED","pre","False","Scheduled","Sun, September 19th at 4:00 PM EDT","9/19 - 4:00 PM EDT",3,"Dallas","DAL","Dallas Wings","Wings",6,"Los Angeles","LA","Los Angeles Sparks","Sparks","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/la.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/la.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/dal.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/dal.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","College Park Center","Arlington","TX",401320755,FALSE,FALSE,FALSE,""
2021,401320753,"2021-09-19T19:00Z",0,"True","False","False","False","[]",1,"Standard","STD",0,"0",0,1,"STATUS_SCHEDULED","pre","False","Scheduled","Sun, September 19th at 3:00 PM EDT","9/19 - 3:00 PM EDT",11,"Phoenix","PHX","Phoenix Mercury","Mercury",17,"Las Vegas","LV","Las Vegas Aces","Aces","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/lv.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/lv.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/phx.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/phx.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","Phoenix Suns Arena","Phoenix","AZ",401320753,FALSE,FALSE,FALSE,""
2021,401320754,"2021-09-19T19:00Z",0,"True","False","False","False","[]",1,"Standard","STD",0,"0",0,1,"STATUS_SCHEDULED","pre","False","Scheduled","Sun, September 19th at 3:00 PM EDT","9/19 - 3:00 PM EDT",16,"Washington","WSH","Washington Mystics","Mystics",8,"Minnesota","MIN","Minnesota Lynx","Lynx","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/min.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/min.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/wsh.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","Entertainment & Sports Arena","Washington","DC",401320754,FALSE,FALSE,FALSE,""
2021,401320752,"2021-09-19T18:00Z",0,"True","False","False","False","[]",1,"Standard","STD",0,"0",0,1,"STATUS_SCHEDULED","pre","False","Scheduled","Sun, September 19th at 2:00 PM EDT","9/19 - 2:00 PM EDT",18,"Connecticut","CONN","Connecticut Sun","Sun",20,"Atlanta","ATL","Atlanta Dream","Dream","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/atl.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/atl.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/conn.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/conn.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","Mohegan Sun Arena","Uncasville","CT",401320752,FALSE,FALSE,FALSE,""
2021,401320751,"2021-09-18T02:00Z",0,"True","False","False","False","[]",1,"Standard","STD",0,"0",0,1,"STATUS_SCHEDULED","pre","False","Scheduled","Fri, September 17th at 10:00 PM EDT","9/17 - 10:00 PM EDT",14,"Seattle","SEA","Seattle Storm","Storm",11,"Phoenix","PHX","Phoenix Mercury","Mercury","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/phx.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/phx.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/sea.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/sea.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'scoreboard']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/scoreboard/sea.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'scoreboard', 'dark']}]","Angel of the Winds Arena","Everett","WA",401320751,FALSE,FALSE,FALSE,""
2021,401320750,"2021-09-18T00:00Z",0,"True","False","False","False","[]",1,"Standard","STD",0,"0",0,1,"STATUS_SCHEDULED","pre","False","Scheduled","Fri, September 17th at 8:00 PM EDT","9/17 - 8:00 PM EDT",19,"Chicago","CHI","Chicago Sky","Sky",17,"Las Vegas","LV","Las Vegas Aces","Aces","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/lv.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/lv.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/chi.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/chi.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","Wintrust Arena","Chicago","IL",401320750,FALSE,FALSE,FALSE,""
2021,401320748,"2021-09-17T23:00Z",0,"True","False","False","False","[]",1,"Standard","STD",0,"0",0,1,"STATUS_SCHEDULED","pre","False","Scheduled","Fri, September 17th at 7:00 PM EDT","9/17 - 7:00 PM EDT",5,"Indiana","IND","Indiana Fever","Fever",8,"Minnesota","MIN","Minnesota Lynx","Lynx","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/min.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/min.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/ind.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/ind.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","Indiana Farmers Coliseum","Indianapolis","IN",401320748,FALSE,FALSE,FALSE,""
2021,401320749,"2021-09-17T23:00Z",0,"True","False","False","False","[]",1,"Standard","STD",0,"0",0,1,"STATUS_SCHEDULED","pre","False","Scheduled","Fri, September 17th at 7:00 PM EDT","9/17 - 7:00 PM EDT",9,"New York","NY","New York Liberty","Liberty",16,"Washington","WSH","Washington Mystics","Mystics","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/wsh.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/ny.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/ny.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","Barclays Center","Brooklyn","NY",401320749,FALSE,FALSE,FALSE,""
2021,401320747,"2021-09-16T23:00Z",0,"True","False","False","False","[]",1,"Standard","STD",0,"0",0,1,"STATUS_SCHEDULED","pre","False","Scheduled","Thu, September 16th at 7:00 PM EDT","9/16 - 7:00 PM EDT",20,"Atlanta","ATL","Atlanta Dream","Dream",6,"Los Angeles","LA","Los Angeles Sparks","Sparks","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/la.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/la.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/atl.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/atl.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","Gateway Center","College Park","GA",401320747,FALSE,FALSE,FALSE,""
