"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.venue.id","home.logo","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.isActive","away.venue.id","season","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","series.type","series.title","series.summary","series.completed","series.totalCompetitions","series.competitors","away.color","away.alternateColor","away.logo","status.type.altDetail","game_id","PBP","odds","situation.lastPlay.id","situation.lastPlay.type.id","situation.lastPlay.type.text","situation.lastPlay.text","situation.lastPlay.scoreValue","situation.lastPlay.team.id","situation.lastPlay.athletesInvolved"
401320574,"s:40~l:59~e:401320574~c:401320574","2021-05-19T00:00Z",1050,"True","False","False","True","[]","2021-05-19T00:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics","e03a3e","09295a","True",1823,"https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png",11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","True",1949,2021,5946,"Entertainment & Sports Arena","Washington","DC",4200,"True",NA,NA,NA,NA,NA,NA,"3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",NA,401320574,TRUE,NA,NA,NA,"","",NA,NA,""
401320573,"s:40~l:59~e:401320573~c:401320573","2021-05-18T23:00Z",815,"True","False","False","False","[]","2021-05-18T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",9,"s:40~l:59~t:9","New York","Liberty","NY","New York Liberty","Liberty","0d79b9","89c9bf","True",1830,"https://a.espncdn.com/i/teamlogos/wnba/500/ny.png",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","True",2029,2021,3559,"Barclays Center","Brooklyn","NY",17732,"True",NA,NA,NA,NA,NA,NA,"005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png",NA,401320573,TRUE,NA,NA,NA,"","",NA,NA,""
401320572,"s:40~l:59~e:401320572~c:401320572","2021-05-16T23:00Z",2042,"True","False","False","False","[]","2021-05-16T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","de6b36","002d62","True",2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","True",1949,2021,2160,"Mohegan Sun Arena","Uncasville","CT",10000,"True",NA,NA,NA,NA,NA,NA,"3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",NA,401320572,TRUE,NA,NA,NA,"","",NA,NA,""
401320571,"s:40~l:59~e:401320571~c:401320571","2021-05-16T18:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WNBA Commissioner's Cup""}]","2021-05-16T18:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","True",2183,"https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",9,"s:40~l:59~t:9","New York","Liberty","NY","New York Liberty","Liberty","True",1830,2021,2183,"Bankers Life Fieldhouse","Indianapolis","IN",17923,"True",NA,NA,NA,NA,NA,NA,"0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/ny.png",NA,401320571,TRUE,NA,NA,NA,"","",NA,NA,""
401320570,"s:40~l:59~e:401320570~c:401320570","2021-05-15T19:00Z",1031,"True","False","False","False","[{'type': 'event', 'headline': ""WNBA Commissioner's Cup""}]","2021-05-15T19:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","True",2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","True",780,2021,5242,"Angel of the Winds Arena","Everett","WA",10000,"True",NA,NA,NA,NA,NA,NA,"000000","c7cfd4","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",NA,401320570,TRUE,NA,NA,NA,"","",NA,NA,""
401320569,"s:40~l:59~e:401320569~c:401320569","2021-05-15T17:00Z",1050,"True","False","False","False","[{'type': 'event', 'headline': ""WNBA Commissioner's Cup""}]","2021-05-15T17:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics","e03a3e","09295a","True",1823,"https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png",19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","True",977,2021,5946,"Entertainment & Sports Arena","Washington","DC",4200,"True",NA,NA,NA,NA,NA,NA,"4f91cd","f1f2f3","https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",NA,401320569,TRUE,NA,NA,NA,"","",NA,NA,""
401320568,"s:40~l:59~e:401320568~c:401320568","2021-05-15T02:30Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WNBA Commissioner's Cup""}]","2021-05-15T02:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:59~t:6","Los Angeles","Sparks","LA","Los Angeles Sparks","Sparks","532481","49ac9c","True",1841,"https://a.espncdn.com/i/teamlogos/wnba/500/la.png",3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings","True",3416,2021,2512,"Los Angeles Convention Center","Los Angeles","CA",0,"True",NA,NA,NA,NA,NA,NA,"11213e","c5d646","https://a.espncdn.com/i/teamlogos/wnba/500/dal.png",NA,401320568,TRUE,NA,NA,NA,"","",NA,NA,""
401320567,"s:40~l:59~e:401320567~c:401320567","2021-05-15T01:00Z",2021,"True","False","False","False","[{'type': 'event', 'headline': ""WNBA Commissioner's Cup""}]","2021-05-15T01:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","True",2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","True",1949,2021,2029,"Target Center","Minneapolis","MN",19006,"False",NA,NA,NA,NA,NA,NA,"3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",NA,401320567,TRUE,NA,NA,NA,"","",NA,NA,""
401320566,"s:40~l:59~e:401320566~c:401320566","2021-05-14T23:30Z",561,"True","False","False","False","[{'type': 'event', 'headline': ""WNBA Commissioner's Cup""}]","2021-05-14T23:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",20,"s:40~l:59~t:20","Atlanta","Dream","ATL","Atlanta Dream","Dream","5190cd","f1f2f3","True",2206,"https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","True",2160,2021,6282,"Gateway Center","College Park","GA",3500,"True",NA,NA,NA,NA,NA,NA,"de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",NA,401320566,TRUE,NA,NA,NA,"","",NA,NA,""
401320565,"s:40~l:59~e:401320565~c:401320565","2021-05-14T23:00Z",1139,"True","False","False","False","[{'type': 'event', 'headline': ""WNBA Commissioner's Cup""}]","2021-05-14T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",9,"s:40~l:59~t:9","New York","Liberty","NY","New York Liberty","Liberty","0d79b9","89c9bf","True",1830,"https://a.espncdn.com/i/teamlogos/wnba/500/ny.png",5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","True",2183,2021,3559,"Barclays Center","Brooklyn","NY",17732,"True",NA,NA,NA,NA,NA,NA,"e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",NA,401320565,TRUE,NA,NA,NA,"","",NA,NA,""
401323455,"s:40~l:59~e:401323455~c:401323455","2021-05-11T20:30Z",0,"True","False","False","False","[]","2021-05-11T20:30Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3","True",977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","True",2183,2021,5427,"Wintrust Arena","Chicago","IL",10387,"True",NA,NA,NA,NA,NA,NA,"e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",NA,401323455,TRUE,NA,NA,NA,"","",NA,NA,""
401323454,"s:40~l:59~e:401323454~c:401323454","2021-05-09T17:00Z",0,"True","False","False","False","[]","2021-05-09T17:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","True",2183,"https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","True",977,2021,4947,"Indiana Farmers Coliseum","Indianapolis","IN",6800,"True",NA,NA,NA,NA,NA,NA,"4f91cd","f1f2f3","https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",NA,401323454,TRUE,NA,NA,NA,"","",NA,NA,""
401323520,"s:40~l:59~e:401323520~c:401323520","2021-05-08T22:00Z",1985,"True","False","False","False","[]","2021-05-08T22:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020","True",1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","True",2184,2021,1949,"Phoenix Suns Arena","Phoenix","AZ",18055,"True",NA,NA,NA,NA,NA,NA,"05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",NA,401323520,TRUE,NA,NA,NA,"","",NA,NA,""
401323519,"s:40~l:59~e:401323519~c:401323519","2021-05-08T20:00Z",0,"True","False","False","False","[]","2021-05-08T20:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:59~t:6","Los Angeles","Sparks","LA","Los Angeles Sparks","Sparks","532481","49ac9c","True",1841,"https://a.espncdn.com/i/teamlogos/wnba/500/la.png",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","True",780,2021,1841,"STAPLES Center","Los Angeles","CA",19068,"True",NA,NA,NA,NA,NA,NA,"000000","c7cfd4","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",NA,401323519,TRUE,NA,NA,NA,"","",NA,NA,""
401322871,"s:40~l:59~e:401322871~c:401322871","2021-05-08T18:00Z",0,"True","False","False","False","[]","2021-05-08T18:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","True",2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics","True",1823,2021,2029,"Target Center","Minneapolis","MN",19006,"False",NA,NA,NA,NA,NA,NA,"e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png",NA,401322871,TRUE,NA,NA,NA,"","",NA,NA,""
401323518,"s:40~l:59~e:401323518~c:401323518","2021-05-08T17:00Z",0,"True","False","False","False","[]","2021-05-08T17:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings","11213e","c5d646","True",3416,"https://a.espncdn.com/i/teamlogos/wnba/500/dal.png",18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","True",2160,2021,3416,"College Park Center","Arlington","TX",0,"True",NA,NA,NA,NA,NA,NA,"de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",NA,401323518,TRUE,NA,NA,NA,"","",NA,NA,""
401322870,"s:40~l:59~e:401322870~c:401322870","2021-05-05T23:00Z",0,"True","False","False","False","[]","2021-05-05T23:00Z",1,"STD",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics","e03a3e","09295a","True",1823,"https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png",20,"s:40~l:59~t:20","Atlanta","Dream","ATL","Atlanta Dream","Dream","True",2206,2021,5946,"Entertainment & Sports Arena","Washington","DC",4200,"True",NA,NA,NA,NA,NA,NA,"5190cd","f1f2f3","https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",NA,401322870,TRUE,NA,NA,NA,"","",NA,NA,""
401244185,"s:40~l:59~e:401244185~c:401244185","2020-10-06T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNBA Finals - Game 3'}]","2020-10-06T23:00Z",17,"FINAL",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","True",2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","True",780,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"000000","c7cfd4","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","",401244185,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244184,"s:40~l:59~e:401244184~c:401244184","2020-10-04T19:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNBA Finals - Game 2'}]","2020-10-04T19:00Z",17,"FINAL",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4","True",780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","True",2184,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png","",401244184,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244183,"s:40~l:59~e:401244183~c:401244183","2020-10-02T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNBA Finals - Game 1'}]","2020-10-02T23:00Z",17,"FINAL",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4","True",780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","True",2184,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png","",401244183,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401248413,"s:40~l:59~e:401248413~c:401248413","2020-09-29T23:30Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNBA Semifinals - Game 5'}]","2020-09-29T23:30Z",16,"SEMI",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4","True",780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","True",2160,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/conn.png","",401248413,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244180,"s:40~l:59~e:401244180~c:401244180","2020-09-27T19:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNBA Semifinals - Game 3'}]","2020-09-27T19:00Z",16,"SEMI",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","True",2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","True",2184,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png","",401244180,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244179,"s:40~l:59~e:401244179~c:401244179","2020-09-27T17:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNBA Semifinals - Game 4'}]","2020-09-27T17:00Z",16,"SEMI",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","de6b36","002d62","True",2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","True",780,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"000000","c7cfd4","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","",401244179,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244177,"s:40~l:59~e:401244177~c:401244177","2020-09-25T01:30Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNBA Semifinals - Game 3'}]","2020-09-25T01:30Z",16,"SEMI",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","de6b36","002d62","True",2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","True",780,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"000000","c7cfd4","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","",401244177,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244178,"s:40~l:59~e:401244178~c:401244178","2020-09-24T23:30Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNBA Semifinals - Game 2'}]","2020-09-24T23:30Z",16,"SEMI",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","True",2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","True",2029,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png","",401244178,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244175,"s:40~l:59~e:401244175~c:401244175","2020-09-23T01:20Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNBA Semifinals - Game 1'}]","2020-09-23T01:20Z",16,"SEMI",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","True",2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","True",2029,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png","",401244175,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244176,"s:40~l:59~e:401244176~c:401244176","2020-09-22T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNBA Semifinals - Game 2'}]","2020-09-22T23:00Z",16,"SEMI",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4","True",780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","True",2160,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/conn.png","",401244176,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244173,"s:40~l:59~e:401244173~c:401244173","2020-09-20T17:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNBA Semifinals - Game 1'}]","2020-09-20T17:00Z",16,"SEMI",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4","True",780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","True",2160,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/conn.png","",401244173,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244172,"s:40~l:59~e:401244172~c:401244172","2020-09-18T01:20Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'SECOND ROUND'}]","2020-09-18T01:20Z",15,"QTR",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"s:40~l:59~t:6","Los Angeles","Sparks","LA","Los Angeles Sparks","Sparks","532481","49ac9c","True",1841,"https://a.espncdn.com/i/teamlogos/wnba/500/la.png",18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","True",2160,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/conn.png","",401244172,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244171,"s:40~l:59~e:401244171~c:401244171","2020-09-17T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'SECOND ROUND'}]","2020-09-17T23:00Z",15,"QTR",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","True",2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","True",1949,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/phx.png","",401244171,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244170,"s:40~l:59~e:401244170~c:401244170","2020-09-16T01:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'FIRST ROUND'}]","2020-09-16T01:00Z",14,"RD16",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020","True",1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics","True",1823,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png","",401244170,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401244169,"s:40~l:59~e:401244169~c:401244169","2020-09-15T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'FIRST ROUND'}]","2020-09-15T23:00Z",14,"RD16",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3","True",977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","True",2160,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/conn.png","",401244169,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401241311,"s:40~l:59~e:401241311~c:401241311","2020-09-13T21:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'RESCHEDULED FROM AUG 26'}]","2020-09-13T21:00Z",1,"STD",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",20,"s:40~l:59~t:20","Atlanta","Dream","ATL","Atlanta Dream","Dream","5190cd","f1f2f3","True",2206,"https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics","True",1823,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png","",401241311,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401241310,"s:40~l:59~e:401241310~c:401241310","2020-09-13T19:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'RESCHEDULED FROM AUG 27'}]","2020-09-13T19:00Z",1,"STD",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","True",2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","True",780,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"000000","c7cfd4","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","",401241310,TRUE,"",NA,NA,NA,NA,NA,NA,NA
401241309,"s:40~l:59~e:401241309~c:401241309","2020-09-13T16:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'RESCHEDULED FROM AUG 27'}]","2020-09-13T16:00Z",1,"STD",0,"0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",9,"s:40~l:59~t:9","New York","Liberty","NY","New York Liberty","Liberty","0d79b9","89c9bf","True",1830,"https://a.espncdn.com/i/teamlogos/wnba/500/ny.png",3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings","True",3416,2020,7097,"IMG Academy","Bradenton","FL",0,"True",NA,NA,NA,NA,NA,NA,"11213e","c5d646","https://a.espncdn.com/i/teamlogos/wnba/500/dal.png","",401241309,TRUE,"",NA,NA,NA,NA,NA,NA,NA
