"game_id","season","season_type","home_team_name","away_team_name"
"401254181",2021,2,"Texas","Oklahoma State"
"401254182",2021,2,"Texas Tech","Baylor"
"401254183",2021,2,"West Virginia","Kansas"
"401254184",2021,2,"Iowa State","TCU"
"401254185",2021,2,"Kansas St","Kansas"
"401254186",2021,2,"Texas Tech","Oklahoma State"
"401254187",2021,2,"Baylor","Texas"
"401254188",2021,2,"West Virginia","Oklahoma"
"401254190",2021,2,"Kansas","Iowa State"
"401254191",2021,2,"Oklahoma State","Kansas St"
"401254194",2021,2,"Oklahoma","Baylor"
"401254195",2021,2,"Oklahoma State","Iowa State"
"401254196",2021,2,"Texas Tech","Kansas"
"401254197",2021,2,"West Virginia","TCU"
"401254198",2021,2,"Texas","Kansas St"
"401254199",2021,2,"Baylor","Oklahoma State"
"401254200",2021,2,"Iowa State","West Virginia"
"401254201",2021,2,"Kansas","Texas"
"401254202",2021,2,"Kansas St","Texas Tech"
"401254203",2021,2,"TCU","Oklahoma"
"401254204",2021,2,"Texas","Baylor"
"401254235",2021,2,"Eastern Washington","Northern Arizona"
"401254236",2021,2,"Idaho","Sacramento State"
"401254241",2021,2,"Idaho","Sacramento State"
"401254245",2021,2,"Portland State","Eastern Washington"
"401254246",2021,2,"Northern Arizona","Idaho"
"401254247",2021,2,"Weber State","Idaho State"
"401254250",2021,2,"Portland State","Eastern Washington"
"401254251",2021,2,"Northern Arizona","Idaho"
"401254252",2021,2,"Idaho State","Weber State"
"401254253",2021,2,"Northern Colorado","Montana"
"401254255",2021,2,"Eastern Washington","Weber State"
"401254257",2021,2,"Idaho State","Northern Arizona"
"401254258",2021,2,"Montana State","Northern Colorado"
"401254260",2021,2,"Eastern Washington","Weber State"
"401254261",2021,2,"Idaho","Southern Utah"
"401254262",2021,2,"Idaho State","Northern Arizona"
"401254263",2021,2,"Montana State","Northern Colorado"
"401254264",2021,2,"Sacramento State","Portland State"
"401254266",2021,2,"Northern Colorado","Idaho"
"401254267",2021,2,"Sacramento State","Idaho State"
"401254268",2021,2,"Northern Arizona","Montana"
"401254269",2021,2,"Portland State","Montana State"
"401254271",2021,2,"Northern Colorado","Idaho"
"401254272",2021,2,"Sacramento State","Idaho State"
"401254273",2021,2,"Northern Arizona","Montana"
"401254274",2021,2,"Portland State","Montana State"
"401254275",2021,2,"Eastern Washington","Northern Colorado"
"401254276",2021,2,"Idaho State","Portland State"
"401254277",2021,2,"Montana","Sacramento State"
"401254278",2021,2,"Montana State","Northern Arizona"
"401254279",2021,2,"Southern Utah","Weber State"
"401254280",2021,2,"Eastern Washington","Northern Colorado"
"401254281",2021,2,"Idaho State","Portland State"
"401254282",2021,2,"Montana","Sacramento State"
"401254283",2021,2,"Montana State","Northern Arizona"
"401254284",2021,2,"Weber State","Southern Utah"
"401254285",2021,2,"Sacramento State","Eastern Washington"
"401254288",2021,2,"Montana State","Montana"
"401254289",2021,2,"Northern Colorado","Northern Arizona"
"401254290",2021,2,"Sacramento State","Eastern Washington"
"401254291",2021,2,"Weber State","Idaho"
"401254293",2021,2,"Montana","Montana State"
"401254294",2021,2,"Northern Arizona","Northern Colorado"
"401254295",2021,2,"Eastern Washington","Idaho"
"401254296",2021,2,"Montana","Portland State"
"401254297",2021,2,"Montana State","Weber State"
"401254298",2021,2,"Northern Arizona","Sacramento State"
"401254299",2021,2,"Northern Colorado","Southern Utah"
"401254300",2021,2,"Idaho","Eastern Washington"
"401254301",2021,2,"Montana","Portland State"
"401254302",2021,2,"Montana State","Weber State"
"401254303",2021,2,"Northern Arizona","Sacramento State"
"401254305",2021,2,"Eastern Washington","Montana State"
"401254306",2021,2,"Idaho","Idaho State"
"401254307",2021,2,"Weber State","Montana"
"401254308",2021,2,"Portland State","Northern Arizona"
"401254309",2021,2,"Sacramento State","Northern Colorado"
"401254310",2021,2,"Eastern Washington","Montana State"
"401254311",2021,2,"Idaho","Idaho State"
"401254312",2021,2,"Weber State","Montana"
"401254314",2021,2,"Northern Colorado","Sacramento State"
"401254315",2021,2,"Montana","Eastern Washington"
"401254316",2021,2,"Idaho","Portland State"
"401254317",2021,2,"Idaho State","Montana State"
"401254318",2021,2,"Northern Arizona","Weber State"
"401254319",2021,2,"Sacramento State","Southern Utah"
"401254320",2021,2,"Eastern Washington","Montana"
"401254321",2021,2,"Portland State","Idaho"
"401254322",2021,2,"Montana State","Idaho State"
"401254323",2021,2,"Northern Arizona","Weber State"
"401254324",2021,2,"Sacramento State","Southern Utah"
"401254326",2021,2,"Montana","Idaho State"
"401254327",2021,2,"Northern Arizona","Southern Utah"
"401254328",2021,2,"Portland State","Northern Colorado"
"401254329",2021,2,"Weber State","Sacramento State"
"401254331",2021,2,"Montana","Idaho State"
"401254332",2021,2,"Southern Utah","Northern Arizona"
"401254333",2021,2,"Portland State","Northern Colorado"
"401254334",2021,2,"Weber State","Sacramento State"
"401254337",2021,2,"Sacramento State","Montana State"
"401254338",2021,2,"Northern Colorado","Weber State"
"401254339",2021,2,"Southern Utah","Portland State"
"401254340",2021,2,"Idaho State","Eastern Washington"
"401254341",2021,2,"Idaho","Montana"
"401254342",2021,2,"Sacramento State","Montana State"
"401254343",2021,2,"Northern Colorado","Weber State"
"401254344",2021,2,"Southern Utah","Portland State"
"401254347",2021,2,"UC Santa Barbara","UC Irvine"
"401254348",2021,2,"Long Beach State","UC Riverside"
"401254352",2021,2,"UC Santa Barbara","UC Irvine"
"401254355",2021,2,"UC San Diego","Cal Poly"
"401254357",2021,2,"CSU Bakersfield","Long Beach State"
"401254359",2021,2,"CSU Fullerton","UC Santa Barbara"
"401254360",2021,2,"UC San Diego","Cal Poly"
"401254362",2021,2,"CSU Bakersfield","Long Beach State"
"401254364",2021,2,"CSU Fullerton","UC Santa Barbara"
"401254366",2021,2,"Long Beach State","CSU Fullerton"
"401254371",2021,2,"Long Beach State","CSU Fullerton"
"401254379",2021,2,"CSU Bakersfield","Hawai'i"
"401254383",2021,2,"UC San Diego","UC Santa Barbara"
"401254384",2021,2,"CSU Bakersfield","Hawai'i"
"401254385",2021,2,"Hawai'i","CSU Fullerton"
"401254388",2021,2,"CSU Bakersfield","UC Riverside"
"401254389",2021,2,"UC Davis","UC San Diego"
"401254390",2021,2,"Hawai'i","CSU Fullerton"
"401254392",2021,2,"Cal Poly","UC Irvine"
"401254393",2021,2,"CSU Bakersfield","UC Riverside"
"401254394",2021,2,"UC Davis","UC San Diego"
"401254396",2021,2,"CSU Fullerton","CSU Bakersfield"
"401254397",2021,2,"UC San Diego","Long Beach State"
"401254398",2021,2,"UC Santa Barbara","UC Davis"
"401254399",2021,2,"UC Irvine","Hawai'i"
"401254401",2021,2,"CSU Fullerton","CSU Bakersfield"
"401254402",2021,2,"UC San Diego","Long Beach State"
"401254403",2021,2,"UC Santa Barbara","UC Davis"
"401254405",2021,2,"UC Riverside","CSU Fullerton"
"401254407",2021,2,"CSU Bakersfield","UC Irvine"
"401254409",2021,2,"Long Beach State","UC Santa Barbara"
"401254410",2021,2,"UC Riverside","CSU Fullerton"
"401254412",2021,2,"CSU Bakersfield","UC Irvine"
"401254414",2021,2,"Long Beach State","UC Santa Barbara"
"401254415",2021,2,"CSU Fullerton","Cal Poly"
"401254416",2021,2,"UC San Diego","CSU Bakersfield"
"401254417",2021,2,"Long Beach State","UC Davis"
"401254419",2021,2,"UC Santa Barbara","Hawai'i"
"401254420",2021,2,"CSU Fullerton","Cal Poly"
"401254421",2021,2,"UC San Diego","CSU Bakersfield"
"401254422",2021,2,"Long Beach State","UC Davis"
"401254424",2021,2,"UC Santa Barbara","Hawai'i"
"401254425",2021,2,"UC Irvine","CSU Fullerton"
"401254427",2021,2,"Cal Poly","Long Beach State"
"401254428",2021,2,"UC Riverside","UC San Diego"
"401254429",2021,2,"CSU Bakersfield","UC Santa Barbara"
"401254430",2021,2,"UC Irvine","CSU Fullerton"
"401254432",2021,2,"Cal Poly","Long Beach State"
"401254433",2021,2,"UC Riverside","UC San Diego"
"401254435",2021,2,"UC Davis","Cal Poly"
"401254437",2021,2,"UC San Diego","UC Irvine"
"401254438",2021,2,"UC Santa Barbara","UC Riverside"
"401254439",2021,2,"Long Beach State","Hawai'i"
"401254440",2021,2,"UC Davis","Cal Poly"
"401254442",2021,2,"UC San Diego","UC Irvine"
"401254443",2021,2,"UC Santa Barbara","UC Riverside"
"401254444",2021,2,"Long Beach State","Hawai'i"
"401254446",2021,2,"UC Irvine","Long Beach State"
"401254447",2021,2,"Hawai'i","UC Davis"
"401254448",2021,2,"CSU Fullerton","UC San Diego"
"401254449",2021,2,"Cal Poly","UC Santa Barbara"
"401254451",2021,2,"UC Irvine","Long Beach State"
"401254452",2021,2,"Hawai'i","UC Davis"
"401254453",2021,2,"CSU Fullerton","UC San Diego"
"401254454",2021,2,"Cal Poly","UC Santa Barbara"
"401254455",2021,2,"Loyola Marymount","Gonzaga"
"401254456",2021,2,"Pepperdine","Portland"
"401254457",2021,2,"San Diego","Santa Clara"
"401254458",2021,2,"BYU","San Francisco"
"401254459",2021,2,"Pepperdine","Gonzaga"
"401254460",2021,2,"Loyola Marymount","Portland"
"401254461",2021,2,"Saint Mary's","Pacific"
"401254462",2021,2,"San Diego","San Francisco"
"401254463",2021,2,"BYU","Santa Clara"
"401254464",2021,2,"Gonzaga","Saint Mary's"
"401254465",2021,2,"Santa Clara","Loyola Marymount"
"401254468",2021,2,"Gonzaga","Pacific"
"401254469",2021,2,"San Francisco","Loyola Marymount"
"401254472",2021,2,"San Diego","BYU"
"401254473",2021,2,"Loyola Marymount","BYU"
"401254474",2021,2,"Pacific","San Francisco"
"401254476",2021,2,"Saint Mary's","Santa Clara"
"401254477",2021,2,"Gonzaga","Portland"
"401254479",2021,2,"Pacific","Santa Clara"
"401254481",2021,2,"Saint Mary's","San Francisco"
"401254484",2021,2,"San Francisco","Portland"
"401254486",2021,2,"Loyola Marymount","Pepperdine"
"401254487",2021,2,"Santa Clara","Portland"
"401254488",2021,2,"San Diego","Saint Mary's"
"401254490",2021,2,"Pacific","Loyola Marymount"
"401254491",2021,2,"Saint Mary's","Pepperdine"
"401254493",2021,2,"Saint Mary's","Loyola Marymount"
"401254494",2021,2,"Pacific","Pepperdine"
"401254496",2021,2,"Santa Clara","San Francisco"
"401254497",2021,2,"Pacific","Gonzaga"
"401254499",2021,2,"Pepperdine","Santa Clara"
"401254500",2021,2,"Saint Mary's","Portland"
"401254501",2021,2,"Saint Mary's","Gonzaga"
"401254503",2021,2,"Pacific","Portland"
"401254506",2021,2,"San Diego","Loyola Marymount"
"401254507",2021,2,"Santa Clara","Pacific"
"401254509",2021,2,"San Francisco","Saint Mary's"
"401254511",2021,2,"BYU","Loyola Marymount"
"401254512",2021,2,"San Francisco","Pacific"
"401254513",2021,2,"San Diego","Pepperdine"
"401254514",2021,2,"Santa Clara","Saint Mary's"
"401254515",2021,2,"Gonzaga","San Francisco"
"401254516",2021,2,"Pacific","BYU"
"401254517",2021,2,"Portland","Santa Clara"
"401254518",2021,2,"Saint Mary's","San Diego"
"401254519",2021,2,"Gonzaga","Santa Clara"
"401254520",2021,2,"Pepperdine","Loyola Marymount"
"401254521",2021,2,"Pacific","San Diego"
"401254523",2021,2,"Saint Mary's","BYU"
"401254524",2021,2,"BYU","Gonzaga"
"401254525",2021,2,"Loyola Marymount","Saint Mary's"
"401254526",2021,2,"Pepperdine","Pacific"
"401254527",2021,2,"San Diego","Portland"
"401254528",2021,2,"San Diego","Gonzaga"
"401254529",2021,2,"Loyola Marymount","Pacific"
"401254530",2021,2,"Pepperdine","Saint Mary's"
"401254531",2021,2,"BYU","Portland"
"401254532",2021,2,"San Francisco","Santa Clara"
"401254533",2021,2,"Gonzaga","Pepperdine"
"401254534",2021,2,"Portland","Loyola Marymount"
"401254536",2021,2,"Gonzaga","Loyola Marymount"
"401254537",2021,2,"Portland","Pepperdine"
"401254539",2021,2,"San Francisco","BYU"
"401254540",2021,2,"Pacific","Saint Mary's"
"401254543",2021,2,"William & Mary","Hofstra"
"401254547",2021,2,"William & Mary","Hofstra"
"401254548",2021,2,"UNC Wilmington","Drexel"
"401254551",2021,2,"Northeastern","Hofstra"
"401254594",2021,2,"Delaware","William & Mary"
"401254596",2021,2,"Hofstra","Northeastern"
"401254599",2021,2,"Delaware","William & Mary"
"401254602",2021,2,"Hofstra","Delaware"
"401254603",2021,2,"Elon","James Madison"
"401254604",2021,2,"William & Mary","Drexel"
"401254607",2021,2,"Hofstra","Delaware"
"401254608",2021,2,"Elon","James Madison"
"401254609",2021,2,"William & Mary","Drexel"
"401254611",2021,2,"Drexel","Elon"
"401254612",2021,2,"Charleston","William & Mary"
"401254614",2021,2,"Towson","Hofstra"
"401254615",2021,2,"Delaware","UNC Wilmington"
"401254616",2021,2,"Drexel","Elon"
"401254617",2021,2,"Charleston","William & Mary"
"401254619",2021,2,"Towson","Hofstra"
"401254620",2021,2,"Delaware","UNC Wilmington"
"401254622",2021,2,"Northeastern","Drexel"
"401254623",2021,2,"Hofstra","UNC Wilmington"
"401254624",2021,2,"Elon","Delaware"
"401254625",2021,2,"Charleston","James Madison"
"401254627",2021,2,"Northeastern","Drexel"
"401254628",2021,2,"Hofstra","UNC Wilmington"
"401254629",2021,2,"Elon","Delaware"
"401254630",2021,2,"Charleston","James Madison"
"401254631",2021,2,"Delaware","Northeastern"
"401254633",2021,2,"Towson","Charleston"
"401254636",2021,2,"Delaware","Northeastern"
"401254638",2021,2,"Towson","Charleston"
"401254641",2021,2,"Delaware","Drexel"
"401254644",2021,2,"Northeastern","Towson"
"401254648",2021,2,"Northeastern","Towson"
"401254650",2021,2,"Drexel","Delaware"
"401254652",2021,2,"UNC Wilmington","Northeastern"
"401254654",2021,2,"Towson","Drexel"
"401254655",2021,2,"James Madison","Delaware"
"401254656",2021,2,"UNC Wilmington","Northeastern"
"401254658",2021,2,"Towson","Drexel"
"401254659",2021,2,"James Madison","Delaware"
"401254661",2021,2,"Charleston","UNC Wilmington"
"401254662",2021,2,"Delaware","Towson"
"401254664",2021,2,"Drexel","James Madison"
"401254666",2021,2,"Delaware","Towson"
"401254668",2021,2,"Drexel","James Madison"
"401254670",2021,2,"UNC Wilmington","Charleston"
"401254718",2021,2,"Baylor","Central Arkansas"
"401254719",2021,2,"Baylor","Northwestern State"
"401254720",2021,2,"South Florida","Baylor"
"401254721",2021,2,"Arkansas","Baylor"
"401254722",2021,2,"Baylor","Southern"
"401254723",2021,2,"Baylor","McNeese St"
"401254724",2021,2,"Kansas","Northern Colorado"
"401254726",2021,2,"Ole Miss","Kansas"
"401254727",2021,2,"Kansas","Oral Roberts"
"401254729",2021,2,"Kansas","North Dakota St"
"401254730",2021,2,"Kansas","New Mexico State"
"401254731",2021,2,"Kansas","Texas A&M-CC"
"401254732",2021,2,"Kansas St","Southern"
"401254842",2021,2,"Akron","Ball State"
"401254844",2021,2,"Buffalo","Western Michigan"
"401254845",2021,2,"Toledo","Kent State"
"401254846",2021,2,"Bowling Green","Eastern Michigan"
"401254847",2021,2,"Eastern Michigan","Kent State"
"401254848",2021,2,"Toledo","Akron"
"401254849",2021,2,"Ball State","Bowling Green"
"401254850",2021,2,"Ohio","Central Michigan"
"401254851",2021,2,"Miami (OH)","Buffalo"
"401254852",2021,2,"Northern Illinois","Western Michigan"
"401254853",2021,2,"Miami (OH)","Ohio"
"401254854",2021,2,"Central Michigan","Akron"
"401254855",2021,2,"Eastern Michigan","Buffalo"
"401254856",2021,2,"Ball State","Toledo"
"401254857",2021,2,"Western Michigan","Bowling Green"
"401254859",2021,2,"Ohio","Toledo"
"401254860",2021,2,"Buffalo","Central Michigan"
"401254861",2021,2,"Kent State","Ball State"
"401254862",2021,2,"Bowling Green","Northern Illinois"
"401254863",2021,2,"Western Michigan","Eastern Michigan"
"401254864",2021,2,"Akron","Miami (OH)"
"401254865",2021,2,"Miami (OH)","Eastern Michigan"
"401254867",2021,2,"Northern Illinois","Central Michigan"
"401254868",2021,2,"Buffalo","Bowling Green"
"401254869",2021,2,"Toledo","Western Michigan"
"401254870",2021,2,"Ohio","Ball State"
"401254871",2021,2,"Central Michigan","Ohio"
"401254873",2021,2,"Eastern Michigan","Akron"
"401254874",2021,2,"Miami (OH)","Northern Illinois"
"401254876",2021,2,"Toledo","Bowling Green"
"401254877",2021,2,"Western Michigan","Miami (OH)"
"401254879",2021,2,"Ohio","Buffalo"
"401254881",2021,2,"Central Michigan","Eastern Michigan"
"401254882",2021,2,"Bowling Green","Akron"
"401254883",2021,2,"Akron","Central Michigan"
"401254885",2021,2,"Miami (OH)","Bowling Green"
"401254886",2021,2,"Buffalo","Toledo"
"401254887",2021,2,"Western Michigan","Ohio"
"401254888",2021,2,"Eastern Michigan","Ball State"
"401254890",2021,2,"Toledo","Central Michigan"
"401254891",2021,2,"Eastern Michigan","Ohio"
"401254892",2021,2,"Akron","Northern Illinois"
"401254893",2021,2,"Bowling Green","Western Michigan"
"401254894",2021,2,"Ball State","Miami (OH)"
"401254895",2021,2,"Bowling Green","Toledo"
"401254896",2021,2,"Northern Illinois","Miami (OH)"
"401254897",2021,2,"Western Michigan","Ball State"
"401254899",2021,2,"Ohio","Akron"
"401254900",2021,2,"Central Michigan","Buffalo"
"401254901",2021,2,"Miami (OH)","Western Michigan"
"401254902",2021,2,"Akron","Buffalo"
"401254904",2021,2,"Northern Illinois","Bowling Green"
"401254905",2021,2,"Central Michigan","Ball State"
"401254906",2021,2,"Ohio","Kent State"
"401254907",2021,2,"Western Michigan","Central Michigan"
"401254910",2021,2,"Kent State","Miami (OH)"
"401254912",2021,2,"Bowling Green","Ohio"
"401254913",2021,2,"Ball State","Ohio"
"401254914",2021,2,"Toledo","Buffalo"
"401254916",2021,2,"Kent State","Bowling Green"
"401254917",2021,2,"Miami (OH)","Central Michigan"
"401254918",2021,2,"Western Michigan","Akron"
"401254919",2021,2,"Akron","Toledo"
"401254920",2021,2,"Northern Illinois","Buffalo"
"401254921",2021,2,"Ohio","Western Michigan"
"401254922",2021,2,"Central Michigan","Kent State"
"401254924",2021,2,"Miami (OH)","Ball State"
"401254925",2021,2,"Western Michigan","Kent State"
"401254926",2021,2,"Toledo","Miami (OH)"
"401254928",2021,2,"Bowling Green","Central Michigan"
"401254929",2021,2,"Buffalo","Ball State"
"401254937",2021,2,"Kent State","Buffalo"
"401254938",2021,2,"Eastern Michigan","Western Michigan"
"401254939",2021,2,"Central Michigan","Toledo"
"401254941",2021,2,"Miami (OH)","Akron"
"401254942",2021,2,"Northern Illinois","Ball State"
"401254944",2021,2,"Toledo","Ball State"
"401254945",2021,2,"Akron","Bowling Green"
"401254946",2021,2,"Western Michigan","Northern Illinois"
"401254947",2021,2,"Miami (OH)","Kent State"
"401254949",2021,2,"Ball State","Central Michigan"
"401254950",2021,2,"Bowling Green","Kent State"
"401254951",2021,2,"Akron","Ohio"
"401254952",2021,2,"Northern Illinois","Eastern Michigan"
"401254954",2021,2,"Buffalo","Miami (OH)"
"401254955",2021,2,"Ohio","Miami (OH)"
"401254956",2021,2,"Ball State","Western Michigan"
"401254957",2021,2,"Bowling Green","Buffalo"
"401254958",2021,2,"Kent State","Akron"
"401254959",2021,2,"Toledo","Eastern Michigan"
"401254960",2021,2,"Central Michigan","Northern Illinois"
"401254964",2021,2,"Tennessee","UConn"
"401254993",2021,2,"Kansas St","Kentucky"
"401254995",2021,2,"Kansas St","Idaho State"
"401254996",2021,2,"Kansas St","South Dakota State"
"401254997",2021,2,"Kansas St","Omaha"
"401254998",2021,2,"Kansas St","UM Kansas City"
"401255001",2021,2,"Oklahoma State","Oral Roberts"
"401255003",2021,2,"Oklahoma State","Alabama"
"401255004",2021,2,"Oklahoma State","SMU"
"401255005",2021,2,"Oklahoma State","Tulsa"
"401255006",2021,2,"North Texas","Oklahoma State"
"401255023",2021,2,"Troy","Chattanooga"
"401255024",2021,2,"Chattanooga","Vanderbilt"
"401255025",2021,2,"Austin Peay","Chattanooga"
"401255026",2021,2,"Chattanooga","Eastern Kentucky"
"401255027",2021,2,"Georgia Southern","Chattanooga"
"401255028",2021,2,"Georgia State","Chattanooga"
"401255029",2021,2,"North Alabama","Chattanooga"
"401255482",2021,2,"California Baptist","Utah Valley"
"401255486",2021,2,"California Baptist","Utah Valley"
"401255489",2021,2,"Tarleton","California Baptist"
"401255491",2021,2,"Utah Valley","Seattle U"
"401255495",2021,2,"Utah Valley","Seattle U"
"401255497",2021,2,"Seattle U","Tarleton"
"401255499",2021,2,"California Baptist","Chicago State"
"401255501",2021,2,"Seattle U","Tarleton"
"401255503",2021,2,"California Baptist","Chicago State"
"401255505",2021,2,"Grand Canyon","New Mexico State"
"401255506",2021,2,"Chicago State","Seattle U"
"401255509",2021,2,"New Mexico State","Grand Canyon"
"401255510",2021,2,"Chicago State","Seattle U"
"401255512",2021,2,"Grand Canyon","UT Rio Grande Valley"
"401255513",2021,2,"Utah Valley","Chicago State"
"401255514",2021,2,"California Baptist","New Mexico State"
"401255516",2021,2,"Grand Canyon","UT Rio Grande Valley"
"401255517",2021,2,"Utah Valley","Chicago State"
"401255518",2021,2,"California Baptist","New Mexico State"
"401255521",2021,2,"Chicago State","Tarleton"
"401255523",2021,2,"New Mexico State","Seattle U"
"401255525",2021,2,"Chicago State","Tarleton"
"401255527",2021,2,"New Mexico State","Seattle U"
"401255528",2021,2,"Seattle U","UT Rio Grande Valley"
"401255530",2021,2,"California Baptist","Grand Canyon"
"401255531",2021,2,"Utah Valley","New Mexico State"
"401255532",2021,2,"Seattle U","UT Rio Grande Valley"
"401255534",2021,2,"California Baptist","Grand Canyon"
"401255535",2021,2,"Utah Valley","New Mexico State"
"401255536",2021,2,"UT Rio Grande Valley","Utah Valley"
"401255537",2021,2,"New Mexico State","Tarleton"
"401255538",2021,2,"Grand Canyon","Seattle U"
"401255540",2021,2,"UT Rio Grande Valley","Utah Valley"
"401255541",2021,2,"New Mexico State","Tarleton"
"401255542",2021,2,"Grand Canyon","Seattle U"
"401255544",2021,2,"Tarleton","UT Rio Grande Valley"
"401255545",2021,2,"Utah Valley","Grand Canyon"
"401255546",2021,2,"Chicago State","New Mexico State"
"401255547",2021,2,"Seattle U","California Baptist"
"401255548",2021,2,"Tarleton","UT Rio Grande Valley"
"401255549",2021,2,"Utah Valley","Grand Canyon"
"401255550",2021,2,"Chicago State","New Mexico State"
"401255551",2021,2,"Seattle U","California Baptist"
"401255552",2021,2,"Middle Tennessee","Florida Atlantic"
"401255553",2021,2,"Middle Tennessee","Florida Atlantic"
"401255554",2021,2,"Florida Atlantic","Old Dominion"
"401255555",2021,2,"Florida Atlantic","Old Dominion"
"401255556",2021,2,"Florida Atlantic","Florida International"
"401255557",2021,2,"Florida International","Florida Atlantic"
"401255562",2021,2,"Western Kentucky","Florida Atlantic"
"401255563",2021,2,"Western Kentucky","Florida Atlantic"
"401255565",2021,2,"Florida Atlantic","UTSA"
"401255566",2021,2,"UTEP","Florida Atlantic"
"401255567",2021,2,"UTEP","Florida Atlantic"
"401255568",2021,2,"Florida Atlantic","Southern Miss"
"401255569",2021,2,"Florida Atlantic","Southern Miss"
"401255570",2021,2,"Old Dominion","Florida International"
"401255571",2021,2,"Old Dominion","Florida International"
"401255572",2021,2,"Florida International","Middle Tennessee"
"401255573",2021,2,"Florida International","Middle Tennessee"
"401255574",2021,2,"Marshall","Florida International"
"401255575",2021,2,"Marshall","Florida International"
"401255586",2021,2,"UTSA","Florida International"
"401255587",2021,2,"Florida International","UTEP"
"401255588",2021,2,"Florida International","UTEP"
"401255589",2021,2,"Southern Miss","Florida International"
"401255590",2021,2,"Southern Miss","Florida International"
"401255591",2021,2,"Florida International","Western Kentucky"
"401255592",2021,2,"Florida International","Western Kentucky"
"401255595",2021,2,"Louisiana Tech","McNeese St"
"401255596",2021,2,"Louisiana Tech","Grambling"
"401255597",2021,2,"Texas","Louisiana Tech"
"401255599",2021,2,"Louisiana Tech","Jackson State"
"401255602",2021,2,"Louisiana Tech","UL Monroe"
"401255604",2021,2,"Louisiana Tech","Louisiana"
"401255605",2021,2,"Marshall","Louisiana Tech"
"401255606",2021,2,"Marshall","Louisiana Tech"
"401255607",2021,2,"Louisiana Tech","Western Kentucky"
"401255608",2021,2,"Louisiana Tech","Western Kentucky"
"401255610",2021,2,"UTSA","Louisiana Tech"
"401255611",2021,2,"Louisiana Tech","UTEP"
"401255612",2021,2,"Louisiana Tech","UTEP"
"401255613",2021,2,"Louisiana Tech","Southern Miss"
"401255615",2021,2,"Louisiana Tech","North Texas"
"401255616",2021,2,"Louisiana Tech","North Texas"
"401255617",2021,2,"UAB","Louisiana Tech"
"401255618",2021,2,"UAB","Louisiana Tech"
"401255621",2021,2,"Rice","Louisiana Tech"
"401255622",2021,2,"Rice","Louisiana Tech"
"401255623",2021,2,"Charlotte","Marshall"
"401255624",2021,2,"Charlotte","Marshall"
"401255630",2021,2,"Marshall","Western Kentucky"
"401255631",2021,2,"Western Kentucky","Marshall"
"401255632",2021,2,"Marshall","Old Dominion"
"401255633",2021,2,"Marshall","Old Dominion"
"401255636",2021,2,"Marshall","Rice"
"401255637",2021,2,"Marshall","Rice"
"401255638",2021,2,"North Texas","Marshall"
"401255639",2021,2,"North Texas","Marshall"
"401255640",2021,2,"Southeast Missouri State","Louisville"
"401255642",2021,2,"Middle Tennessee","Belmont"
