"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.isActive","home.logo","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.venue.id","away.logo","away.conferenceId","home.alternateColor","home.venue.id","home.conferenceId","status.type.altDetail","season","groups.id","groups.name","groups.shortName","groups.isConference","tournamentId","game_id","PBP","team_box","player_box"
401124995,"s:40~l:54~e:401124995~c:401124995","2019-03-28T23:00Z",2872,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2019-03-28T23:00Z",NA,"",1980,"JMU Convocation Center","Harrisonburg","VA",6426,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",256,"s:40~l:54~t:256","James Madison","Dukes","JMU","James Madison Dukes","James Madison","450084","True","https://a.espncdn.com/i/teamlogos/ncaa/500/256.png",259,"s:40~l:54~t:259","Virginia Tech","Hokies","VT","Virginia Tech Hokies","Virginia Tech","74232D","c2c1ba","True",2119,"https://a.espncdn.com/i/teamlogos/ncaa/500/259.png",2,"cbb778",7107,10,"",2019,NA,"","","",37,401124995,TRUE,TRUE,TRUE
401124981,"s:40~l:54~e:401124981~c:401124981","2019-03-28T23:00Z",2450,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2019-03-28T23:00Z",NA,"",201,"Fifth Third Arena","Cincinnati","OH",12012,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2132,"s:40~l:54~t:2132","Cincinnati","Bearcats","CIN","Cincinnati Bearcats","Cincinnati","000000","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png",2086,"s:40~l:54~t:2086","Butler","Bulldogs","BUT","Butler Bulldogs","Butler","0d1361","00a3e0","True",2032,"https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png",4,"717073",201,62,"",2019,NA,"","","",37,401124981,TRUE,TRUE,TRUE
401124973,"s:40~l:54~e:401124973~c:401124973","2019-03-28T23:00Z",1491,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2019-03-28T23:00Z",NA,"",2135,"Convocation Center (OH)","Athens","OH",13000,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",195,"s:40~l:54~t:195","Ohio","Bobcats","OHIO","Ohio Bobcats","Ohio","295A29","True","https://a.espncdn.com/i/teamlogos/ncaa/500/195.png",98,"s:40~l:54~t:98","Western Kentucky","Lady Toppers","WKU","Western Kentucky Lady Toppers","Western KY","F32026","b3b5b8","True",1971,"https://a.espncdn.com/i/teamlogos/ncaa/500/98.png",11,"e4bb85",2135,14,"",2019,NA,"","","",37,401124973,TRUE,TRUE,TRUE
401124979,"s:40~l:54~e:401124979~c:401124979","2019-03-27T23:00Z",1314,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2019-03-27T23:00Z",NA,"",2199,"WVU Coliseum","Morgantown","WV",14000,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",277,"s:40~l:54~t:277","West Virginia","Mountaineers","WVU","West Virginia Mountaineers","West Virginia","FFC600","True","https://a.espncdn.com/i/teamlogos/ncaa/500/277.png",77,"s:40~l:54~t:77","Northwestern","Wildcats","NW","Northwestern Wildcats","Northwestern","372286","d6cac1","True",1990,"https://a.espncdn.com/i/teamlogos/ncaa/500/77.png",7,"eaaa00",2199,8,"",2019,NA,"","","",37,401124979,TRUE,TRUE,TRUE
401124982,"s:40~l:54~e:401124982~c:401124982","2019-03-26T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2019-03-26T23:00Z",NA,"",4691,"Alumni Hall (RI)","Providence","RI",2620,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2507,"s:40~l:54~t:2507","Providence","Friars","PROV","Providence Friars","Providence","000000","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2507.png",46,"s:40~l:54~t:46","Georgetown","Hoyas","GTWN","Georgetown Hoyas","Georgetown","110E42","001c58","True",2013,"https://a.espncdn.com/i/teamlogos/ncaa/500/46.png",4,"7d8082",4691,4,"",2019,NA,"","","",37,401124982,TRUE,TRUE,TRUE
401124899,"s:40~l:54~e:401124899~c:401124899","2019-03-25T00:00Z",325,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-25T00:00Z",NA,"",488,"University Credit Union Pavilion","Moraga","CA",3500,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2608,"s:40~l:54~t:2608","Saint Mary's","Gaels","SMC","Saint Mary's Gaels","Saint Mary's","003768","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png",2492,"s:40~l:54~t:2492","Pepperdine","Waves","PEPP","Pepperdine Waves","Pepperdine","003A72","dc762f","True",1055,"https://a.espncdn.com/i/teamlogos/ncaa/500/2492.png",29,"d02f35",488,29,"",2019,NA,"","","",37,401124899,TRUE,TRUE,TRUE
401124875,"s:40~l:54~e:401124875~c:401124875","2019-03-24T22:00Z",986,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T22:00Z",NA,"",1980,"JMU Convocation Center","Harrisonburg","VA",6426,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",256,"s:40~l:54~t:256","James Madison","Dukes","JMU","James Madison Dukes","James Madison","450084","True","https://a.espncdn.com/i/teamlogos/ncaa/500/256.png",58,"s:40~l:54~t:58","South Florida","Bulls","USF","South Florida Bulls","South Florida","004A36","231f20","True",2041,"https://a.espncdn.com/i/teamlogos/ncaa/500/58.png",62,"cbb778",7107,10,"",2019,NA,"","","",37,401124875,TRUE,TRUE,TRUE
401124774,"s:40~l:54~e:401124774~c:401124774","2019-03-24T22:00Z",3534,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T22:00Z",NA,"",1064,"McKale Center","Tucson","AZ",14644,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",12,"s:40~l:54~t:12","Arizona","Wildcats","ARIZ","Arizona Wildcats","Arizona","002449","True","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",279,"s:40~l:54~t:279","Pacific","Tigers","PAC","Pacific Tigers","Pacific","F47820","c2c3c0","True",553,"https://a.espncdn.com/i/teamlogos/ncaa/500/279.png",29,"00205b",1064,21,"",2019,NA,"","","",37,401124774,TRUE,TRUE,TRUE
401124773,"s:40~l:54~e:401124773~c:401124773","2019-03-24T21:00Z",1230,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T21:00Z",NA,"",2018,"Cowan Spectrum","Moscow","ID",5000,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",70,"s:40~l:54~t:70","Idaho","Vandals","IDHO","Idaho Vandals","Idaho","000000","True","https://a.espncdn.com/i/teamlogos/ncaa/500/70.png",2172,"s:40~l:54~t:2172","Denver","Pioneers","DEN","Denver Pioneers","Denver","9c143d","d6ba74","True",444,"https://a.espncdn.com/i/teamlogos/ncaa/500/2172.png",47,"8c6e4a",2018,5,"",2019,NA,"","","",37,401124773,TRUE,TRUE,TRUE
401124978,"s:40~l:54~e:401124978~c:401124978","2019-03-24T20:00Z",511,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T20:00Z",NA,"",4691,"Alumni Hall (RI)","Providence","RI",2620,"True",600,"10:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2507,"s:40~l:54~t:2507","Providence","Friars","PROV","Providence Friars","Providence","000000","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2507.png",219,"s:40~l:54~t:219","Pennsylvania","Quakers","PENN","Pennsylvania Quakers","Penn","082A74","a6163d","True",1899,"https://a.espncdn.com/i/teamlogos/ncaa/500/219.png",12,"7d8082",4691,4,"",2019,NA,"","","",37,401124978,TRUE,TRUE,TRUE
401124853,"s:40~l:54~e:401124853~c:401124853","2019-03-24T20:00Z",3405,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T20:00Z",NA,"",2053,"Arena Auditorium","Laramie","WY",11445,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2751,"s:40~l:54~t:2751","Wyoming","Cowgirls","WYO","Wyoming Cowgirls","Wyoming","533B22","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png",6,"s:40~l:54~t:6","South Alabama","Jaguars","USA","South Alabama Jaguars","South Alabama","003E7E","","True",2193,"https://a.espncdn.com/i/teamlogos/ncaa/500/6.png",27,"ffffff",2053,44,"",2019,NA,"","","",37,401124853,TRUE,TRUE,TRUE
401124876,"s:40~l:54~e:401124876~c:401124876","2019-03-24T19:00Z",322,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T19:00Z",NA,"",2209,"Lavietes Pavilion","Cambridge","MA",1636,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",108,"s:40~l:54~t:108","Harvard","Crimson","HARV","Harvard Crimson","Harvard","990000","True","https://a.espncdn.com/i/teamlogos/ncaa/500/108.png",46,"s:40~l:54~t:46","Georgetown","Hoyas","GTWN","Georgetown Hoyas","Georgetown","110E42","001c58","True",2013,"https://a.espncdn.com/i/teamlogos/ncaa/500/46.png",4,"dbdbdb",2209,12,"",2019,NA,"","","",37,401124876,TRUE,TRUE,TRUE
401124874,"s:40~l:54~e:401124874~c:401124874","2019-03-24T19:00Z",1945,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T19:00Z",NA,"",201,"Fifth Third Arena","Cincinnati","OH",12012,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2132,"s:40~l:54~t:2132","Cincinnati","Bearcats","CIN","Cincinnati Bearcats","Cincinnati","000000","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png",135,"s:40~l:54~t:135","Minnesota","Golden Gophers","MINN","Minnesota Golden Gophers","Minnesota","981a31","981a31","True",2094,"https://a.espncdn.com/i/teamlogos/ncaa/500/135.png",7,"717073",201,62,"",2019,NA,"","","",37,401124874,TRUE,TRUE,TRUE
401124833,"s:40~l:54~e:401124833~c:401124833","2019-03-24T19:00Z",1388,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T19:00Z",NA,"",2199,"WVU Coliseum","Morgantown","WV",14000,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",277,"s:40~l:54~t:277","West Virginia","Mountaineers","WVU","West Virginia Mountaineers","West Virginia","FFC600","True","https://a.espncdn.com/i/teamlogos/ncaa/500/277.png",222,"s:40~l:54~t:222","Villanova","Wildcats","VILL","Villanova Wildcats","Villanova","123d7C","f0f0f0","True",1969,"https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",4,"eaaa00",2199,8,"",2019,NA,"","","",37,401124833,TRUE,TRUE,TRUE
401124762,"s:40~l:54~e:401124762~c:401124762","2019-03-24T19:00Z",1206,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T19:00Z",NA,"",1971,"E. A. Diddle Arena","Bowling Green","KY",7523,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",98,"s:40~l:54~t:98","Western Kentucky","Lady Toppers","WKU","Western Kentucky Lady Toppers","Western KY","F32026","True","https://a.espncdn.com/i/teamlogos/ncaa/500/98.png",2413,"s:40~l:54~t:2413","Morehead State","Eagles","MORE","Morehead State Eagles","Morehead State","094FA3","fed91a","True",2174,"https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png",20,"b3b5b8",1971,11,"",2019,NA,"","","",37,401124762,TRUE,TRUE,TRUE
401124761,"s:40~l:54~e:401124761~c:401124761","2019-03-24T19:00Z",3939,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T19:00Z",NA,"",2142,"Bud Walton Arena","Fayetteville","AR",19200,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:54~t:8","Arkansas","Razorbacks","ARK","Arkansas Razorbacks","Arkansas","9c1831","True","https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",5,"s:40~l:54~t:5","UAB","Blazers","UAB","UAB Blazers","UAB","054338","ffc845","True",2155,"https://a.espncdn.com/i/teamlogos/ncaa/500/5.png",11,"000000",2142,23,"",2019,NA,"","","",37,401124761,TRUE,TRUE,TRUE
401124765,"s:40~l:54~e:401124765~c:401124765","2019-03-24T18:00Z",781,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T18:00Z",NA,"",2119,"Cassell Coliseum","Blacksburg","VA",9275,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",259,"s:40~l:54~t:259","Virginia Tech","Hokies","VT","Virginia Tech Hokies","Virginia Tech","74232D","True","https://a.espncdn.com/i/teamlogos/ncaa/500/259.png",2670,"s:40~l:54~t:2670","VCU","Rams","VCU","VCU Rams","VCU","929292","edb71d","True",2051,"https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png",3,"c2c1ba",2119,2,"",2019,NA,"","","",37,401124765,TRUE,TRUE,TRUE
401124764,"s:40~l:54~e:401124764~c:401124764","2019-03-24T18:00Z",867,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T18:00Z",NA,"",2135,"Convocation Center (OH)","Athens","OH",13000,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",195,"s:40~l:54~t:195","Ohio","Bobcats","OHIO","Ohio Bobcats","Ohio","295A29","True","https://a.espncdn.com/i/teamlogos/ncaa/500/195.png",2393,"s:40~l:54~t:2393","Middle Tennessee","Lady Raiders","MTU","Middle Tennessee Lady Raiders","Middle Tenn","0079C2","c3c5c8","True",1897,"https://a.espncdn.com/i/teamlogos/ncaa/500/2393.png",11,"e4bb85",2135,14,"",2019,NA,"","","",37,401124764,TRUE,TRUE,TRUE
401124763,"s:40~l:54~e:401124763~c:401124763","2019-03-24T18:00Z",1879,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-24T18:00Z",NA,"",2116,"Savage Arena","Toledo","OH",7014,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2649,"s:40~l:54~t:2649","Toledo","Rockets","TOL","Toledo Rockets","Toledo","ffffff","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2649.png",77,"s:40~l:54~t:77","Northwestern","Wildcats","NW","Northwestern Wildcats","Northwestern","372286","d6cac1","True",1990,"https://a.espncdn.com/i/teamlogos/ncaa/500/77.png",7,"ffd51d",2116,14,"",2019,NA,"","","",37,401124763,TRUE,TRUE,TRUE
401124760,"s:40~l:54~e:401124760~c:401124760","2019-03-23T23:00Z",747,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-23T23:00Z",NA,"",2032,"Hinkle Fieldhouse","Indianapolis","IN",9100,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2086,"s:40~l:54~t:2086","Butler","Bulldogs","BUT","Butler Bulldogs","Butler","0d1361","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png",2309,"s:40~l:54~t:2309","Kent State","Golden Flashes","KENT","Kent State Golden Flashes","Kent State","002445","f0b510","True",2020,"https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png",14,"00a3e0",2032,4,"",2019,NA,"","","",37,401124760,TRUE,TRUE,TRUE
401124759,"s:40~l:54~e:401124759~c:401124759","2019-03-23T19:00Z",1531,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2019-03-23T19:00Z",NA,"",2194,"Ed and Rae Schollmaier Arena","Fort Worth","TX",6800,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2628,"s:40~l:54~t:2628","TCU","Horned Frogs","TCU","TCU Horned Frogs","TCU","3C377D","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png",250,"s:40~l:54~t:250","UT Arlington","Mavericks","UTA","UT Arlington Mavericks","UT Arlington","004b7c","f58024","True",3416,"https://a.espncdn.com/i/teamlogos/ncaa/500/250.png",27,"f1f2f3",2194,8,"",2019,NA,"","","",37,401124759,TRUE,TRUE,TRUE
401124248,"s:40~l:54~e:401124248~c:401124248","2019-03-23T02:00Z",444,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 1ST ROUND""}]","2019-03-23T02:00Z",NA,"",488,"University Credit Union Pavilion","Moraga","CA",3500,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2608,"s:40~l:54~t:2608","Saint Mary's","Gaels","SMC","Saint Mary's Gaels","Saint Mary's","003768","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png",62,"s:40~l:54~t:62","Hawai'i","Rainbow Wahine","HAW","Hawai'i Rainbow Wahine","Hawai'i","003420","ffffff","True",540,"https://a.espncdn.com/i/teamlogos/ncaa/500/62.png",9,"d02f35",488,29,"",2019,NA,"","","",37,401124248,TRUE,TRUE,TRUE
401124246,"s:40~l:54~e:401124246~c:401124246","2019-03-23T00:00Z",1829,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 1ST ROUND""}]","2019-03-23T00:00Z",NA,"",1896,"Montagne Center","Beaumont","TX",10080,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2320,"s:40~l:54~t:2320","Lamar","Cardinals","LAM","Lamar Cardinals","Lamar","000000","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2320.png",6,"s:40~l:54~t:6","South Alabama","Jaguars","USA","South Alabama Jaguars","South Alabama","003E7E","","True",2193,"https://a.espncdn.com/i/teamlogos/ncaa/500/6.png",27,"ebebeb",1896,25,"",2019,NA,"","","",37,401124246,TRUE,TRUE,TRUE
