"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.isActive","home.logo","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.venue.id","away.logo","away.conferenceId","home.alternateColor","home.venue.id","home.conferenceId","status.type.altDetail","season","groups.id","groups.name","groups.shortName","groups.isConference","tournamentId","game_id","PBP","team_box","player_box"
401126033,"s:40~l:54~e:401126033~c:401126033","2019-04-06T19:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - CHAMPIONSHIP""}]","2019-04-06T19:00Z",NA,"",1064,"McKale Center","Tucson","AZ",14644,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",12,"s:40~l:54~t:12","Arizona","Wildcats","ARIZ","Arizona Wildcats","Arizona","002449","True","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",77,"s:40~l:54~t:77","Northwestern","Wildcats","NW","Northwestern Wildcats","Northwestern","372286","d6cac1","True",1990,"https://a.espncdn.com/i/teamlogos/ncaa/500/77.png",7,"00205b",1064,21,"",2019,NA,"","","",37,401126033,TRUE,TRUE,TRUE
401125679,"s:40~l:54~e:401125679~c:401125679","2019-04-04T01:30Z",10135,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - SEMIFINAL""}]","2019-04-04T01:30Z",NA,"",1064,"McKale Center","Tucson","AZ",14644,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",12,"s:40~l:54~t:12","Arizona","Wildcats","ARIZ","Arizona Wildcats","Arizona","002449","True","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",2628,"s:40~l:54~t:2628","TCU","Horned Frogs","TCU","TCU Horned Frogs","TCU","3C377D","f1f2f3","True",2194,"https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png",8,"00205b",1064,21,"",2019,NA,"","","",37,401125679,TRUE,TRUE,TRUE
401125678,"s:40~l:54~e:401125678~c:401125678","2019-04-03T23:00Z",1992,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - SEMIFINAL""}]","2019-04-03T23:00Z",NA,"",1980,"JMU Convocation Center","Harrisonburg","VA",6426,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",256,"s:40~l:54~t:256","James Madison","Dukes","JMU","James Madison Dukes","James Madison","450084","True","https://a.espncdn.com/i/teamlogos/ncaa/500/256.png",77,"s:40~l:54~t:77","Northwestern","Wildcats","NW","Northwestern Wildcats","Northwestern","372286","d6cac1","True",1990,"https://a.espncdn.com/i/teamlogos/ncaa/500/77.png",7,"cbb778",7107,10,"",2019,NA,"","","",37,401125678,TRUE,TRUE,TRUE
401125418,"s:40~l:54~e:401125418~c:401125418","2019-03-31T21:00Z",7717,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - QUARTERFINAL""}]","2019-03-31T21:00Z",NA,"",1064,"McKale Center","Tucson","AZ",14644,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",12,"s:40~l:54~t:12","Arizona","Wildcats","ARIZ","Arizona Wildcats","Arizona","002449","True","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",2751,"s:40~l:54~t:2751","Wyoming","Cowgirls","WYO","Wyoming Cowgirls","Wyoming","533B22","ffffff","True",2053,"https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png",44,"00205b",1064,21,"",2019,NA,"","","",37,401125418,TRUE,TRUE,TRUE
401125420,"s:40~l:54~e:401125420~c:401125420","2019-03-31T18:00Z",2074,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - QUARTERFINAL""}]","2019-03-31T18:00Z",NA,"",1980,"JMU Convocation Center","Harrisonburg","VA",6426,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",256,"s:40~l:54~t:256","James Madison","Dukes","JMU","James Madison Dukes","James Madison","450084","True","https://a.espncdn.com/i/teamlogos/ncaa/500/256.png",46,"s:40~l:54~t:46","Georgetown","Hoyas","GTWN","Georgetown Hoyas","Georgetown","110E42","001c58","True",2013,"https://a.espncdn.com/i/teamlogos/ncaa/500/46.png",4,"cbb778",7107,10,"",2019,NA,"","","",37,401125420,TRUE,TRUE,TRUE
401125417,"s:40~l:54~e:401125417~c:401125417","2019-03-31T18:00Z",2436,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - QUARTERFINAL""}]","2019-03-31T18:00Z",NA,"",2194,"Ed and Rae Schollmaier Arena","Fort Worth","TX",6800,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2628,"s:40~l:54~t:2628","TCU","Horned Frogs","TCU","TCU Horned Frogs","TCU","3C377D","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png",2132,"s:40~l:54~t:2132","Cincinnati","Bearcats","CIN","Cincinnati Bearcats","Cincinnati","000000","717073","True",201,"https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png",62,"f1f2f3",2194,8,"",2019,NA,"","","",37,401125417,TRUE,TRUE,TRUE
401125419,"s:40~l:54~e:401125419~c:401125419","2019-03-30T23:00Z",1031,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - QUARTERFINAL""}]","2019-03-30T23:00Z",NA,"",1990,"Welsh-Ryan Arena","Evanston","IL",7039,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",77,"s:40~l:54~t:77","Northwestern","Wildcats","NW","Northwestern Wildcats","Northwestern","372286","True","https://a.espncdn.com/i/teamlogos/ncaa/500/77.png",195,"s:40~l:54~t:195","Ohio","Bobcats","OHIO","Ohio Bobcats","Ohio","295A29","e4bb85","True",2135,"https://a.espncdn.com/i/teamlogos/ncaa/500/195.png",14,"d6cac1",1990,7,"",2019,NA,"","","",37,401125419,TRUE,TRUE,TRUE
401124994,"s:40~l:54~e:401124994~c:401124994","2019-03-29T01:30Z",6307,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2019-03-29T01:30Z",NA,"",1064,"McKale Center","Tucson","AZ",14644,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",12,"s:40~l:54~t:12","Arizona","Wildcats","ARIZ","Arizona Wildcats","Arizona","002449","True","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",70,"s:40~l:54~t:70","Idaho","Vandals","IDHO","Idaho Vandals","Idaho","000000","8c6e4a","True",2018,"https://a.espncdn.com/i/teamlogos/ncaa/500/70.png",5,"00205b",1064,21,"",2019,NA,"","","",37,401124994,TRUE,TRUE,TRUE
401124983,"s:40~l:54~e:401124983~c:401124983","2019-03-29T00:30Z",5134,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2019-03-29T00:30Z",NA,"",2053,"Arena Auditorium","Laramie","WY",11445,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2751,"s:40~l:54~t:2751","Wyoming","Cowgirls","WYO","Wyoming Cowgirls","Wyoming","533B22","True","https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png",2492,"s:40~l:54~t:2492","Pepperdine","Waves","PEPP","Pepperdine Waves","Pepperdine","003A72","dc762f","True",1055,"https://a.espncdn.com/i/teamlogos/ncaa/500/2492.png",29,"ffffff",2053,44,"",2019,NA,"","","",37,401124983,TRUE,TRUE,TRUE
401124980,"s:40~l:54~e:401124980~c:401124980","2019-03-29T00:00Z",5287,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2019-03-29T00:00Z",NA,"",2142,"Bud Walton Arena","Fayetteville","AR",19200,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"s:40~l:54~t:8","Arkansas","Razorbacks","ARK","Arkansas Razorbacks","Arkansas","9c1831","True","https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",2628,"s:40~l:54~t:2628","TCU","Horned Frogs","TCU","TCU Horned Frogs","TCU","3C377D","f1f2f3","True",2194,"https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png",8,"000000",2142,23,"",2019,NA,"","","",37,401124980,TRUE,TRUE,TRUE
