"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.venue.id","home.logo","home.conferenceId","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.venue.id","away.logo","away.conferenceId","season","status.type.altDetail","tournamentId","groups.id","groups.name","groups.shortName","groups.isConference","game_id","PBP","team_box","player_box"
270872751,"s:40~l:54~e:270872751~c:270872751","2007-03-29T01:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNIT SEMIFINALS'}]","2007-03-29T01:00Z",NA,"",0,"0:00",5,3,"STATUS_FINAL","post","True","Final","Final/3OT","Final/3OT",2751,"s:40~l:54~t:2751","Wyoming","Cowgirls","WYO","Wyoming Cowgirls","Wyoming","533B22","ffffff","True",2053,"https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png",44,2306,"s:40~l:54~t:2306","Kansas St","Wildcats","KSU","Kansas St Wildcats","Kansas State","633194","e7d2ad","True",2131,"https://a.espncdn.com/i/teamlogos/ncaa/500/2306.png",8,2007,"3OT",37,NA,"","","",270872751,TRUE,FALSE,FALSE
270870275,"s:40~l:54~e:270870275~c:270870275","2007-03-29T00:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNIT SEMIFINALS'}]","2007-03-29T00:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",275,"s:40~l:54~t:275","Wisconsin","Badgers","WISC","Wisconsin Badgers","Wisconsin","A00000","f7f7f7","True",348,"https://a.espncdn.com/i/teamlogos/ncaa/500/275.png",7,98,"s:40~l:54~t:98","Western Kentucky","Lady Toppers","WKU","Western Kentucky Lady Toppers","Western KY","F32026","b3b5b8","True",1971,"https://a.espncdn.com/i/teamlogos/ncaa/500/98.png",27,2007,"",37,NA,"","","",270870275,TRUE,FALSE,FALSE
270700042,"s:40~l:54~e:270700042~c:270700042","2007-03-11T21:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'AMERICA EAST CHAMP AT BINGHAMTON NY'}]","2007-03-11T21:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",42,"s:40~l:54~t:42","Hartford","Hawks","HART","Hartford Hawks","Hartford","d60008","000000","True",1929,"https://a.espncdn.com/i/teamlogos/ncaa/500/42.png",1,2378,"s:40~l:54~t:2378","UMBC","Retrievers","UMBC","UMBC Retrievers","UMBC","000000","ad860a","True",6008,"https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png",1,2007,"",NA,1,"America East Conference","Am. East","True",270700042,TRUE,FALSE,FALSE
270700156,"s:40~l:54~e:270700156~c:270700156","2007-03-11T19:05Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'MISSOURI VALLEY CONF CHAMPIONSHIP AT DES MOINES IA'}]","2007-03-11T19:05Z",0,"N/A",0,"0:00",3,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",156,"s:40~l:54~t:156","Creighton","Bluejays","CREI","Creighton Bluejays","Creighton","13299e","00235d","True",2162,"https://a.espncdn.com/i/teamlogos/ncaa/500/156.png",18,2181,"s:40~l:54~t:2181","Drake","Bulldogs","DRKE","Drake Bulldogs","Drake","004477","c0c0c0","True",2075,"https://a.espncdn.com/i/teamlogos/ncaa/500/2181.png",18,2007,"OT",NA,18,"Missouri Valley Conference","MVC","True",270700156,TRUE,FALSE,FALSE
270700295,"s:40~l:54~e:270700295~c:270700295","2007-03-11T18:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'COLONIAL ATHLETIC CHAMPIONSHIP AT NEWARK DE'}]","2007-03-11T18:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",295,"s:40~l:54~t:295","Old Dominion","Monarchs","ODU","Old Dominion Monarchs","Old Dominion","00507d","a1d2f1","True",1940,"https://a.espncdn.com/i/teamlogos/ncaa/500/295.png",10,256,"s:40~l:54~t:256","James Madison","Dukes","JMU","James Madison Dukes","James Madison","450084","cbb778","True",7107,"https://a.espncdn.com/i/teamlogos/ncaa/500/256.png",10,2007,"",NA,10,"Colonial Athletic Association","CAA","True",270700295,TRUE,FALSE,FALSE
270702739,"s:40~l:54~e:270702739~c:270702739","2007-03-11T17:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'HORIZON LEAGUE CHAMPIONSHIP AT GREEN BAY WI'}]","2007-03-11T17:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2739,"s:40~l:54~t:2739","Green Bay","Phoenix","GB","Green Bay Phoenix","Green Bay","006633","b21038","True",1946,"https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png",45,2086,"s:40~l:54~t:2086","Butler","Bulldogs","BUT","Butler Bulldogs","Butler","0d1361","00a3e0","True",2032,"https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png",45,2007,"",NA,45,"Horizon League","Horizon","True",270702739,TRUE,FALSE,FALSE
270690304,"s:40~l:54~e:270690304~c:270690304","2007-03-11T02:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'BIG SKY CHAMP AT MISSOULA MT'}]","2007-03-11T02:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",304,"s:40~l:54~t:304","Idaho State","Bengals","IDST","Idaho State Bengals","Idaho State","ef8c00","e9a126","True",1904,"https://a.espncdn.com/i/teamlogos/ncaa/500/304.png",5,2464,"s:40~l:54~t:2464","Northern Arizona","Lumberjacks","NAU","Northern Arizona Lumberjacks","N Arizona","003976","1b3069","True",2023,"https://a.espncdn.com/i/teamlogos/ncaa/500/2464.png",5,2007,"",NA,5,"Big Sky Conference","Big Sky","True",270690304,TRUE,FALSE,FALSE
270690042,"s:40~l:54~e:270690042~c:270690042","2007-03-11T00:30Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'AMERICA EAST CONF TR AT BINGHAMTON NY'}]","2007-03-11T00:30Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",42,"s:40~l:54~t:42","Hartford","Hawks","HART","Hartford Hawks","Hartford","d60008","000000","True",1929,"https://a.espncdn.com/i/teamlogos/ncaa/500/42.png",1,2066,"s:40~l:54~t:2066","Binghamton","Bearcats","BING","Binghamton Bearcats","Binghamton","00614A","f0f0f0","True",1924,"https://a.espncdn.com/i/teamlogos/ncaa/500/2066.png",1,2007,"",NA,1,"America East Conference","Am. East","True",270690042,TRUE,FALSE,FALSE
270690201,"s:40~l:54~e:270690201~c:270690201","2007-03-11T00:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'BIG 12 CHAMPIONSHIP AT OKLAHOMA CITY OK'}]","2007-03-11T00:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",201,"s:40~l:54~t:201","Oklahoma","Sooners","OU","Oklahoma Sooners","Oklahoma","7b0000","cccccc","True",1991,"https://a.espncdn.com/i/teamlogos/ncaa/500/201.png",8,66,"s:40~l:54~t:66","Iowa State","Cyclones","ISU","Iowa State Cyclones","Iowa State","660015","830b2c","True",432,"https://a.espncdn.com/i/teamlogos/ncaa/500/66.png",8,2007,"",NA,8,"Big 12 Conference","Big 12","True",270690201,TRUE,FALSE,FALSE
270690261,"s:40~l:54~e:270690261~c:270690261","2007-03-10T22:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'AMERICA EAST CONF TR AT BINGHAMTON NY'}]","2007-03-10T22:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",261,"s:40~l:54~t:261","Vermont","Catamounts","UVM","Vermont Catamounts","Vermont","013C24","ffc72c","True",2118,"https://a.espncdn.com/i/teamlogos/ncaa/500/261.png",1,2378,"s:40~l:54~t:2378","UMBC","Retrievers","UMBC","UMBC Retrievers","UMBC","000000","ad860a","True",6008,"https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png",1,2007,"",NA,1,"America East Conference","Am. East","True",270690261,TRUE,FALSE,FALSE
270692287,"s:40~l:54~e:270692287~c:270692287","2007-03-10T21:35Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'MISSOURI VALLEY CONF TR AT DES MOINES IA'}]","2007-03-10T21:35Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2287,"s:40~l:54~t:2287","Illinois State","Redbirds","ILST","Illinois State Redbirds","Illinois State","CE1126","ffe716","True",1932,"https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png",18,156,"s:40~l:54~t:156","Creighton","Bluejays","CREI","Creighton Bluejays","Creighton","13299e","00235d","True",2162,"https://a.espncdn.com/i/teamlogos/ncaa/500/156.png",18,2007,"",NA,18,"Missouri Valley Conference","MVC","True",270692287,TRUE,FALSE,FALSE
270692296,"s:40~l:54~e:270692296~c:270692296","2007-03-10T21:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'SWAC CHAMPIONSHIP AT BIRMINGHAM AL'}]","2007-03-10T21:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2296,"s:40~l:54~t:2296","Jackson State","Lady Tigers","JKST","Jackson State Lady Tigers","Jackson State","123297","b5b7ba","True",1945,"https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png",26,2504,"s:40~l:54~t:2504","Prairie View A&M","Lady Panthers","PV","Prairie View A&M Lady Panthers","Prairie View","4d0960","","True",2027,"https://a.espncdn.com/i/teamlogos/ncaa/500/2504.png",26,2007,"",NA,26,"Southwestern Athletic Conference","SWAC","True",270692296,TRUE,FALSE,FALSE
270690252,"s:40~l:54~e:270690252~c:270690252","2007-03-10T21:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'MOUNTAIN WEST CHAMP AT LAS VEGAS NV'}]","2007-03-10T21:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",252,"s:40~l:54~t:252","BYU","Cougars","BYU","BYU Cougars","BYU","001E4C","ffffff","True",2108,"https://a.espncdn.com/i/teamlogos/ncaa/500/252.png",44,167,"s:40~l:54~t:167","New Mexico","Lobos","UNM","New Mexico Lobos","New Mexico","000000","231f20","True",2024,"https://a.espncdn.com/i/teamlogos/ncaa/500/167.png",44,2007,"",NA,44,"Mountain West Conference","Mountain West","True",270690252,TRUE,FALSE,FALSE
270690027,"s:40~l:54~e:270690027~c:270690027","2007-03-10T21:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'BIG WEST CHAMPIONSHIP AT ANAHEIM CA'}]","2007-03-10T21:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",27,"s:40~l:54~t:27","UC Riverside","Highlanders","UCR","UC Riverside Highlanders","UC Riverside","14234F","","True",2082,"https://a.espncdn.com/i/teamlogos/ncaa/500/27.png",9,2540,"s:40~l:54~t:2540","UC Santa Barbara","Gauchos","UCSB","UC Santa Barbara Gauchos","UCSB","1D1160","fdb813","True",470,"https://a.espncdn.com/i/teamlogos/ncaa/500/2540.png",9,2007,"",NA,9,"Big West Conference","Big West","True",270690027,TRUE,FALSE,FALSE
270692523,"s:40~l:54~e:270692523~c:270692523","2007-03-10T20:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'NORTHEAST CONF CHAMPIONSHIP'}]","2007-03-10T20:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2523,"s:40~l:54~t:2523","Robert Morris","Colonials","RMU","Robert Morris Colonials","Robert Morris","00214D","a21d2b","True",5470,"https://a.espncdn.com/i/teamlogos/ncaa/500/2523.png",19,2529,"s:40~l:54~t:2529","Sacred Heart","Pioneers","SHU","Sacred Heart Pioneers","Sacred Heart","a40012","c29472","True",1916,"https://a.espncdn.com/i/teamlogos/ncaa/500/2529.png",19,2007,"",NA,19,"Northeast Conference","NEC","True",270692523,TRUE,FALSE,FALSE
270692169,"s:40~l:54~e:270692169~c:270692169","2007-03-10T20:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'MEAC CHAMPIONSHIP AT RALEIGH NC'}]","2007-03-10T20:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2169,"s:40~l:54~t:2169","Delaware State","Lady Hornets","DSU","Delaware State Lady Hornets","Delaware State","FF3630","009cdd","True",1957,"https://a.espncdn.com/i/teamlogos/ncaa/500/2169.png",16,2415,"s:40~l:54~t:2415","Morgan State","Lady Bears","MORG","Morgan State Lady Bears","Morgan State","014786","f47937","True",2021,"https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png",16,2007,"",NA,16,"Mid-Eastern Athletic Conference","MEAC","True",270692169,TRUE,FALSE,FALSE
270690250,"s:40~l:54~e:270690250~c:270690250","2007-03-10T20:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'SOUTHLAND CHAMPNSHIP AT HOUSTON TX'}]","2007-03-10T20:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",250,"s:40~l:54~t:250","UT Arlington","Mavericks","UTA","UT Arlington Mavericks","UT Arlington","004b7c","f58024","True",3416,"https://a.espncdn.com/i/teamlogos/ncaa/500/250.png",27,2617,"s:40~l:54~t:2617","Stephen F. Austin","Ladyjacks","SFA","Stephen F. Austin Ladyjacks","SF Austin","393996","bec0c2","True",2079,"https://a.espncdn.com/i/teamlogos/ncaa/500/2617.png",25,2007,"",NA,NA,"","","",270690250,TRUE,FALSE,FALSE
270690068,"s:40~l:54~e:270690068~c:270690068","2007-03-10T20:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'WAC CHAMPIONSHIP AT LAC CRUCES NM'}]","2007-03-10T20:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",68,"s:40~l:54~t:68","Boise State","Broncos","BSU","Boise State Broncos","Boise State","09347A","d8d9da","True",2028,"https://a.espncdn.com/i/teamlogos/ncaa/500/68.png",30,166,"s:40~l:54~t:166","New Mexico State","Aggies","NMSU","New Mexico State Aggies","New Mexico St","891216","000000","True",1937,"https://a.espncdn.com/i/teamlogos/ncaa/500/166.png",30,2007,"",NA,30,"Western Athletic Conference","WAC","True",270690068,TRUE,FALSE,FALSE
270690256,"s:40~l:54~e:270690256~c:270690256","2007-03-10T19:30Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'COLONIAL ATHLETIC ASSN TR AT NEWARK DE'}]","2007-03-10T19:30Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",256,"s:40~l:54~t:256","James Madison","Dukes","JMU","James Madison Dukes","James Madison","450084","cbb778","True",7107,"https://a.espncdn.com/i/teamlogos/ncaa/500/256.png",10,48,"s:40~l:54~t:48","Delaware","Blue Hens","DEL","Delaware Blue Hens","Delaware","033594","e8ce31","True",2189,"https://a.espncdn.com/i/teamlogos/ncaa/500/48.png",10,2007,"",NA,10,"Colonial Athletic Association","CAA","True",270690256,TRUE,FALSE,FALSE
270690339,"s:40~l:54~e:270690339~c:270690339","2007-03-10T19:05Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'MISSOURI VALLEY CONF TR AT DES MOINES IA'}]","2007-03-10T19:05Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2181,"s:40~l:54~t:2181","Drake","Bulldogs","DRKE","Drake Bulldogs","Drake","004477","c0c0c0","True",2075,"https://a.espncdn.com/i/teamlogos/ncaa/500/2181.png",18,339,"s:40~l:54~t:339","Evansville","Purple Aces","EVAN","Evansville Purple Aces","Evansville","663399","ef6f00","True",2462,"https://a.espncdn.com/i/teamlogos/ncaa/500/339.png",18,2007,"",NA,18,"Missouri Valley Conference","MVC","True",270690339,TRUE,FALSE,FALSE
270692515,"s:40~l:54~e:270692515~c:270692515","2007-03-10T19:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'BIG SOUTH CONFERENCE CHAMPIONSHIP AT ASHEVILLE NC'}]","2007-03-10T19:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2515,"s:40~l:54~t:2515","Radford","Highlanders","RAD","Radford Highlanders","Radford","BC1515","c2c3c0","True",1901,"https://a.espncdn.com/i/teamlogos/ncaa/500/2515.png",6,2427,"s:40~l:54~t:2427","UNC Asheville","Bulldogs","UNCA","UNC Asheville Bulldogs","UNC Asheville","156199","c2c3c0","True",2609,"https://a.espncdn.com/i/teamlogos/ncaa/500/2427.png",6,2007,"",NA,6,"Big South Conference","Big South","True",270692515,TRUE,FALSE,FALSE
270692057,"s:40~l:54~e:270692057~c:270692057","2007-03-10T19:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'ATLANTIC SUN CHAMP AT DOTHAN AL'}]","2007-03-10T19:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2057,"s:40~l:54~t:2057","Belmont","Bruins","BEL","Belmont Bruins","Belmont","182142","c9262d","True",2098,"https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png",46,2193,"s:40~l:54~t:2193","East Tennessee State","Bucs","ETSU","East Tennessee State Bucs","ETSU","002d61","ffc423","True",2006,"https://a.espncdn.com/i/teamlogos/ncaa/500/2193.png",46,2007,"",NA,46,"ASUN Conference","ASUN","True",270692057,TRUE,FALSE,FALSE
270690189,"s:40~l:54~e:270690189~c:270690189","2007-03-10T18:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'MID AMERICAN CHAMPIONSHIP AT CLEVELAND OH'}]","2007-03-10T18:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",189,"s:40~l:54~t:189","Bowling Green","Falcons","BGSU","Bowling Green Falcons","Bowling Green","2b1000","492000","True",2220,"https://a.espncdn.com/i/teamlogos/ncaa/500/189.png",14,2050,"s:40~l:54~t:2050","Ball State","Cardinals","BALL","Ball State Cardinals","Ball State","DA0000","ffffff","True",299,"https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png",14,2007,"",NA,14,"Mid-American Conference","MAC","True",270690189,TRUE,TRUE,TRUE
270690295,"s:40~l:54~e:270690295~c:270690295","2007-03-10T17:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'COLONIAL ATHLETIC ASSN TR AT NEWARK DE'}]","2007-03-10T17:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",295,"s:40~l:54~t:295","Old Dominion","Monarchs","ODU","Old Dominion Monarchs","Old Dominion","00507d","a1d2f1","True",1940,"https://a.espncdn.com/i/teamlogos/ncaa/500/295.png",10,2275,"s:40~l:54~t:2275","Hofstra","Pride","HOF","Hofstra Pride","Hofstra","00337c","f6c934","True",2058,"https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png",10,2007,"",NA,10,"Colonial Athletic Association","CAA","True",270690295,TRUE,FALSE,FALSE
270680282,"s:40~l:54~e:270680282~c:270680282","2007-03-10T02:35Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'MISSOURI VALLEY CONF TR AT DES MOINES IA'}]","2007-03-10T02:35Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",282,"s:40~l:54~t:282","Indiana State","Sycamores","INST","Indiana State Sycamores","Indiana State","00669a","f0f0f0","True",2170,"https://a.espncdn.com/i/teamlogos/ncaa/500/282.png",18,156,"s:40~l:54~t:156","Creighton","Bluejays","CREI","Creighton Bluejays","Creighton","13299e","00235d","True",2162,"https://a.espncdn.com/i/teamlogos/ncaa/500/156.png",18,2007,"",NA,18,"Missouri Valley Conference","MVC","True",270680282,TRUE,FALSE,FALSE
270680149,"s:40~l:54~e:270680149~c:270680149","2007-03-10T02:30Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'BIG SKY SEMIFINALS AT DAHLBERG MT'}]","2007-03-10T02:30Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",149,"s:40~l:54~t:149","Montana","Lady Griz","MONT","Montana Lady Griz","Montana","751D4A","666666","True",1995,"https://a.espncdn.com/i/teamlogos/ncaa/500/149.png",5,2464,"s:40~l:54~t:2464","Northern Arizona","Lumberjacks","NAU","Northern Arizona Lumberjacks","N Arizona","003976","1b3069","True",2023,"https://a.espncdn.com/i/teamlogos/ncaa/500/2464.png",5,2007,"",NA,5,"Big Sky Conference","Big Sky","True",270680149,TRUE,FALSE,FALSE
270680294,"s:40~l:54~e:270680294~c:270680294","2007-03-10T02:15Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'ATLANTIC SUN TR AT DOTHAN AL'}]","2007-03-10T02:15Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",294,"s:40~l:54~t:294","Jacksonville","Dolphins","JAC","Jacksonville Dolphins","Jacksonville","00523e","","True",1994,"https://a.espncdn.com/i/teamlogos/ncaa/500/294.png",46,2193,"s:40~l:54~t:2193","East Tennessee State","Bucs","ETSU","East Tennessee State Bucs","ETSU","002d61","ffc423","True",2006,"https://a.espncdn.com/i/teamlogos/ncaa/500/2193.png",46,2007,"",NA,46,"ASUN Conference","ASUN","True",270680294,TRUE,FALSE,FALSE
270682739,"s:40~l:54~e:270682739~c:270682739","2007-03-10T01:30Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'HORIZON LEAGUE TOURNAMENT AT GREEN BAY WISCONSIN'}]","2007-03-10T01:30Z",0,"N/A",0,"0:00",3,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",2739,"s:40~l:54~t:2739","Green Bay","Phoenix","GB","Green Bay Phoenix","Green Bay","006633","b21038","True",1946,"https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png",45,270,"s:40~l:54~t:270","Milwaukee","Panthers","MILW","Milwaukee Panthers","Milwaukee","000000","ffc20e","True",415,"https://a.espncdn.com/i/teamlogos/ncaa/500/270.png",45,2007,"OT",NA,45,"Horizon League","Horizon","True",270682739,TRUE,FALSE,FALSE
270682066,"s:40~l:54~e:270682066~c:270682066","2007-03-10T01:30Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'AMERICA EAST CONF TR IN BINGHAMTON NY'}]","2007-03-10T01:30Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2066,"s:40~l:54~t:2066","Binghamton","Bearcats","BING","Binghamton Bearcats","Binghamton","00614A","f0f0f0","True",1924,"https://a.espncdn.com/i/teamlogos/ncaa/500/2066.png",1,104,"s:40~l:54~t:104","Boston University","Terriers","BU","Boston University Terriers","Boston Univ.","cc0000","ffffff","True",1999,"https://a.espncdn.com/i/teamlogos/ncaa/500/104.png",1,2007,"",NA,1,"America East Conference","Am. East","True",270682066,TRUE,FALSE,FALSE
270682515,"s:40~l:54~e:270682515~c:270682515","2007-03-10T01:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'BIG SOUTH TOURNAMENT AT ASHEVILLE NC'}]","2007-03-10T01:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2515,"s:40~l:54~t:2515","Radford","Highlanders","RAD","Radford Highlanders","Radford","BC1515","c2c3c0","True",1901,"https://a.espncdn.com/i/teamlogos/ncaa/500/2515.png",6,2335,"s:40~l:54~t:2335","Liberty","Flames","LIB","Liberty Flames","Liberty","071740","a61f21","True",7117,"https://a.espncdn.com/i/teamlogos/ncaa/500/2335.png",6,2007,"",NA,6,"Big South Conference","Big South","True",270682515,TRUE,FALSE,FALSE
270680304,"s:40~l:54~e:270680304~c:270680304","2007-03-10T00:30Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'BIG SKY SEMIFINALS AT MISSOULA MT'}]","2007-03-10T00:30Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",304,"s:40~l:54~t:304","Idaho State","Bengals","IDST","Idaho State Bengals","Idaho State","ef8c00","e9a126","True",1904,"https://a.espncdn.com/i/teamlogos/ncaa/500/304.png",5,2692,"s:40~l:54~t:2692","Weber State","Wildcats","WEB","Weber State Wildcats","Weber State","18005a","ebebeb","True",2198,"https://a.espncdn.com/i/teamlogos/ncaa/500/2692.png",5,2007,"",NA,5,"Big Sky Conference","Big Sky","True",270680304,TRUE,FALSE,FALSE
270680256,"s:40~l:54~e:270680256~c:270680256","2007-03-10T00:30Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'COLONIAL ATHLETIC ASSN TR AT NEWARK DE'}]","2007-03-10T00:30Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",256,"s:40~l:54~t:256","James Madison","Dukes","JMU","James Madison Dukes","James Madison","450084","cbb778","True",7107,"https://a.espncdn.com/i/teamlogos/ncaa/500/256.png",10,350,"s:40~l:54~t:350","UNC Wilmington","Seahawks","UNCW","UNC Wilmington Seahawks","UNC Wilmington","1d2f68","00665e","True",2157,"https://a.espncdn.com/i/teamlogos/ncaa/500/350.png",10,2007,"",NA,10,"Colonial Athletic Association","CAA","True",270680256,TRUE,FALSE,FALSE
270682287,"s:40~l:54~e:270682287~c:270682287","2007-03-10T00:05Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'MISSOURI VALLEY CONF TR AT DES MOINES IA'}]","2007-03-10T00:05Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2287,"s:40~l:54~t:2287","Illinois State","Redbirds","ILST","Illinois State Redbirds","Illinois State","CE1126","ffe716","True",1932,"https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png",18,71,"s:40~l:54~t:71","Bradley","Braves","BRAD","Bradley Braves","Bradley","b70002","c0c0c0","True",2124,"https://a.espncdn.com/i/teamlogos/ncaa/500/71.png",18,2007,"",NA,18,"Missouri Valley Conference","MVC","True",270682287,TRUE,FALSE,FALSE
270682057,"s:40~l:54~e:270682057~c:270682057","2007-03-10T00:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'ATLANTIC SUN TR AT DOTHAN AL'}]","2007-03-10T00:00Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2057,"s:40~l:54~t:2057","Belmont","Bruins","BEL","Belmont Bruins","Belmont","182142","c9262d","True",2098,"https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png",46,2241,"s:40~l:54~t:2241","Gardner-Webb","Runnin' Bulldogs","GWEB","Gardner-Webb Runnin' Bulldogs","Gardner-Webb","c12535","909090","True",2016,"https://a.espncdn.com/i/teamlogos/ncaa/500/2241.png",46,2007,"",NA,46,"ASUN Conference","ASUN","True",270682057,TRUE,FALSE,FALSE
270682296,"s:40~l:54~e:270682296~c:270682296","2007-03-09T23:30Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'SWAC TOURNAMENT AT BIRMINGHAM AL'}]","2007-03-09T23:30Z",0,"N/A",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2296,"s:40~l:54~t:2296","Jackson State","Lady Tigers","JKST","Jackson State Lady Tigers","Jackson State","123297","b5b7ba","True",1945,"https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png",26,2029,"s:40~l:54~t:2029","Arkansas-Pine Bluff","Golden Lions","ARPB","Arkansas-Pine Bluff Golden Lions","Ark-Pine Bluff","e0aa0f","eaaa00","True",2105,"https://a.espncdn.com/i/teamlogos/ncaa/500/2029.png",26,2007,"",NA,26,"Southwestern Athletic Conference","SWAC","True",270682296,TRUE,FALSE,FALSE
