,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,tournamentId,status.type.altDetail,season,groups.id,groups.name,groups.shortName,groups.isConference,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor
0,313150239,s:40~l:54~e:313150239~c:313150239,2011-11-12T00:30Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2011-11-12T00:30Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,004834,ffb81c,True,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,47,s:40~l:54~t:47,Howard,Bison,HOW,Howard Bison,Howard,9e0b0e,6b818d,True,1978,https://a.espncdn.com/i/teamlogos/ncaa/500/47.png,16,,,2012,,,,,,,,,,
0,313150087,s:40~l:54~e:313150087~c:313150087,2011-11-12T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2011-11-12T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,87,s:40~l:54~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,00122b,ae9142,True,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,4,2006,s:40~l:54~t:2006,Akron,Zips,AKR,Akron Zips,Akron,00285e,84754e,True,2203,https://a.espncdn.com/i/teamlogos/ncaa/500/2006.png,14,,,2012,,,,,,,,,,
0,313150251,s:40~l:54~e:313150251~c:313150251,2011-11-12T01:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-12T01:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,251,s:40~l:54~t:251,Texas,Longhorns,TEX,Texas Longhorns,Texas,EE7524,f0f0f0,True,2195,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,8,24,s:40~l:54~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,A80532,ffffff,True,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,,,2012,,,,,,,,,,
0,313152390,s:40~l:54~e:313152390~c:313152390,2011-11-11T18:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T18:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2390,s:40~l:54~t:2390,Miami,Hurricanes,MIA,Miami Hurricanes,Miami,004325,f0f0f0,True,1985,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,2,292,s:40~l:54~t:292,UT Rio Grande Valley,Vaqueros,UTRGV,UT Rio Grande Valley Vaqueros,UT Rio Grande,dc6000,e1732d,True,2153,https://a.espncdn.com/i/teamlogos/ncaa/500/292.png,30,,,2012,,,,,,,,,,
0,313150252,s:40~l:54~e:313150252~c:313150252,2011-11-12T02:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-12T02:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,252,s:40~l:54~t:252,BYU,Cougars,BYU,BYU Cougars,BYU,001E4C,ffffff,True,2108,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png,29,150,s:40~l:54~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,001A57,f1f2f3,True,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,,,2012,,,,,,,,,,
0,313150120,s:40~l:54~e:313150120~c:313150120,2011-11-12T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-12T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,120,s:40~l:54~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,True,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,2352,s:40~l:54~t:2352,Loyola (MD),Greyhounds,L-MD,Loyola (MD) Greyhounds,Loyola (MD),76a7a0,c9cbca,True,2093,https://a.espncdn.com/i/teamlogos/ncaa/500/2352.png,13,,,2012,,,,,,,,,,
0,313150213,s:40~l:54~e:313150213~c:313150213,2011-11-11T23:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'LADY LION CLASSIC'}]",2011-11-11T23:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,213,s:40~l:54~t:213,Penn State,Lady Lions,PSU,Penn State Lady Lions,Penn State,00265D,002e5c,True,1942,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png,7,265,s:40~l:54~t:265,Washington State,Cougars,WSU,Washington State Cougars,Washington St,94022a,6a747c,True,2052,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,21,,,2012,,,,,,,,,,
0,313150061,s:40~l:54~e:313150061~c:313150061,2011-11-11T23:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T23:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,61,s:40~l:54~t:61,Georgia,Lady Bulldogs,UGA,Georgia Lady Bulldogs,Georgia,CC0000,000000,True,2088,https://a.espncdn.com/i/teamlogos/ncaa/500/61.png,23,2628,s:40~l:54~t:2628,TCU,Horned Frogs,TCU,TCU Horned Frogs,TCU,3C377D,f1f2f3,True,2194,https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png,44,,,2012,,,,,,,,,,
0,313150046,s:40~l:54~e:313150046~c:313150046,2011-11-12T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-12T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,46,s:40~l:54~t:46,Georgetown,Hoyas,GTWN,Georgetown Hoyas,Georgetown,110E42,001c58,True,2013,https://a.espncdn.com/i/teamlogos/ncaa/500/46.png,4,2344,s:40~l:54~t:2344,Longwood,Lancers,LONG,Longwood Lancers,Longwood,003273,9ea2a3,True,2097,https://a.espncdn.com/i/teamlogos/ncaa/500/2344.png,43,,,2012,,,,,,,,,,
0,313152413,s:40~l:54~e:313152413~c:313152413,2011-11-12T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-12T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2413,s:40~l:54~t:2413,Morehead State,Eagles,MORE,Morehead State Eagles,Morehead State,094FA3,fed91a,True,2174,https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png,20,96,s:40~l:54~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,True,2100,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,,,2012,,,,,,,,,,
0,313150305,s:40~l:54~e:313150305~c:313150305,2011-11-12T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'MAGGIE DIXON CLASSIC'}]",2011-11-12T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,305,s:40~l:54~t:305,DePaul,Blue Demons,DEP,DePaul Blue Demons,DePaul,2d649c,ce1125,True,1997,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,4,2608,s:40~l:54~t:2608,Saint Mary's,Gaels,SMC,Saint Mary's Gaels,Saint Mary's,003768,d02f35,True,488,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png,29,,,2012,,,,,,,,,,
0,313150052,s:40~l:54~e:313150052~c:313150052,2011-11-11T21:30Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'WBI TIP-OFF TOURNAMENT AT DAYTONA BEACH FL'}]",2011-11-11T21:30Z,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,52,s:40~l:54~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida State,782F40,ceb888,True,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,58,s:40~l:54~t:58,South Florida,Bulls,USF,South Florida Bulls,South Florida,004A36,231f20,True,2041,https://a.espncdn.com/i/teamlogos/ncaa/500/58.png,4,38.0,,2012,,,,,,,,,,
0,313150026,s:40~l:54~e:313150026~c:313150026,2011-11-11T22:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2011-11-11T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,26,s:40~l:54~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,005C8E,ffc72c,True,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,2377,s:40~l:54~t:2377,McNeese,Cowgirls,MCNS,McNeese Cowgirls,McNeese,00529C,,True,2063,https://a.espncdn.com/i/teamlogos/ncaa/500/2377.png,25,,,2012,,,,,,,,,,
0,313150030,s:40~l:54~e:313150030~c:313150030,2011-11-12T01:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-12T01:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,30,s:40~l:54~t:30,USC,Trojans,USC,USC Trojans,USC,AE2531,ffc72c,True,1918,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,21,278,s:40~l:54~t:278,Fresno State,Bulldogs,FRES,Fresno State Bulldogs,Fresno State,c41230,231f20,True,914,https://a.espncdn.com/i/teamlogos/ncaa/500/278.png,30,,,2012,,,,,,,,,,
0,313152641,s:40~l:54~e:313152641~c:313152641,2011-11-12T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-12T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2641,s:40~l:54~t:2641,Texas Tech,Lady Raiders,TTU,Texas Tech Lady Raiders,Texas Tech,C80025,231f20,True,2047,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,8,167,s:40~l:54~t:167,New Mexico,Lobos,UNM,New Mexico Lobos,New Mexico,000000,231f20,True,2024,https://a.espncdn.com/i/teamlogos/ncaa/500/167.png,44,,,2012,,,,,,,,,,
0,313150103,s:40~l:54~e:313150103~c:313150103,2011-11-11T16:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T16:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,103,s:40~l:54~t:103,Boston College,Eagles,BC,Boston College Eagles,Boston College,88001a,a39161,True,135,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,2,161,s:40~l:54~t:161,Fairleigh Dickinson,Knights,FDU,Fairleigh Dickinson Knights,Fair. Dickinson,00449C,a80532,True,2076,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png,19,,,2012,,,,,,,,,,
0,313150314,s:40~l:54~e:313150314~c:313150314,2011-11-11T16:11Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'IONA COLLEGE TIP-OFF TOURNAMENT'}]",2011-11-11T16:11Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,314,s:40~l:54~t:314,Iona,Gaels,IONA,Iona Gaels,Iona,8c001a,f6a704,True,2001,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png,13,2448,s:40~l:54~t:2448,North Carolina A&T,Aggies,NCAT,North Carolina A&T Aggies,NC A&T,0505aa,004684,True,2066,https://a.espncdn.com/i/teamlogos/ncaa/500/2448.png,16,,,2012,,,,,,,,,,
0,313152640,s:40~l:54~e:313152640~c:313152640,2011-11-11T17:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T17:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2640,s:40~l:54~t:2640,Texas Southern,Lady Tigers,TXSO,Texas Southern Lady Tigers,Texas Southern,6A0403,ebebeb,True,2165,https://a.espncdn.com/i/teamlogos/ncaa/500/2640.png,26,2450,s:40~l:54~t:2450,Norfolk State,Spartans,NORF,Norfolk State Spartans,Norfolk State,046546,,True,1989,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,16,,,2012,,,,,,,,,,
0,313152117,s:40~l:54~e:313152117~c:313152117,2011-11-11T17:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T17:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2117,s:40~l:54~t:2117,Central Michigan,Chippewas,CMU,Central Michigan Chippewas,Cent Michigan,6a0032,ffffff,True,2087,https://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,14,77,s:40~l:54~t:77,Northwestern,Wildcats,NW,Northwestern Wildcats,Northwestern,372286,d6cac1,True,1990,https://a.espncdn.com/i/teamlogos/ncaa/500/77.png,7,,,2012,,,,,,,,,,
0,313150171,s:40~l:54~e:313150171~c:313150171,2011-11-11T17:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T17:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,171,s:40~l:54~t:171,Columbia,Lions,CLMB,Columbia Lions,Columbia,174785,004b85,True,2002,https://a.espncdn.com/i/teamlogos/ncaa/500/171.png,12,261,s:40~l:54~t:261,Vermont,Catamounts,UVM,Vermont Catamounts,Vermont,013C24,ffc72c,True,2118,https://a.espncdn.com/i/teamlogos/ncaa/500/261.png,1,,,2012,,,,,,,,,,
0,313150152,s:40~l:54~e:313150152~c:313150152,2011-11-11T17:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T17:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,152,s:40~l:54~t:152,NC State,Wolfpack,NCST,NC State Wolfpack,NC State,EF1216,231f20,True,2139,https://a.espncdn.com/i/teamlogos/ncaa/500/152.png,2,2546,s:40~l:54~t:2546,Southeast Missouri State,Redhawks,SEMO,Southeast Missouri State Redhawks,SE Missouri St,cc0000,080808,True,1917,https://a.espncdn.com/i/teamlogos/ncaa/500/2546.png,20,,,2012,,,,,,,,,,
0,313150145,s:40~l:54~e:313150145~c:313150145,2011-11-11T17:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T17:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,145,s:40~l:54~t:145,Ole Miss,Rebels,MISS,Ole Miss Rebels,Ole Miss,001148,00205b,True,5168,https://a.espncdn.com/i/teamlogos/ncaa/500/145.png,23,2454,s:40~l:54~t:2454,North Florida,Lady Ospreys,UNF,North Florida Lady Ospreys,North Florida,004B8D,babcbe,True,2123,https://a.espncdn.com/i/teamlogos/ncaa/500/2454.png,46,,,2012,,,,,,,,,,
0,313150198,s:40~l:54~e:313150198~c:313150198,2011-11-11T17:55Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T17:55Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,198,s:40~l:54~t:198,Oral Roberts,Golden Eagles,ORU,Oral Roberts Golden Eagles,Oral Roberts,002955,ccb48c,True,1993,https://a.espncdn.com/i/teamlogos/ncaa/500/198.png,47,2183,s:40~l:54~t:2183,Drury (Mo),Drury,DRURY,Drury (Mo) Drury,Drury,000000,,False,,,,,,2012,,,,,,,,,,
0,313152582,s:40~l:54~e:313152582~c:313152582,2011-11-11T18:00Z,0,True,False,False,False,[],2011-11-11T18:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2582,s:40~l:54~t:2582,Southern,Lady Jaguars,SOU,Southern Lady Jaguars,Southern,004B97,ffc82d,True,2210,https://a.espncdn.com/i/teamlogos/ncaa/500/2582.png,26,2176,s:40~l:54~t:2176,Dillard,Blue Devils,DIL,Dillard Blue Devils,Dillard,000000,,False,,,,,,2012,,,,,,,,,,
0,313150127,s:40~l:54~e:313150127~c:313150127,2011-11-11T18:45Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'IONA COLLEGE TIP-OFF TOURNAMENT AT NEW ROCHELLE NY'}]",2011-11-11T18:45Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,127,s:40~l:54~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,True,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,222,s:40~l:54~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,123d7C,f0f0f0,True,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,,,2012,,,,,,,,,,
0,313150009,s:40~l:54~e:313150009~c:313150009,2011-11-11T19:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T19:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:54~t:9,Arizona State,Sun Devils,ASU,Arizona State Sun Devils,Arizona State,942139,f1f2f3,True,833,https://a.espncdn.com/i/teamlogos/ncaa/500/9.png,21,27,s:40~l:54~t:27,UC Riverside,Highlanders,UCR,UC Riverside Highlanders,UC Riverside,14234F,,True,2082,https://a.espncdn.com/i/teamlogos/ncaa/500/27.png,9,,,2012,,,,,,,,,,
0,313150008,s:40~l:54~e:313150008~c:313150008,2011-11-11T19:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'WBI TIP-OFF TOURNAMENT AT DAYTONA BEACH FL'}]",2011-11-11T19:00Z,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:54~t:8,Arkansas,Razorbacks,ARK,Arkansas Razorbacks,Arkansas,9c1831,000000,True,2142,https://a.espncdn.com/i/teamlogos/ncaa/500/8.png,23,135,s:40~l:54~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,981a31,True,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,38.0,,2012,,,,,,,,,,
0,313152325,s:40~l:54~e:313152325~c:313152325,2011-11-11T20:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T20:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2325,s:40~l:54~t:2325,La Salle,Explorers,LAS,La Salle Explorers,La Salle,000063,feca26,True,2172,https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png,3,2329,s:40~l:54~t:2329,Lehigh,Mountain Hawks,LEH,Lehigh Mountain Hawks,Lehigh,6c2b2a,b69e70,True,2141,https://a.espncdn.com/i/teamlogos/ncaa/500/2329.png,22,,,2012,,,,,,,,,,
0,313150204,s:40~l:54~e:313150204~c:313150204,2011-11-11T20:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T20:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,204,s:40~l:54~t:204,Oregon State,Beavers,ORST,Oregon State Beavers,Oregon State,c34500,dea076,True,506,https://a.espncdn.com/i/teamlogos/ncaa/500/204.png,21,2848,s:40~l:54~t:2848,Western Oregon,Wolves,WOU,Western Oregon Wolves,Western Oregon,000000,,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/2848.png,,,,2012,,,,,,,,,,
0,313152514,s:40~l:54~e:313152514~c:313152514,2011-11-11T21:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T21:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2514,s:40~l:54~t:2514,Quinnipiac,Bobcats,QUIN,Quinnipiac Bobcats,Quinnipiac,041B43,,True,1907,https://a.espncdn.com/i/teamlogos/ncaa/500/2514.png,19,256,s:40~l:54~t:256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,cbb778,True,7107,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,10,,,2012,,,,,,,,,,
0,313150264,s:40~l:54~e:313150264~c:313150264,2011-11-11T21:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T21:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,264,s:40~l:54~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,2B2F64,e8e3d3,True,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,302,s:40~l:54~t:302,UC Davis,Aggies,UCD,UC Davis Aggies,UC Davis,183563,bc9305,True,2212,https://a.espncdn.com/i/teamlogos/ncaa/500/302.png,9,,,2012,,,,,,,,,,
0,313150111,s:40~l:54~e:313150111~c:313150111,2011-11-11T21:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T21:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,111,s:40~l:54~t:111,Northeastern,Huskies,NE,Northeastern Huskies,Northeastern,CC0001,c2c3c0,True,1898,https://a.espncdn.com/i/teamlogos/ncaa/500/111.png,10,2199,s:40~l:54~t:2199,Eastern Michigan,Eagles,EMU,Eastern Michigan Eagles,E Michigan,00331b,f0f0f0,True,2109,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,14,,,2012,,,,,,,,,,
0,313150356,s:40~l:54~e:313150356~c:313150356,2011-11-11T21:30Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T21:30Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,356,s:40~l:54~t:356,Illinois,Fighting Illini,ILL,Illinois Fighting Illini,Illinois,f77329,fa6300,True,2127,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png,7,2579,s:40~l:54~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,670010,000000,True,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,,,2012,,,,,,,,,,
0,313150149,s:40~l:54~e:313150149~c:313150149,2011-11-11T21:30Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'MAGGIE DIXON CLASSIC AT CHICAGO'}]",2011-11-11T21:30Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,149,s:40~l:54~t:149,Montana,Lady Griz,MONT,Montana Lady Griz,Montana,751D4A,666666,True,1995,https://a.espncdn.com/i/teamlogos/ncaa/500/149.png,5,2535,s:40~l:54~t:2535,Samford,Bulldogs,SAM,Samford Bulldogs,Samford,005485,bc0023,True,2191,https://a.espncdn.com/i/teamlogos/ncaa/500/2535.png,24,,,2012,,,,,,,,,,
0,313150057,s:40~l:54~e:313150057~c:313150057,2011-11-11T21:30Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T21:30Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,57,s:40~l:54~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021A5,0021a5,True,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,130,s:40~l:54~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,00274c,True,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,,,2012,,,,,,,,,,
0,313152429,s:40~l:54~e:313152429~c:313152429,2011-11-11T22:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2429,s:40~l:54~t:2429,Charlotte,49ers,CHAR,Charlotte 49ers,Charlotte,ffffff,cfab7a,True,239,https://a.espncdn.com/i/teamlogos/ncaa/500/2429.png,3,2506,s:40~l:54~t:2506,Presbyterian,Blue Hose,PRES,Presbyterian Blue Hose,Presbyterian,194896,990134,True,2046,https://a.espncdn.com/i/teamlogos/ncaa/500/2506.png,6,,,2012,,,,,,,,,,
0,313152378,s:40~l:54~e:313152378~c:313152378,2011-11-11T22:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2378,s:40~l:54~t:2378,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,000000,ad860a,True,6008,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,1,2415,s:40~l:54~t:2415,Morgan State,Lady Bears,MORG,Morgan State Lady Bears,Morgan State,014786,f47937,True,2021,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,16,,,2012,,,,,,,,,,
0,313152244,s:40~l:54~e:313152244~c:313152244,2011-11-11T22:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2244,s:40~l:54~t:2244,George Mason,Patriots,GMU,George Mason Patriots,George Mason,016600,ecb010,True,2167,https://a.espncdn.com/i/teamlogos/ncaa/500/2244.png,10,44,s:40~l:54~t:44,American,Eagles,AMER,American Eagles,American,c41130,c8102e,True,1910,https://a.espncdn.com/i/teamlogos/ncaa/500/44.png,22,,,2012,,,,,,,,,,
0,313150324,s:40~l:54~e:313150324~c:313150324,2011-11-11T22:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,324,s:40~l:54~t:324,Coastal Carolina,Chanticleers,CCAR,Coastal Carolina Chanticleers,C. Carolina,007073,876447,True,4308,https://a.espncdn.com/i/teamlogos/ncaa/500/324.png,6,2896,s:40~l:54~t:2896,Southern Virginia,Knights,SVA,Southern Virginia Knights,S Virginia,000000,,False,,,,,,2012,,,,,,,,,,
0,313150290,s:40~l:54~e:313150290~c:313150290,2011-11-11T22:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,290,s:40~l:54~t:290,Georgia Southern,Eagles,GASO,Georgia Southern Eagles,GA Southern,003775,f0f0f0,True,2089,https://a.espncdn.com/i/teamlogos/ncaa/500/290.png,24,12,s:40~l:54~t:12,Arizona,Wildcats,ARIZ,Arizona Wildcats,Arizona,002449,00205b,True,1064,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,21,,,2012,,,,,,,,,,
0,313150276,s:40~l:54~e:313150276~c:313150276,2011-11-11T22:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': ''}]",2011-11-11T22:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,276,s:40~l:54~t:276,Marshall,Thundering Herd,MRSH,Marshall Thundering Herd,Marshall,186329,be854c,True,1935,https://a.espncdn.com/i/teamlogos/ncaa/500/276.png,11,2309,s:40~l:54~t:2309,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Kent State,002445,f0b510,True,2020,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,14,,,2012,,,,,,,,,,
