"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.venue.id","home.logo","home.conferenceId","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.venue.id","away.logo","away.conferenceId","status.type.altDetail","season","groups.id","groups.name","groups.shortName","groups.isConference","tournamentId","game_id","PBP","team_box","player_box"
280960127,"s:40~l:54~e:280960127~c:280960127","2008-04-05T20:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - CHAMPIONSHIP""}]","2008-04-05T20:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",127,"s:40~l:54~t:127","Michigan State","Spartans","MSU","Michigan State Spartans","Michigan State","18453B","ffffff","True",1987,"https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",7,269,"s:40~l:54~t:269","Marquette","Golden Eagles","MARQ","Marquette Golden Eagles","Marquette","083963","ffffff","True",906,"https://a.espncdn.com/i/teamlogos/ncaa/500/269.png",4,"",2008,NA,"","","",37,280960127,TRUE,FALSE,TRUE
280930038,"s:40~l:54~e:280930038~c:280930038","2008-04-03T01:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT SEMIFINAL""}]","2008-04-03T01:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",38,"s:40~l:54~t:38","Colorado","Buffaloes","COLO","Colorado Buffaloes","Colorado","d1c57e","ffd200","True",2207,"https://a.espncdn.com/i/teamlogos/ncaa/500/38.png",8,269,"s:40~l:54~t:269","Marquette","Golden Eagles","MARQ","Marquette Golden Eagles","Marquette","083963","ffffff","True",906,"https://a.espncdn.com/i/teamlogos/ncaa/500/269.png",4,"",2008,NA,"","","",37,280930038,TRUE,FALSE,TRUE
280930127,"s:40~l:54~e:280930127~c:280930127","2008-04-02T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT SEMIFINAL""}]","2008-04-02T23:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",127,"s:40~l:54~t:127","Michigan State","Spartans","MSU","Michigan State Spartans","Michigan State","18453B","ffffff","True",1987,"https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",7,152,"s:40~l:54~t:152","NC State","Wolfpack","NCST","NC State Wolfpack","NC State","EF1216","231f20","True",2139,"https://a.espncdn.com/i/teamlogos/ncaa/500/152.png",2,"",2008,NA,"","","",37,280930127,TRUE,FALSE,TRUE
280900038,"s:40~l:54~e:280900038~c:280900038","2008-03-30T20:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 4th ROUND""}]","2008-03-30T20:00Z",NA,"",0,"0:00",3,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",38,"s:40~l:54~t:38","Colorado","Buffaloes","COLO","Colorado Buffaloes","Colorado","d1c57e","ffd200","True",2207,"https://a.espncdn.com/i/teamlogos/ncaa/500/38.png",8,2628,"s:40~l:54~t:2628","TCU","Horned Frogs","TCU","TCU Horned Frogs","TCU","3C377D","f1f2f3","True",2194,"https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png",44,"OT",2008,NA,"","","",37,280900038,TRUE,FALSE,TRUE
280900152,"s:40~l:54~e:280900152~c:280900152","2008-03-30T18:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 4th ROUND""}]","2008-03-30T18:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",152,"s:40~l:54~t:152","NC State","Wolfpack","NCST","NC State Wolfpack","NC State","EF1216","231f20","True",2139,"https://a.espncdn.com/i/teamlogos/ncaa/500/152.png",2,2599,"s:40~l:54~t:2599","St. John's","Red Storm","SJU","St. John's Red Storm","St. John's","d10000","101010","True",2019,"https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png",4,"",2008,NA,"","","",37,280900152,TRUE,FALSE,TRUE
280900127,"s:40~l:54~e:280900127~c:280900127","2008-03-30T18:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 4th ROUND""}]","2008-03-30T18:00Z",NA,"",0,"0:00",3,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",127,"s:40~l:54~t:127","Michigan State","Spartans","MSU","Michigan State Spartans","Michigan State","18453B","ffffff","True",1987,"https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",7,130,"s:40~l:54~t:130","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","00274c","True",1986,"https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",7,"OT",2008,NA,"","","",37,280900127,TRUE,FALSE,TRUE
280900096,"s:40~l:54~e:280900096~c:280900096","2008-03-30T18:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 4th ROUND""}]","2008-03-30T18:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",96,"s:40~l:54~t:96","Kentucky","Wildcats","UK","Kentucky Wildcats","Kentucky","005DAA","ffffff","True",2100,"https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",23,269,"s:40~l:54~t:269","Marquette","Golden Eagles","MARQ","Marquette Golden Eagles","Marquette","083963","ffffff","True",906,"https://a.espncdn.com/i/teamlogos/ncaa/500/269.png",4,"",2008,NA,"","","",37,280900096,TRUE,FALSE,TRUE
280870038,"s:40~l:54~e:280870038~c:280870038","2008-03-28T01:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3rd ROUND""}]","2008-03-28T01:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",38,"s:40~l:54~t:38","Colorado","Buffaloes","COLO","Colorado Buffaloes","Colorado","d1c57e","ffd200","True",2207,"https://a.espncdn.com/i/teamlogos/ncaa/500/38.png",8,222,"s:40~l:54~t:222","Villanova","Wildcats","VILL","Villanova Wildcats","Villanova","123d7C","f0f0f0","True",1969,"https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",4,"",2008,NA,"","","",37,280870038,TRUE,FALSE,TRUE
280872599,"s:40~l:54~e:280872599~c:280872599","2008-03-27T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3rd ROUND""}]","2008-03-27T23:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2599,"s:40~l:54~t:2599","St. John's","Red Storm","SJU","St. John's Red Storm","St. John's","d10000","101010","True",2019,"https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png",4,103,"s:40~l:54~t:103","Boston College","Eagles","BC","Boston College Eagles","Boston College","88001a","a39161","True",135,"https://a.espncdn.com/i/teamlogos/ncaa/500/103.png",2,"",2008,NA,"","","",37,280872599,TRUE,FALSE,FALSE
280870152,"s:40~l:54~e:280870152~c:280870152","2008-03-27T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3rd ROUND""}]","2008-03-27T23:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",152,"s:40~l:54~t:152","NC State","Wolfpack","NCST","NC State Wolfpack","NC State","EF1216","231f20","True",2139,"https://a.espncdn.com/i/teamlogos/ncaa/500/152.png",2,57,"s:40~l:54~t:57","Florida","Gators","FLA","Florida Gators","Florida","0021A5","0021a5","True",360,"https://a.espncdn.com/i/teamlogos/ncaa/500/57.png",23,"",2008,NA,"","","",37,280870152,TRUE,FALSE,TRUE
