"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.venue.id","home.logo","home.conferenceId","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.venue.id","away.logo","away.conferenceId","status.type.altDetail","season","tournamentId","groups.id","groups.name","groups.shortName","groups.isConference","game_id","PBP"
290942305,"s:40~l:54~e:290942305~c:290942305","2009-04-04T18:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': 'WNIT CHAMPIONSHIP'}]","2009-04-04T18:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2305,"s:40~l:54~t:2305","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0022B4","e8000d","True",2171,"https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",8,58,"s:40~l:54~t:58","South Florida","Bulls","USF","South Florida Bulls","South Florida","004A36","231f20","True",2041,"https://a.espncdn.com/i/teamlogos/ncaa/500/58.png",4,"",2009,37,NA,"","","",290942305,TRUE
290912305,"s:40~l:54~e:290912305~c:290912305","2009-04-02T00:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - SEMIFINALS""}]","2009-04-02T00:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2305,"s:40~l:54~t:2305","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0022B4","e8000d","True",2171,"https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",8,2287,"s:40~l:54~t:2287","Illinois State","Redbirds","ILST","Illinois State Redbirds","Illinois State","CE1126","ffe716","True",1932,"https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png",18,"",2009,37,NA,"","","",290912305,TRUE
290910103,"s:40~l:54~e:290910103~c:290910103","2009-04-01T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - SEMIFINALS""}]","2009-04-01T23:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",103,"s:40~l:54~t:103","Boston College","Eagles","BC","Boston College Eagles","Boston College","88001a","a39161","True",135,"https://a.espncdn.com/i/teamlogos/ncaa/500/103.png",2,58,"s:40~l:54~t:58","South Florida","Bulls","USF","South Florida Bulls","South Florida","004A36","231f20","True",2041,"https://a.espncdn.com/i/teamlogos/ncaa/500/58.png",4,"",2009,37,NA,"","","",290910103,TRUE
290890167,"s:40~l:54~e:290890167~c:290890167","2009-03-31T01:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 4TH ROUND""}]","2009-03-31T01:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",167,"s:40~l:54~t:167","New Mexico","Lobos","UNM","New Mexico Lobos","New Mexico","000000","231f20","True",2024,"https://a.espncdn.com/i/teamlogos/ncaa/500/167.png",44,2305,"s:40~l:54~t:2305","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0022B4","e8000d","True",2171,"https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",8,"",2009,37,NA,"","","",290890167,TRUE
290880103,"s:40~l:54~e:290880103~c:290880103","2009-03-29T21:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 4TH ROUND""}]","2009-03-29T21:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",103,"s:40~l:54~t:103","Boston College","Eagles","BC","Boston College Eagles","Boston College","88001a","a39161","True",135,"https://a.espncdn.com/i/teamlogos/ncaa/500/103.png",2,46,"s:40~l:54~t:46","Georgetown","Hoyas","GTWN","Georgetown Hoyas","Georgetown","110E42","001c58","True",2013,"https://a.espncdn.com/i/teamlogos/ncaa/500/46.png",4,"",2009,37,NA,"","","",290880103,TRUE
290882287,"s:40~l:54~e:290882287~c:290882287","2009-03-29T19:05Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 4TH ROUND""}]","2009-03-29T19:05Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2287,"s:40~l:54~t:2287","Illinois State","Redbirds","ILST","Illinois State Redbirds","Illinois State","CE1126","ffe716","True",1932,"https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png",18,84,"s:40~l:54~t:84","Indiana","Hoosiers","IU","Indiana Hoosiers","Indiana","7D110C","eeedeb","True",2092,"https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",7,"",2009,37,NA,"","","",290882287,TRUE
290880179,"s:40~l:54~e:290880179~c:290880179","2009-03-29T17:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 4TH ROUND""}]","2009-03-29T17:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",179,"s:40~l:54~t:179","St. Bonaventure","Bonnies","SBU","St. Bonaventure Bonnies","St. Bonaventure","70261D","","True",2042,"https://a.espncdn.com/i/teamlogos/ncaa/500/179.png",3,58,"s:40~l:54~t:58","South Florida","Bulls","USF","South Florida Bulls","South Florida","004A36","231f20","True",2041,"https://a.espncdn.com/i/teamlogos/ncaa/500/58.png",4,"",2009,37,NA,"","","",290880179,TRUE
290860167,"s:40~l:54~e:290860167~c:290860167","2009-03-28T01:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2009-03-28T01:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",167,"s:40~l:54~t:167","New Mexico","Lobos","UNM","New Mexico Lobos","New Mexico","000000","231f20","True",2024,"https://a.espncdn.com/i/teamlogos/ncaa/500/167.png",44,204,"s:40~l:54~t:204","Oregon State","Beavers","ORST","Oregon State Beavers","Oregon State","c34500","dea076","True",506,"https://a.espncdn.com/i/teamlogos/ncaa/500/204.png",21,"",2009,37,NA,"","","",290860167,TRUE
290852305,"s:40~l:54~e:290852305~c:290852305","2009-03-27T00:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2009-03-27T00:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2305,"s:40~l:54~t:2305","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0022B4","e8000d","True",2171,"https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",8,8,"s:40~l:54~t:8","Arkansas","Razorbacks","ARK","Arkansas Razorbacks","Arkansas","9c1831","000000","True",2142,"https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",23,"",2009,37,NA,"","","",290852305,TRUE
290852287,"s:40~l:54~e:290852287~c:290852287","2009-03-27T00:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2009-03-27T00:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2287,"s:40~l:54~t:2287","Illinois State","Redbirds","ILST","Illinois State Redbirds","Illinois State","CE1126","ffe716","True",1932,"https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png",18,269,"s:40~l:54~t:269","Marquette","Golden Eagles","MARQ","Marquette Golden Eagles","Marquette","083963","ffffff","True",906,"https://a.espncdn.com/i/teamlogos/ncaa/500/269.png",4,"",2009,37,NA,"","","",290852287,TRUE
