"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.venue.id","home.logo","home.conferenceId","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.venue.id","away.logo","away.conferenceId","status.type.altDetail","season","tournamentId","groups.id","groups.name","groups.shortName","groups.isConference","game_id","PBP"
290850275,"s:40~l:54~e:290850275~c:290850275","2009-03-27T00:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2009-03-27T00:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",275,"s:40~l:54~t:275","Wisconsin","Badgers","WISC","Wisconsin Badgers","Wisconsin","A00000","f7f7f7","True",348,"https://a.espncdn.com/i/teamlogos/ncaa/500/275.png",7,179,"s:40~l:54~t:179","St. Bonaventure","Bonnies","SBU","St. Bonaventure Bonnies","St. Bonaventure","70261D","","True",2042,"https://a.espncdn.com/i/teamlogos/ncaa/500/179.png",3,"",2009,37,NA,"","","",290850275,TRUE
290850046,"s:40~l:54~e:290850046~c:290850046","2009-03-26T23:30Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2009-03-26T23:30Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",46,"s:40~l:54~t:46","Georgetown","Hoyas","GTWN","Georgetown Hoyas","Georgetown","110E42","001c58","True",2013,"https://a.espncdn.com/i/teamlogos/ncaa/500/46.png",4,257,"s:40~l:54~t:257","Richmond","Spiders","RICH","Richmond Spiders","Richmond","9e0712","b90b2e","True",4486,"https://a.espncdn.com/i/teamlogos/ncaa/500/257.png",3,"",2009,37,NA,"","","",290850046,TRUE
290852599,"s:40~l:54~e:290852599~c:290852599","2009-03-26T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2009-03-26T23:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2599,"s:40~l:54~t:2599","St. John's","Red Storm","SJU","St. John's Red Storm","St. John's","d10000","101010","True",2019,"https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png",4,103,"s:40~l:54~t:103","Boston College","Eagles","BC","Boston College Eagles","Boston College","88001a","a39161","True",135,"https://a.espncdn.com/i/teamlogos/ncaa/500/103.png",2,"",2009,37,NA,"","","",290852599,TRUE
290850189,"s:40~l:54~e:290850189~c:290850189","2009-03-26T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2009-03-26T23:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",189,"s:40~l:54~t:189","Bowling Green","Falcons","BGSU","Bowling Green Falcons","Bowling Green","2b1000","492000","True",2220,"https://a.espncdn.com/i/teamlogos/ncaa/500/189.png",14,84,"s:40~l:54~t:84","Indiana","Hoosiers","IU","Indiana Hoosiers","Indiana","7D110C","eeedeb","True",2092,"https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",7,"",2009,37,NA,"","","",290850189,TRUE
290850058,"s:40~l:54~e:290850058~c:290850058","2009-03-26T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2009-03-26T23:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",58,"s:40~l:54~t:58","South Florida","Bulls","USF","South Florida Bulls","South Florida","004A36","231f20","True",2041,"https://a.espncdn.com/i/teamlogos/ncaa/500/58.png",4,145,"s:40~l:54~t:145","Ole Miss","Rebels","MISS","Ole Miss Rebels","Ole Miss","001148","00205b","True",5168,"https://a.espncdn.com/i/teamlogos/ncaa/500/145.png",23,"",2009,37,NA,"","","",290850058,TRUE
290840167,"s:40~l:54~e:290840167~c:290840167","2009-03-26T01:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-26T01:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",167,"s:40~l:54~t:167","New Mexico","Lobos","UNM","New Mexico Lobos","New Mexico","000000","231f20","True",2024,"https://a.espncdn.com/i/teamlogos/ncaa/500/167.png",44,158,"s:40~l:54~t:158","Nebraska","Cornhuskers","NEB","Nebraska Cornhuskers","Nebraska","F20017","f5f1e7","True",4569,"https://a.espncdn.com/i/teamlogos/ncaa/500/158.png",8,"",2009,37,NA,"","","",290840167,TRUE
290832287,"s:40~l:54~e:290832287~c:290832287","2009-03-25T00:05Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-25T00:05Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2287,"s:40~l:54~t:2287","Illinois State","Redbirds","ILST","Illinois State Redbirds","Illinois State","CE1126","ffe716","True",1932,"https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png",18,2348,"s:40~l:54~t:2348","Louisiana Tech","Lady Techsters","LT","Louisiana Tech Lady Techsters","Louisiana Tech","002d65","d3313a","True",1982,"https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png",30,"",2009,37,NA,"","","",290832287,TRUE
290822305,"s:40~l:54~e:290822305~c:290822305","2009-03-24T00:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-24T00:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2305,"s:40~l:54~t:2305","Kansas","Jayhawks","KU","Kansas Jayhawks","Kansas","0022B4","e8000d","True",2171,"https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",8,156,"s:40~l:54~t:156","Creighton","Bluejays","CREI","Creighton Bluejays","Creighton","13299e","00235d","True",2162,"https://a.espncdn.com/i/teamlogos/ncaa/500/156.png",18,"",2009,37,NA,"","","",290822305,TRUE
290820269,"s:40~l:54~e:290820269~c:290820269","2009-03-24T00:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-24T00:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",269,"s:40~l:54~t:269","Marquette","Golden Eagles","MARQ","Marquette Golden Eagles","Marquette","083963","ffffff","True",906,"https://a.espncdn.com/i/teamlogos/ncaa/500/269.png",4,2086,"s:40~l:54~t:2086","Butler","Bulldogs","BUT","Butler Bulldogs","Butler","0d1361","00a3e0","True",2032,"https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png",45,"",2009,37,NA,"","","",290820269,TRUE
290820008,"s:40~l:54~e:290820008~c:290820008","2009-03-24T00:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-24T00:00Z",NA,"",0,"0:00",3,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",8,"s:40~l:54~t:8","Arkansas","Razorbacks","ARK","Arkansas Razorbacks","Arkansas","9c1831","000000","True",2142,"https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",23,197,"s:40~l:54~t:197","Oklahoma State","Cowgirls","OKST","Oklahoma State Cowgirls","Oklahoma State","FF6500","ff9900","True",1992,"https://a.espncdn.com/i/teamlogos/ncaa/500/197.png",8,"OT",2009,37,NA,"","","",290820008,TRUE
290820103,"s:40~l:54~e:290820103~c:290820103","2009-03-23T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-23T23:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",103,"s:40~l:54~t:103","Boston College","Eagles","BC","Boston College Eagles","Boston College","88001a","a39161","True",135,"https://a.espncdn.com/i/teamlogos/ncaa/500/103.png",2,104,"s:40~l:54~t:104","Boston University","Terriers","BU","Boston University Terriers","Boston Univ.","cc0000","ffffff","True",1999,"https://a.espncdn.com/i/teamlogos/ncaa/500/104.png",1,"",2009,37,NA,"","","",290820103,TRUE
290810154,"s:40~l:54~e:290810154~c:290810154","2009-03-22T21:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-22T21:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",154,"s:40~l:54~t:154","Wake Forest","Demon Deacons","WAKE","Wake Forest Demon Deacons","Wake Forest","9E7E38","000000","True",2120,"https://a.espncdn.com/i/teamlogos/ncaa/500/154.png",2,46,"s:40~l:54~t:46","Georgetown","Hoyas","GTWN","Georgetown Hoyas","Georgetown","110E42","001c58","True",2013,"https://a.espncdn.com/i/teamlogos/ncaa/500/46.png",4,"",2009,37,NA,"","","",290810154,TRUE
290810145,"s:40~l:54~e:290810145~c:290810145","2009-03-22T21:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-22T21:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",145,"s:40~l:54~t:145","Ole Miss","Rebels","MISS","Ole Miss Rebels","Ole Miss","001148","00205b","True",5168,"https://a.espncdn.com/i/teamlogos/ncaa/500/145.png",23,93,"s:40~l:54~t:93","Murray State","Racers","MURR","Murray State Racers","Murray State","002148","000e00","True",2022,"https://a.espncdn.com/i/teamlogos/ncaa/500/93.png",20,"",2009,37,NA,"","","",290810145,TRUE
290810257,"s:40~l:54~e:290810257~c:290810257","2009-03-22T20:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-22T20:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",257,"s:40~l:54~t:257","Richmond","Spiders","RICH","Richmond Spiders","Richmond","9e0712","b90b2e","True",4486,"https://a.espncdn.com/i/teamlogos/ncaa/500/257.png",3,256,"s:40~l:54~t:256","James Madison","Dukes","JMU","James Madison Dukes","James Madison","450084","cbb778","True",7107,"https://a.espncdn.com/i/teamlogos/ncaa/500/256.png",10,"",2009,37,NA,"","","",290810257,TRUE
290810042,"s:40~l:54~e:290810042~c:290810042","2009-03-22T20:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-22T20:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",42,"s:40~l:54~t:42","Hartford","Hawks","HART","Hartford Hawks","Hartford","d60008","000000","True",1929,"https://a.espncdn.com/i/teamlogos/ncaa/500/42.png",1,2599,"s:40~l:54~t:2599","St. John's","Red Storm","SJU","St. John's Red Storm","St. John's","d10000","101010","True",2019,"https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png",4,"",2009,37,NA,"","","",290810042,TRUE
290810275,"s:40~l:54~e:290810275~c:290810275","2009-03-22T18:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-22T18:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",275,"s:40~l:54~t:275","Wisconsin","Badgers","WISC","Wisconsin Badgers","Wisconsin","A00000","f7f7f7","True",348,"https://a.espncdn.com/i/teamlogos/ncaa/500/275.png",7,96,"s:40~l:54~t:96","Kentucky","Wildcats","UK","Kentucky Wildcats","Kentucky","005DAA","ffffff","True",2100,"https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",23,"",2009,37,NA,"","","",290810275,TRUE
290810189,"s:40~l:54~e:290810189~c:290810189","2009-03-22T18:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-22T18:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",189,"s:40~l:54~t:189","Bowling Green","Falcons","BGSU","Bowling Green Falcons","Bowling Green","2b1000","492000","True",2220,"https://a.espncdn.com/i/teamlogos/ncaa/500/189.png",14,183,"s:40~l:54~t:183","Syracuse","Orange","SYR","Syracuse Orange","Syracuse","F37321","0d1d37","True",1964,"https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",4,"",2009,37,NA,"","","",290810189,TRUE
290810084,"s:40~l:54~e:290810084~c:290810084","2009-03-22T18:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-22T18:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",84,"s:40~l:54~t:84","Indiana","Hoosiers","IU","Indiana Hoosiers","Indiana","7D110C","eeedeb","True",2092,"https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",7,2168,"s:40~l:54~t:2168","Dayton","Flyers","DAY","Dayton Flyers","Dayton","004B8D","ffffff","True",2039,"https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png",3,"",2009,37,NA,"","","",290810084,TRUE
290800204,"s:40~l:54~e:290800204~c:290800204","2009-03-22T02:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-22T02:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",204,"s:40~l:54~t:204","Oregon State","Beavers","ORST","Oregon State Beavers","Oregon State","c34500","dea076","True",506,"https://a.espncdn.com/i/teamlogos/ncaa/500/204.png",21,2502,"s:40~l:54~t:2502","Portland State","Vikings","PRST","Portland State Vikings","Portland State","00311e","ebebeb","True",6020,"https://a.espncdn.com/i/teamlogos/ncaa/500/2502.png",5,"",2009,37,NA,"","","",290800204,TRUE
290800156,"s:40~l:54~e:290800156~c:290800156","2009-03-22T00:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 1ST ROUND""}]","2009-03-22T00:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",156,"s:40~l:54~t:156","Creighton","Bluejays","CREI","Creighton Bluejays","Creighton","13299e","00235d","True",2162,"https://a.espncdn.com/i/teamlogos/ncaa/500/156.png",18,27,"s:40~l:54~t:27","UC Riverside","Highlanders","UCR","UC Riverside Highlanders","UC Riverside","14234F","","True",2082,"https://a.espncdn.com/i/teamlogos/ncaa/500/27.png",9,"",2009,37,NA,"","","",290800156,TRUE
290800058,"s:40~l:54~e:290800058~c:290800058","2009-03-21T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-21T23:00Z",NA,"",0,"0:00",3,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",58,"s:40~l:54~t:58","South Florida","Bulls","USF","South Florida Bulls","South Florida","004A36","231f20","True",2041,"https://a.espncdn.com/i/teamlogos/ncaa/500/58.png",4,526,"s:40~l:54~t:526","Florida Gulf Coast","Eagles","FGCU","Florida Gulf Coast Eagles","FGCU","00885a","076c3b","True",2101,"https://a.espncdn.com/i/teamlogos/ncaa/500/526.png",46,"OT",2009,37,NA,"","","",290800058,TRUE
290800197,"s:40~l:54~e:290800197~c:290800197","2009-03-21T19:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 1ST ROUND""}]","2009-03-21T19:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",197,"s:40~l:54~t:197","Oklahoma State","Cowgirls","OKST","Oklahoma State Cowgirls","Oklahoma State","FF6500","ff9900","True",1992,"https://a.espncdn.com/i/teamlogos/ncaa/500/197.png",8,250,"s:40~l:54~t:250","UT Arlington","Mavericks","UTA","UT Arlington Mavericks","UT Arlington","004b7c","f58024","True",3416,"https://a.espncdn.com/i/teamlogos/ncaa/500/250.png",27,"",2009,37,NA,"","","",290800197,TRUE
290800179,"s:40~l:54~e:290800179~c:290800179","2009-03-21T17:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2009-03-21T17:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",179,"s:40~l:54~t:179","St. Bonaventure","Bonnies","SBU","St. Bonaventure Bonnies","St. Bonaventure","70261D","","True",2042,"https://a.espncdn.com/i/teamlogos/ncaa/500/179.png",3,277,"s:40~l:54~t:277","West Virginia","Mountaineers","WVU","West Virginia Mountaineers","West Virginia","FFC600","eaaa00","True",2199,"https://a.espncdn.com/i/teamlogos/ncaa/500/277.png",4,"",2009,37,NA,"","","",290800179,TRUE
290792031,"s:40~l:54~e:290792031~c:290792031","2009-03-21T00:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 1ST ROUND""}]","2009-03-21T00:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2031,"s:40~l:54~t:2031","Arkansas-Little Rock","Trojans","UALR","Arkansas-Little Rock Trojans","Little Rock","AD0000","898d8f","True",2180,"https://a.espncdn.com/i/teamlogos/ncaa/500/2031.png",27,93,"s:40~l:54~t:93","Murray State","Racers","MURR","Murray State Racers","Murray State","002148","000e00","True",2022,"https://a.espncdn.com/i/teamlogos/ncaa/500/93.png",20,"",2009,37,NA,"","","",290792031,TRUE
290790046,"s:40~l:54~e:290790046~c:290790046","2009-03-20T23:30Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 1ST ROUND""}]","2009-03-20T23:30Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",46,"s:40~l:54~t:46","Georgetown","Hoyas","GTWN","Georgetown Hoyas","Georgetown","110E42","001c58","True",2013,"https://a.espncdn.com/i/teamlogos/ncaa/500/46.png",4,2737,"s:40~l:54~t:2737","Winthrop","Eagles","WIN","Winthrop Eagles","Winthrop","9e0b0e","fdb41e","True",1922,"https://a.espncdn.com/i/teamlogos/ncaa/500/2737.png",6,"",2009,37,NA,"","","",290790046,TRUE
290792599,"s:40~l:54~e:290792599~c:290792599","2009-03-20T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 1ST ROUND""}]","2009-03-20T23:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",2599,"s:40~l:54~t:2599","St. John's","Red Storm","SJU","St. John's Red Storm","St. John's","d10000","101010","True",2019,"https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png",4,108,"s:40~l:54~t:108","Harvard","Crimson","HARV","Harvard Crimson","Harvard","990000","dbdbdb","True",2209,"https://a.espncdn.com/i/teamlogos/ncaa/500/108.png",12,"",2009,37,NA,"","","",290792599,TRUE
290790256,"s:40~l:54~e:290790256~c:290790256","2009-03-20T23:00Z",0,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 1ST ROUND""}]","2009-03-20T23:00Z",NA,"",0,"0:00",2,3,"STATUS_FINAL","post","True","Final","Final","Final",256,"s:40~l:54~t:256","James Madison","Dukes","JMU","James Madison Dukes","James Madison","450084","cbb778","True",7107,"https://a.espncdn.com/i/teamlogos/ncaa/500/256.png",10,44,"s:40~l:54~t:44","American","Eagles","AMER","American Eagles","American","c41130","c8102e","True",1910,"https://a.espncdn.com/i/teamlogos/ncaa/500/44.png",22,"",2009,37,NA,"","","",290790256,TRUE
