"id","uid","date","attendance","timeValid","neutralSite","conferenceCompetition","recent","notes","startDate","type.id","type.abbreviation","venue.id","venue.fullName","venue.address.city","venue.address.state","venue.capacity","venue.indoor","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.uid","home.location","home.name","home.abbreviation","home.displayName","home.shortDisplayName","home.color","home.alternateColor","home.isActive","home.venue.id","home.logo","home.conferenceId","away.id","away.uid","away.location","away.name","away.abbreviation","away.displayName","away.shortDisplayName","away.color","away.alternateColor","away.isActive","away.venue.id","away.logo","away.conferenceId","status.type.altDetail","season","groups.id","groups.name","groups.shortName","groups.isConference","tournamentId","game_id","PBP"
400947384,"s:40~l:54~e:400947384~c:400947384","2017-03-23T23:00Z",3003,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2017-03-23T23:00Z",NA,"",2092,"Simon Skjodt Assembly Hall","Bloomington","IN",17222,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",84,"s:40~l:54~t:84","Indiana","Hoosiers","IU","Indiana Hoosiers","Indiana","7D110C","eeedeb","True",2092,"https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",7,2567,"s:40~l:54~t:2567","SMU","Mustangs","SMU","SMU Mustangs","SMU","E32F38","ecdcb9","True",1961,"https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png",62,"",2017,NA,"","","",37,400947384,TRUE
400947322,"s:40~l:54~e:400947322~c:400947322","2017-03-23T23:00Z",819,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2017-03-23T23:00Z",NA,"",2206,"McCamish Pavilion","Atlanta","GA",8600,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",59,"s:40~l:54~t:59","Georgia Tech","Yellow Jackets","GT","Georgia Tech Yellow Jackets","Georgia Tech","00223e","002c56","True",2206,"https://a.espncdn.com/i/teamlogos/ncaa/500/59.png",2,2393,"s:40~l:54~t:2393","Middle Tennessee","Lady Raiders","MTU","Middle Tennessee Lady Raiders","Middle Tenn","0079C2","c3c5c8","True",1897,"https://a.espncdn.com/i/teamlogos/ncaa/500/2393.png",11,"",2017,NA,"","","",37,400947322,TRUE
400947317,"s:40~l:54~e:400947317~c:400947317","2017-03-23T23:00Z",1712,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2017-03-23T23:00Z",NA,"",1980,"JMU Convocation Center","Harrisonburg","VA",6426,"True",0,"0:00",5,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",256,"s:40~l:54~t:256","James Madison","Dukes","JMU","James Madison Dukes","James Madison","450084","cbb778","True",7107,"https://a.espncdn.com/i/teamlogos/ncaa/500/256.png",10,222,"s:40~l:54~t:222","Villanova","Wildcats","VILL","Villanova Wildcats","Villanova","123d7C","f0f0f0","True",1969,"https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",4,"OT",2017,NA,"","","",37,400947317,TRUE
400947315,"s:40~l:54~e:400947315~c:400947315","2017-03-23T23:00Z",1310,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2017-03-23T23:00Z",NA,"",1942,"Bryce Jordan Center","University Park","PA",15261,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",213,"s:40~l:54~t:213","Penn State","Lady Lions","PSU","Penn State Lady Lions","Penn State","00265D","002e5c","True",1942,"https://a.espncdn.com/i/teamlogos/ncaa/500/213.png",7,259,"s:40~l:54~t:259","Virginia Tech","Hokies","VT","Virginia Tech Hokies","Virginia Tech","74232D","c2c1ba","True",2119,"https://a.espncdn.com/i/teamlogos/ncaa/500/259.png",2,"",2017,NA,"","","",37,400947315,TRUE
400947316,"s:40~l:54~e:400947316~c:400947316","2017-03-23T22:00Z",685,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 3RD ROUND""}]","2017-03-23T22:00Z",NA,"",1986,"Crisler Center","Ann Arbor","MI",12707,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",130,"s:40~l:54~t:130","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","00274c","True",1986,"https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",7,2599,"s:40~l:54~t:2599","St. John's","Red Storm","SJU","St. John's Red Storm","St. John's","d10000","101010","True",2019,"https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png",4,"",2017,NA,"","","",37,400947316,TRUE
400947217,"s:40~l:54~e:400947217~c:400947217","2017-03-21T00:00Z",1210,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-21T00:00Z",NA,"",1961,"Moody Coliseum","Dallas","TX",7000,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2567,"s:40~l:54~t:2567","SMU","Mustangs","SMU","SMU Mustangs","SMU","E32F38","ecdcb9","True",1961,"https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png",62,2000,"s:40~l:54~t:2000","Abilene Christian","Wildcats","ACU","Abilene Christian Wildcats","Abil Christian","4e2683","ebebeb","True",4531,"https://a.espncdn.com/i/teamlogos/ncaa/500/2000.png",25,"",2017,NA,"","","",37,400947217,TRUE
400947015,"s:40~l:54~e:400947015~c:400947015","2017-03-19T21:00Z",760,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T21:00Z",NA,"",2048,"Avron B. Fogelman Arena in the Devlin Fieldhouse","New Orleans","LA",4100,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2655,"s:40~l:54~t:2655","Tulane","Green Wave","TULN","Tulane Green Wave","Tulane","005837","3baf29","True",2048,"https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png",62,2755,"s:40~l:54~t:2755","Grambling","Lady Tigers","GRAM","Grambling Lady Tigers","Grambling","ee8601","ffd10a","True",1928,"https://a.espncdn.com/i/teamlogos/ncaa/500/2755.png",26,"",2017,NA,"","","",37,400947015,TRUE
400947011,"s:40~l:54~e:400947011~c:400947011","2017-03-19T21:00Z",682,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T21:00Z",NA,"",2206,"McCamish Pavilion","Atlanta","GA",8600,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",59,"s:40~l:54~t:59","Georgia Tech","Yellow Jackets","GT","Georgia Tech Yellow Jackets","Georgia Tech","00223e","002c56","True",2206,"https://a.espncdn.com/i/teamlogos/ncaa/500/59.png",2,2116,"s:40~l:54~t:2116","UCF","Knights","UCF","UCF Knights","UCF","000000","231f20","True",4484,"https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png",62,"",2017,NA,"","","",37,400947011,TRUE
400947216,"s:40~l:54~e:400947216~c:400947216","2017-03-19T20:00Z",1403,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T20:00Z",NA,"",475,"Moby Arena","Fort Collins","CO",8745,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",36,"s:40~l:54~t:36","Colorado State","Rams","CSU","Colorado State Rams","Colorado State","004537","ffc425","True",475,"https://a.espncdn.com/i/teamlogos/ncaa/500/36.png",44,302,"s:40~l:54~t:302","UC Davis","Aggies","UCD","UC Davis Aggies","UC Davis","183563","bc9305","True",2212,"https://a.espncdn.com/i/teamlogos/ncaa/500/302.png",9,"",2017,NA,"","","",37,400947216,TRUE
400947019,"s:40~l:54~e:400947019~c:400947019","2017-03-19T19:00Z",2519,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T19:00Z",NA,"",1897,"Murphy Athletic Center","Murfreesboro","TN",11520,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2393,"s:40~l:54~t:2393","Middle Tennessee","Lady Raiders","MTU","Middle Tennessee Lady Raiders","Middle Tenn","0079C2","c3c5c8","True",1897,"https://a.espncdn.com/i/teamlogos/ncaa/500/2393.png",11,154,"s:40~l:54~t:154","Wake Forest","Demon Deacons","WAKE","Wake Forest Demon Deacons","Wake Forest","9E7E38","000000","True",2120,"https://a.espncdn.com/i/teamlogos/ncaa/500/154.png",2,"",2017,NA,"","","",37,400947019,TRUE
400947018,"s:40~l:54~e:400947018~c:400947018","2017-03-19T19:00Z",2793,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T19:00Z",NA,"",1996,"Frost Arena","Brookings","SD",6500,"True",0,"0:00",5,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",2571,"s:40~l:54~t:2571","South Dakota State","Jackrabbits","SDST","South Dakota State Jackrabbits","South Dakota St","005DAB","c33139","True",1996,"https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png",47,38,"s:40~l:54~t:38","Colorado","Buffaloes","COLO","Colorado Buffaloes","Colorado","d1c57e","ffd200","True",2207,"https://a.espncdn.com/i/teamlogos/ncaa/500/38.png",21,"OT",2017,NA,"","","",37,400947018,TRUE
400947013,"s:40~l:54~e:400947013~c:400947013","2017-03-19T19:00Z",495,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T19:00Z",NA,"",1925,"Coleman Coliseum","Tuscaloosa","AL",15383,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",333,"s:40~l:54~t:333","Alabama","Crimson Tide","ALA","Alabama Crimson Tide","Alabama","690014","f1f2f3","True",1925,"https://a.espncdn.com/i/teamlogos/ncaa/500/333.png",23,2031,"s:40~l:54~t:2031","Arkansas-Little Rock","Trojans","UALR","Arkansas-Little Rock Trojans","Little Rock","AD0000","898d8f","True",2180,"https://a.espncdn.com/i/teamlogos/ncaa/500/2031.png",27,"",2017,NA,"","","",37,400947013,TRUE
400947211,"s:40~l:54~e:400947211~c:400947211","2017-03-19T18:00Z",768,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T18:00Z",NA,"",2119,"Cassell Coliseum","Blacksburg","VA",9275,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",259,"s:40~l:54~t:259","Virginia Tech","Hokies","VT","Virginia Tech Hokies","Virginia Tech","74232D","c2c1ba","True",2119,"https://a.espncdn.com/i/teamlogos/ncaa/500/259.png",2,2426,"s:40~l:54~t:2426","Navy","Midshipmen","NAVY","Navy Midshipmen","Navy","131630","b6a77c","True",2176,"https://a.espncdn.com/i/teamlogos/ncaa/500/2426.png",22,"",2017,NA,"","","",37,400947211,TRUE
400947210,"s:40~l:54~e:400947210~c:400947210","2017-03-19T18:00Z",1147,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T18:00Z",NA,"",1942,"Bryce Jordan Center","University Park","PA",15261,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",213,"s:40~l:54~t:213","Penn State","Lady Lions","PSU","Penn State Lady Lions","Penn State","00265D","002e5c","True",1942,"https://a.espncdn.com/i/teamlogos/ncaa/500/213.png",7,2230,"s:40~l:54~t:2230","Fordham","Rams","FOR","Fordham Rams","Fordham","830032","909090","True",2007,"https://a.espncdn.com/i/teamlogos/ncaa/500/2230.png",3,"",2017,NA,"","","",37,400947210,TRUE
400947209,"s:40~l:54~e:400947209~c:400947209","2017-03-19T18:00Z",1626,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T18:00Z",NA,"",1980,"JMU Convocation Center","Harrisonburg","VA",6426,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",256,"s:40~l:54~t:256","James Madison","Dukes","JMU","James Madison Dukes","James Madison","450084","cbb778","True",7107,"https://a.espncdn.com/i/teamlogos/ncaa/500/256.png",10,258,"s:40~l:54~t:258","Virginia","Cavaliers","UVA","Virginia Cavaliers","Virginia","f84c1e","ffffff","True",1927,"https://a.espncdn.com/i/teamlogos/ncaa/500/258.png",2,"",2017,NA,"","","",37,400947209,TRUE
400947208,"s:40~l:54~e:400947208~c:400947208","2017-03-19T18:00Z",599,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T18:00Z",NA,"",1903,"Daskalakis Athletic Center","Philadelphia","PA",2509,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2182,"s:40~l:54~t:2182","Drexel","Dragons","DREX","Drexel Dragons","Drexel","020260","ffd65a","True",1903,"https://a.espncdn.com/i/teamlogos/ncaa/500/2182.png",10,222,"s:40~l:54~t:222","Villanova","Wildcats","VILL","Villanova Wildcats","Villanova","123d7C","f0f0f0","True",1969,"https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",4,"",2017,NA,"","","",37,400947208,TRUE
400947207,"s:40~l:54~e:400947207~c:400947207","2017-03-19T18:00Z",535,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T18:00Z",NA,"",2019,"Carnesecca Arena","Queens","NY",5602,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2599,"s:40~l:54~t:2599","St. John's","Red Storm","SJU","St. John's Red Storm","St. John's","d10000","101010","True",2019,"https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png",4,108,"s:40~l:54~t:108","Harvard","Crimson","HARV","Harvard Crimson","Harvard","990000","dbdbdb","True",2209,"https://a.espncdn.com/i/teamlogos/ncaa/500/108.png",12,"",2017,NA,"","","",37,400947207,TRUE
400947014,"s:40~l:54~e:400947014~c:400947014","2017-03-19T18:00Z",2526,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-19T18:00Z",NA,"",2092,"Simon Skjodt Assembly Hall","Bloomington","IN",17222,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",84,"s:40~l:54~t:84","Indiana","Hoosiers","IU","Indiana Hoosiers","Indiana","7D110C","eeedeb","True",2092,"https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",7,139,"s:40~l:54~t:139","Saint Louis","Billikens","SLU","Saint Louis Billikens","Saint Louis","00539C","ebebeb","True",1947,"https://a.espncdn.com/i/teamlogos/ncaa/500/139.png",3,"",2017,NA,"","","",37,400947014,TRUE
400947020,"s:40~l:54~e:400947020~c:400947020","2017-03-18T20:00Z",1871,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-18T20:00Z",NA,"",2053,"Arena Auditorium","Laramie","WY",11445,"True",0,"0:00",5,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",2751,"s:40~l:54~t:2751","Wyoming","Cowgirls","WYO","Wyoming Cowgirls","Wyoming","533B22","ffffff","True",2053,"https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png",44,265,"s:40~l:54~t:265","Washington State","Cougars","WSU","Washington State Cougars","Washington St","94022a","6a747c","True",2052,"https://a.espncdn.com/i/teamlogos/ncaa/500/265.png",21,"OT",2017,NA,"","","",37,400947020,TRUE
400947012,"s:40~l:54~e:400947012~c:400947012","2017-03-18T20:00Z",2294,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-18T20:00Z",NA,"",363,"Carver-Hawkeye Arena","Iowa City","IA",15000,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2294,"s:40~l:54~t:2294","Iowa","Hawkeyes","IOWA","Iowa Hawkeyes","Iowa","000000","ffe100","True",NA,"https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png",7,233,"s:40~l:54~t:233","South Dakota","Coyotes","SDAK","South Dakota Coyotes","South Dakota","CD1241","f0f0f0","True",5432,"https://a.espncdn.com/i/teamlogos/ncaa/500/233.png",47,"",2017,NA,"","","",37,400947012,TRUE
400947010,"s:40~l:54~e:400947010~c:400947010","2017-03-18T18:00Z",721,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 2ND ROUND""}]","2017-03-18T18:00Z",NA,"",1986,"Crisler Center","Ann Arbor","MI",12707,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",130,"s:40~l:54~t:130","Michigan","Wolverines","MICH","Michigan Wolverines","Michigan","00274c","00274c","True",1986,"https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",7,2750,"s:40~l:54~t:2750","Wright State","Raiders","WRST","Wright State Raiders","Wright State","E9AF10","e2b629","True",192,"https://a.espncdn.com/i/teamlogos/ncaa/500/2750.png",45,"",2017,NA,"","","",37,400947010,TRUE
400946698,"s:40~l:54~e:400946698~c:400946698","2017-03-18T00:00Z",847,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 1ST ROUND""}]","2017-03-18T00:00Z",NA,"",1961,"Moody Coliseum","Dallas","TX",7000,"True",0,"0:00",5,3,"STATUS_FINAL","post","True","Final","Final/OT","Final/OT",2567,"s:40~l:54~t:2567","SMU","Mustangs","SMU","SMU Mustangs","SMU","E32F38","ecdcb9","True",1961,"https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png",62,2348,"s:40~l:54~t:2348","Louisiana Tech","Lady Techsters","LT","Louisiana Tech Lady Techsters","Louisiana Tech","002d65","d3313a","True",1982,"https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png",11,"OT",2017,NA,"","","",37,400946698,TRUE
400946673,"s:40~l:54~e:400946673~c:400946673","2017-03-18T00:00Z",456,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 1ST ROUND""}]","2017-03-18T00:00Z",NA,"",2196,"Jon M. Huntsman Center","Salt Lake City","UT",15000,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",254,"s:40~l:54~t:254","Utah","Utes","UTAH","Utah Utes","Utah","890012","7e8083","True",NA,"https://a.espncdn.com/i/teamlogos/ncaa/500/254.png",21,302,"s:40~l:54~t:302","UC Davis","Aggies","UCD","UC Davis Aggies","UC Davis","183563","bc9305","True",2212,"https://a.espncdn.com/i/teamlogos/ncaa/500/302.png",9,"",2017,NA,"","","",37,400946673,TRUE
400946694,"s:40~l:54~e:400946694~c:400946694","2017-03-17T23:00Z",931,"True","False","False","False","[{'type': 'event', 'headline': ""WOMEN'S NIT - 1ST ROUND""}]","2017-03-17T23:00Z",NA,"",2150,"Michael J. Hagan '85 Arena","Philadelphia","PA",4200,"True",0,"0:00",4,3,"STATUS_FINAL","post","True","Final","Final","Final",2603,"s:40~l:54~t:2603","Saint Joseph's","Hawks","JOES","Saint Joseph's Hawks","Saint Joseph's","C2071B","101010","True",2150,"https://a.espncdn.com/i/teamlogos/ncaa/500/2603.png",3,258,"s:40~l:54~t:258","Virginia","Cavaliers","UVA","Virginia Cavaliers","Virginia","f84c1e","ffffff","True",1927,"https://a.espncdn.com/i/teamlogos/ncaa/500/258.png",2,"",2017,NA,"","","",37,400946694,TRUE
