"season","id","date","attendance","timeValid","neutralSite","boxscoreAvailable","ticketsAvailable","notes","type.id","type.text","type.abbreviation","venue.fullName","venue.address.city","venue.address.state","status.clock","status.displayClock","status.period","status.type.id","status.type.name","status.type.state","status.type.completed","status.type.description","status.type.detail","status.type.shortDetail","home.id","home.location","home.abbreviation","home.displayName","home.shortDisplayName","home.logos","away.id","away.location","away.abbreviation","away.displayName","away.shortDisplayName","away.logos","status.type.altDetail","game_id","PBP","team_box"
2007,270823018,"2007-08-23T23:00Z",0,"True","False","True","False","[{'type': 'event', 'headline': 'PLAYOFFS'}]",1,"Standard","STD","Mohegan Sun Arena","Uncasville","CT",0,"0.0",7,3,"STATUS_FINAL","post","True","Final","Final/3OT","Final/3OT",18,"Connecticut","CT","Connecticut Sun","Sun","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/ct.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/ct.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]",5,"Indiana","IND","Indiana Fever","Fever","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/ind.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/ind.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","3OT",270823018,TRUE,TRUE
2007,270819006,"2007-08-20T01:30Z",0,"True","False","True","False","[]",1,"Standard","STD","STAPLES Center","Los Angeles","CA",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",6,"Los Angeles","LOS","Los Angeles Sparks","Sparks","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/los.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/los.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]",4,"Houston","HOU","Houston Comets","Comets","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/hou.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/hou.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","",270819006,TRUE,TRUE
2007,270819011,"2007-08-19T23:00Z",0,"True","False","True","False","[]",1,"Standard","STD","","","",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",11,"Phoenix","PHO","Phoenix Mercury","Mercury","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/pho.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/pho.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]",13,"Sacramento","SAC","Sacramento Monarchs","Monarchs","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/sac.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/sac.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","",270819011,TRUE,TRUE
2007,270819005,"2007-08-19T22:00Z",0,"True","False","True","False","[]",1,"Standard","STD","","","",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",5,"Indiana","IND","Indiana Fever","Fever","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/ind.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/ind.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]",3,"Detroit","TUL","Detroit Shock","Shock","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/tul.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/tul.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","",270819005,TRUE,TRUE
2007,270819008,"2007-08-19T22:00Z",0,"True","False","True","False","[]",1,"Standard","STD","Target Center","Minneapolis","MN",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",8,"Minnesota","MIN","Minnesota Lynx","Lynx","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/min.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/min.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]",17,"San Antonio","SAS","San Antonio Silver Stars","Silver Stars","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/sas.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/sas.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","",270819008,TRUE,TRUE
2007,270819009,"2007-08-19T20:00Z",0,"True","False","True","False","[]",1,"Standard","STD","Madison Square Garden","New York","NY",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",9,"New York","NYL","New York Liberty","Liberty","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/nyl.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]",19,"Chicago","CHI","Chicago Sky","Sky","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/chi.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/chi.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","",270819009,TRUE,TRUE
2007,270819018,"2007-08-19T17:00Z",0,"True","False","True","False","[]",1,"Standard","STD","Mohegan Sun Arena","Uncasville","CT",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",18,"Connecticut","CT","Connecticut Sun","Sun","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/ct.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/ct.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]",16,"Washington","WAS","Washington Mystics","Mystics","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/was.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/was.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","",270819018,TRUE,TRUE
2007,270817014,"2007-08-18T02:00Z",0,"True","False","True","False","[]",1,"Standard","STD","KeyArena","Seattle","WA",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",14,"Seattle","SEA","Seattle Storm","Storm","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/sea.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/sea.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'scoreboard']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/scoreboard/sea.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'scoreboard', 'dark']}]",6,"Los Angeles","LOS","Los Angeles Sparks","Sparks","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/los.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/los.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","",270817014,TRUE,TRUE
2007,270817013,"2007-08-18T02:00Z",0,"True","False","True","False","[]",1,"Standard","STD","","","",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",13,"Sacramento","SAC","Sacramento Monarchs","Monarchs","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/sac.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/sac.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]",11,"Phoenix","PHO","Phoenix Mercury","Mercury","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/pho.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/pho.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","",270817013,TRUE,TRUE
2007,270817017,"2007-08-18T00:00Z",0,"True","False","True","False","[]",1,"Standard","STD","","","",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",17,"San Antonio","SAS","San Antonio Silver Stars","Silver Stars","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/sas.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/sas.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]",5,"Indiana","IND","Indiana Fever","Fever","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/ind.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/ind.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","",270817017,TRUE,TRUE
2007,270817009,"2007-08-17T23:30Z",8622,"True","False","True","False","[]",1,"Standard","STD","Madison Square Garden","New York","NY",0,"0.0",4,3,"STATUS_FINAL","post","True","Final","Final","Final",9,"New York","NYL","New York Liberty","Liberty","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/nyl.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]",18,"Connecticut","CT","Connecticut Sun","Sun","[{'href': 'https://a.espncdn.com/i/teamlogos/wnba/500/ct.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'default']}, {'href': 'https://a.espncdn.com/i/teamlogos/wnba/500-dark/ct.png', 'width': 500, 'height': 500, 'alt': '', 'rel': ['full', 'dark']}]","",270817009,TRUE,TRUE
