,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,season,status.type.altDetail
0,401230782,s:40~l:59~e:401230782~c:401230782,2020-08-11T01:00Z,0,True,False,False,False,[],2020-08-11T01:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,2020,
0,401230784,s:40~l:59~e:401230784~c:401230784,2020-08-11T23:00Z,0,True,False,False,False,[],2020-08-11T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,2020,
0,401230783,s:40~l:59~e:401230783~c:401230783,2020-08-12T01:00Z,0,True,False,False,False,[],2020-08-12T01:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,2020,
0,401230785,s:40~l:59~e:401230785~c:401230785,2020-08-12T02:00Z,0,True,False,False,False,[],2020-08-12T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,2020,
0,401230786,s:40~l:59~e:401230786~c:401230786,2020-08-12T23:00Z,0,True,False,False,False,[],2020-08-12T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,2020,
0,401230787,s:40~l:59~e:401230787~c:401230787,2020-08-13T01:00Z,0,True,False,False,False,[],2020-08-13T01:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,2020,
0,401230788,s:40~l:59~e:401230788~c:401230788,2020-08-13T02:00Z,0,True,False,False,False,[],2020-08-13T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,2020,
0,401230789,s:40~l:59~e:401230789~c:401230789,2020-08-13T22:00Z,0,True,False,False,False,[],2020-08-13T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,2020,
0,401230790,s:40~l:59~e:401230790~c:401230790,2020-08-13T23:00Z,0,True,False,False,False,[],2020-08-13T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,2020,
0,401230791,s:40~l:59~e:401230791~c:401230791,2020-08-14T01:00Z,0,True,False,False,False,[],2020-08-14T01:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,2020,
0,401230792,s:40~l:59~e:401230792~c:401230792,2020-08-14T23:00Z,0,True,False,False,False,[],2020-08-14T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,2020,
0,401230793,s:40~l:59~e:401230793~c:401230793,2020-08-15T00:00Z,0,True,False,False,False,[],2020-08-15T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,2020,
0,401230794,s:40~l:59~e:401230794~c:401230794,2020-08-15T02:00Z,0,True,False,False,False,[],2020-08-15T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,2020,
0,401230797,s:40~l:59~e:401230797~c:401230797,2020-08-15T16:00Z,0,True,False,False,False,[],2020-08-15T16:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,2020,
0,401230795,s:40~l:59~e:401230795~c:401230795,2020-08-15T18:00Z,0,True,False,False,False,[],2020-08-15T18:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,2020,
0,401230796,s:40~l:59~e:401230796~c:401230796,2020-08-15T22:00Z,0,True,False,False,False,[],2020-08-15T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,2020,
0,401230822,s:40~l:59~e:401230822~c:401230822,2020-08-16T17:00Z,0,True,False,False,False,[],2020-08-16T17:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,2020,
0,401230821,s:40~l:59~e:401230821~c:401230821,2020-08-16T19:00Z,0,True,False,False,False,[],2020-08-16T19:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,2020,
0,401230820,s:40~l:59~e:401230820~c:401230820,2020-08-16T20:00Z,0,True,False,False,False,[],2020-08-16T20:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,2020,
0,401230823,s:40~l:59~e:401230823~c:401230823,2020-08-18T23:00Z,0,True,False,False,False,[],2020-08-18T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,2020,
0,401230824,s:40~l:59~e:401230824~c:401230824,2020-08-19T01:00Z,0,True,False,False,False,[],2020-08-19T01:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,2020,
0,401230825,s:40~l:59~e:401230825~c:401230825,2020-08-19T02:00Z,0,True,False,False,False,[],2020-08-19T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,2020,
0,401230798,s:40~l:59~e:401230798~c:401230798,2020-08-19T23:00Z,0,True,False,False,False,[],2020-08-19T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,2020,
0,401230826,s:40~l:59~e:401230826~c:401230826,2020-08-20T01:00Z,0,True,False,False,False,[],2020-08-20T01:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,2020,
0,401230827,s:40~l:59~e:401230827~c:401230827,2020-08-20T02:00Z,0,True,False,False,False,[],2020-08-20T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,2020,
0,401230799,s:40~l:59~e:401230799~c:401230799,2020-08-20T23:00Z,0,True,False,False,False,[],2020-08-20T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,2020,
0,401230828,s:40~l:59~e:401230828~c:401230828,2020-08-21T00:00Z,0,True,False,False,False,[],2020-08-21T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,2020,
0,401230800,s:40~l:59~e:401230800~c:401230800,2020-08-21T02:00Z,0,True,False,False,False,[],2020-08-21T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,2020,
0,401230829,s:40~l:59~e:401230829~c:401230829,2020-08-21T23:00Z,0,True,False,False,False,[],2020-08-21T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,2020,OT
0,401230830,s:40~l:59~e:401230830~c:401230830,2020-08-22T00:00Z,0,True,False,False,False,[],2020-08-22T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,2020,OT
0,401230831,s:40~l:59~e:401230831~c:401230831,2020-08-22T02:00Z,0,True,False,False,False,[],2020-08-22T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,2020,
0,401230801,s:40~l:59~e:401230801~c:401230801,2020-08-22T19:00Z,0,True,False,False,False,[],2020-08-22T19:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,2020,
0,401230832,s:40~l:59~e:401230832~c:401230832,2020-08-22T21:00Z,0,True,False,False,False,[],2020-08-22T21:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,2020,
0,401230833,s:40~l:59~e:401230833~c:401230833,2020-08-22T23:00Z,0,True,False,False,False,[],2020-08-22T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,2020,
0,401230834,s:40~l:59~e:401230834~c:401230834,2020-08-23T20:00Z,0,True,False,False,False,[],2020-08-23T20:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,2020,
0,401230835,s:40~l:59~e:401230835~c:401230835,2020-08-23T22:00Z,0,True,False,False,False,[],2020-08-23T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,2020,
0,401230836,s:40~l:59~e:401230836~c:401230836,2020-08-24T00:00Z,0,True,False,False,False,[],2020-08-24T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,2020,
0,401230837,s:40~l:59~e:401230837~c:401230837,2020-08-25T23:00Z,0,True,False,False,False,[],2020-08-25T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,2020,
0,401230838,s:40~l:59~e:401230838~c:401230838,2020-08-26T01:00Z,0,True,False,False,False,[],2020-08-26T01:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,2020,
0,401230839,s:40~l:59~e:401230839~c:401230839,2020-08-26T02:00Z,0,True,False,False,False,[],2020-08-26T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,2020,
0,401230840,s:40~l:59~e:401230840~c:401230840,2020-08-26T23:00Z,0,True,False,False,True,"[{'type': 'event', 'headline': 'MAKEUP DATE SEPT 13'}]",2020-08-26T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,0,1,STATUS_SCHEDULED,pre,False,Scheduled,"Wed, August 26th at 7:00 PM EDT",8/26 - 7:00 PM EDT,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,2020,
0,401230802,s:40~l:59~e:401230802~c:401230802,2020-08-27T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'MAKEUP DATE AUG 31'}]",2020-08-27T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,0,6,STATUS_POSTPONED,post,False,Postponed,Postponed,Postponed,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,2020,
0,401230803,s:40~l:59~e:401230803~c:401230803,2020-08-27T02:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'MAKEUP DATE SEPT 7'}]",2020-08-27T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,0,6,STATUS_POSTPONED,post,False,Postponed,Postponed,Postponed,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,2020,
0,401230804,s:40~l:59~e:401230804~c:401230804,2020-08-27T23:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'MAKEUP DATE AUG 31'}]",2020-08-27T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,0,6,STATUS_POSTPONED,post,False,Postponed,Postponed,Postponed,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,2020,
