id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,game_id,season,season_type,home_logo,away_logo,status_type_alt_detail
400539502,s:40~l:59~e:400539502~c:400539502,2014-06-07T00:30Z,6681,True,False,False,False,[],2014-06-07T00:30Z,1,STD,977,Allstate Arena,Glenview,IL,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,400539502,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,
400539503,s:40~l:59~e:400539503~c:400539503,2014-06-07T02:00Z,6836,True,False,False,False,[],2014-06-07T02:00Z,1,STD,2184,KeyArena,Seattle,WA,17459,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,400539503,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,
400539504,s:40~l:59~e:400539504~c:400539504,2014-06-07T23:00Z,5458,True,False,False,False,[],2014-06-07T23:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,400539504,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
400539505,s:40~l:59~e:400539505~c:400539505,2014-06-07T23:00Z,5105,True,False,False,False,[],2014-06-07T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,400539505,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
400539506,s:40~l:59~e:400539506~c:400539506,2014-06-08T00:00Z,5808,True,False,False,False,[],2014-06-08T00:00Z,1,STD,780,AT&T Center,San Antonio,TX,18500,False,0.0,0.0,6,3,STATUS_FINAL,post,True,Final,Final/2OT,Final/2OT,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,400539506,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,2OT
400539507,s:40~l:59~e:400539507~c:400539507,2014-06-08T19:00Z,8747,True,False,False,False,[],2014-06-08T19:00Z,1,STD,1830,Madison Square Garden,New York,NY,19763,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,400539507,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,
400539508,s:40~l:59~e:400539508~c:400539508,2014-06-08T19:30Z,8770,True,False,False,False,[],2014-06-08T19:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,400539508,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,
400539509,s:40~l:59~e:400539509~c:400539509,2014-06-10T16:30Z,4542,True,False,False,False,[],2014-06-10T16:30Z,1,STD,1911,BOK Center,Tulsa,OK,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,400539509,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,
400539510,s:40~l:59~e:400539510~c:400539510,2014-06-10T23:00Z,7281,True,False,False,False,[],2014-06-10T23:00Z,1,STD,1823,Capital One Arena,Washington,DC,20362,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,400539510,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,
400539511,s:40~l:59~e:400539511~c:400539511,2014-06-11T00:00Z,3958,True,False,False,False,[],2014-06-11T00:00Z,1,STD,977,Allstate Arena,Glenview,IL,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,400539511,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
400539512,s:40~l:59~e:400539512~c:400539512,2014-06-11T23:00Z,7925,True,False,False,False,[],2014-06-11T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,400539512,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
400539513,s:40~l:59~e:400539513~c:400539513,2014-06-12T23:00Z,5760,True,False,False,False,[],2014-06-12T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,400539513,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,
400539514,s:40~l:59~e:400539514~c:400539514,2014-06-13T23:00Z,7198,True,False,False,False,[],2014-06-13T23:00Z,1,STD,1823,Capital One Arena,Washington,DC,20362,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,400539514,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
400539515,s:40~l:59~e:400539515~c:400539515,2014-06-13T23:30Z,6684,True,False,False,False,[],2014-06-13T23:30Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,400539515,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,
400539516,s:40~l:59~e:400539516~c:400539516,2014-06-13T23:30Z,7911,True,False,False,False,[],2014-06-13T23:30Z,1,STD,1830,Madison Square Garden,New York,NY,19763,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,400539516,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,
400539517,s:40~l:59~e:400539517~c:400539517,2014-06-14T00:00Z,5012,True,False,False,False,[],2014-06-14T00:00Z,1,STD,780,AT&T Center,San Antonio,TX,18500,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,400539517,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
400539518,s:40~l:59~e:400539518~c:400539518,2014-06-14T00:00Z,5058,True,False,False,False,[],2014-06-14T00:00Z,1,STD,1911,BOK Center,Tulsa,OK,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,400539518,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,
400539519,s:40~l:59~e:400539519~c:400539519,2014-06-15T00:00Z,6242,True,False,False,False,[],2014-06-15T00:00Z,1,STD,780,AT&T Center,San Antonio,TX,18500,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,400539519,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,
400539520,s:40~l:59~e:400539520~c:400539520,2014-06-15T17:00Z,8957,True,False,False,False,[],2014-06-15T17:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,400539520,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,
400539521,s:40~l:59~e:400539521~c:400539521,2014-06-15T17:00Z,5480,True,False,False,False,[],2014-06-15T17:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,400539521,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,
400539522,s:40~l:59~e:400539522~c:400539522,2014-06-15T20:00Z,7229,True,False,False,False,[],2014-06-15T20:00Z,1,STD,1823,Capital One Arena,Washington,DC,20362,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,400539522,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,
400539523,s:40~l:59~e:400539523~c:400539523,2014-06-15T20:30Z,4141,True,False,False,False,[],2014-06-15T20:30Z,1,STD,1911,BOK Center,Tulsa,OK,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,400539523,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
400539524,s:40~l:59~e:400539524~c:400539524,2014-06-17T23:00Z,4356,True,False,False,False,[],2014-06-17T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,400539524,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
400539525,s:40~l:59~e:400539525~c:400539525,2014-06-18T02:30Z,9636,True,False,False,False,[],2014-06-18T02:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,400539525,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,
400539526,s:40~l:59~e:400539526~c:400539526,2014-06-18T16:00Z,8895,True,False,False,False,[],2014-06-18T16:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,400539526,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,
400539527,s:40~l:59~e:400539527~c:400539527,2014-06-18T16:30Z,6716,True,False,False,False,[],2014-06-18T16:30Z,1,STD,977,Allstate Arena,Glenview,IL,0,False,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,400539527,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,OT
400539528,s:40~l:59~e:400539528~c:400539528,2014-06-19T02:00Z,8963,True,False,False,False,[],2014-06-19T02:00Z,1,STD,1949,Footprint Center,Phoenix,AZ,18055,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,400539528,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,
400539529,s:40~l:59~e:400539529~c:400539529,2014-06-20T02:00Z,5376,True,False,False,False,[],2014-06-20T02:00Z,1,STD,2184,KeyArena,Seattle,WA,17459,True,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,400539529,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,OT
400539530,s:40~l:59~e:400539530~c:400539530,2014-06-20T02:30Z,8953,True,False,False,False,[],2014-06-20T02:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,400539530,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,
400539531,s:40~l:59~e:400539531~c:400539531,2014-06-20T23:30Z,6129,True,False,False,False,[],2014-06-20T23:30Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,400539531,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,
400539532,s:40~l:59~e:400539532~c:400539532,2014-06-21T00:00Z,8813,True,False,False,False,[],2014-06-21T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,400539532,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,
400539533,s:40~l:59~e:400539533~c:400539533,2014-06-21T00:30Z,6488,True,False,False,False,[],2014-06-21T00:30Z,1,STD,977,Allstate Arena,Glenview,IL,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,400539533,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
400539534,s:40~l:59~e:400539534~c:400539534,2014-06-21T02:00Z,9098,True,False,False,False,[],2014-06-21T02:00Z,1,STD,1949,Footprint Center,Phoenix,AZ,18055,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,400539534,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,,
400539535,s:40~l:59~e:400539535~c:400539535,2014-06-22T17:00Z,6711,True,False,False,False,[],2014-06-22T17:00Z,1,STD,977,Allstate Arena,Glenview,IL,0,False,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,400539535,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,,OT
400539536,s:40~l:59~e:400539536~c:400539536,2014-06-22T19:00Z,8112,True,False,False,False,[],2014-06-22T19:00Z,1,STD,1830,Madison Square Garden,New York,NY,19763,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,400539536,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,
400539537,s:40~l:59~e:400539537~c:400539537,2014-06-22T19:30Z,7751,True,False,False,False,[],2014-06-22T19:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,400539537,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,
400539538,s:40~l:59~e:400539538~c:400539538,2014-06-22T23:00Z,8704,True,False,False,False,[],2014-06-22T23:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,400539538,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
400539539,s:40~l:59~e:400539539~c:400539539,2014-06-23T01:00Z,5421,True,False,False,False,[],2014-06-23T01:00Z,1,STD,2184,KeyArena,Seattle,WA,17459,True,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,400539539,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,OT
400539540,s:40~l:59~e:400539540~c:400539540,2014-06-24T16:30Z,10973,True,False,False,False,[],2014-06-24T16:30Z,1,STD,780,AT&T Center,San Antonio,TX,18500,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,400539540,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,
400539541,s:40~l:59~e:400539541~c:400539541,2014-06-24T19:30Z,8593,True,False,False,False,[],2014-06-24T19:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,400539541,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
400539542,s:40~l:59~e:400539542~c:400539542,2014-06-25T23:00Z,5881,True,False,False,False,[],2014-06-25T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,400539542,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
400539543,s:40~l:59~e:400539543~c:400539543,2014-06-25T23:00Z,7367,True,False,False,False,[],2014-06-25T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,400539543,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,,OT
400539544,s:40~l:59~e:400539544~c:400539544,2014-06-27T00:00Z,6371,True,False,False,False,[],2014-06-27T00:00Z,1,STD,780,AT&T Center,San Antonio,TX,18500,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,400539544,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,
400539545,s:40~l:59~e:400539545~c:400539545,2014-06-27T23:00Z,7762,True,False,False,False,[],2014-06-27T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,400539545,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,
400539546,s:40~l:59~e:400539546~c:400539546,2014-06-27T23:00Z,7119,True,False,False,False,[],2014-06-27T23:00Z,1,STD,1823,Capital One Arena,Washington,DC,20362,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,400539546,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,
