id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_logo,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,game_id,season,season_type,home_venue_id,status_type_alt_detail,PBP
400864514,s:40~l:59~e:400864514~c:400864514,2016-09-14T02:30Z,9371,TRUE,FALSE,FALSE,FALSE,[],2016-09-14T02:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,400864514,2016,2,1841,"",TRUE
400864513,s:40~l:59~e:400864513~c:400864513,2016-09-14T00:00Z,6050,TRUE,FALSE,FALSE,FALSE,[],2016-09-14T00:00Z,1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,400864513,2016,2,1847,OT,TRUE
400864510,s:40~l:59~e:400864510~c:400864510,2016-09-13T23:00Z,4407,TRUE,FALSE,FALSE,FALSE,[],2016-09-13T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,400864510,2016,2,2160,"",TRUE
400864511,s:40~l:59~e:400864511~c:400864511,2016-09-13T23:00Z,8345,TRUE,FALSE,FALSE,FALSE,[],2016-09-13T23:00Z,1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,400864511,2016,2,1826,"",TRUE
400864512,s:40~l:59~e:400864512~c:400864512,2016-09-13T23:00Z,5312,TRUE,FALSE,FALSE,FALSE,[],2016-09-13T23:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,"",400864512,2016,2,1827,"",TRUE
400864509,s:40~l:59~e:400864509~c:400864509,2016-09-11T23:00Z,9348,TRUE,FALSE,FALSE,FALSE,[],2016-09-11T23:00Z,1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,400864509,2016,2,2184,"",TRUE
400864508,s:40~l:59~e:400864508~c:400864508,2016-09-11T22:00Z,9877,TRUE,FALSE,FALSE,FALSE,[],2016-09-11T22:00Z,1,STD,1949,Footprint Center,Phoenix,AZ,18055,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,400864508,2016,2,1949,"",TRUE
400864426,s:40~l:59~e:400864426~c:400864426,2016-09-11T20:30Z,5662,TRUE,FALSE,FALSE,FALSE,[],2016-09-11T20:30Z,1,STD,3416,College Park Center,Arlington,TX,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,400864426,2016,2,1911,"",TRUE
400864427,s:40~l:59~e:400864427~c:400864427,2016-09-11T20:30Z,5705,TRUE,FALSE,FALSE,FALSE,[],2016-09-11T20:30Z,1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,"",8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,400864427,2016,2,780,"",TRUE
400864425,s:40~l:59~e:400864425~c:400864425,2016-09-11T20:00Z,6542,TRUE,FALSE,FALSE,FALSE,[],2016-09-11T20:00Z,1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,400864425,2016,2,1823,"",TRUE
400864424,s:40~l:59~e:400864424~c:400864424,2016-09-11T17:00Z,6620,TRUE,FALSE,FALSE,FALSE,[],2016-09-11T17:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,400864424,2016,2,2160,"",TRUE
400864423,s:40~l:59~e:400864423~c:400864423,2016-09-10T00:00Z,7425,TRUE,FALSE,FALSE,FALSE,[],2016-09-10T00:00Z,1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,"",3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,1911,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,400864423,2016,2,780,"",TRUE
400864422,s:40~l:59~e:400864422~c:400864422,2016-09-09T23:30Z,9482,TRUE,FALSE,FALSE,FALSE,[],2016-09-09T23:30Z,1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,400864422,2016,2,1826,"",TRUE
400864420,s:40~l:59~e:400864420~c:400864420,2016-09-09T23:00Z,5564,TRUE,FALSE,FALSE,FALSE,[],2016-09-09T23:00Z,1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,400864420,2016,2,1823,"",TRUE
400864421,s:40~l:59~e:400864421~c:400864421,2016-09-09T23:00Z,10533,TRUE,FALSE,FALSE,FALSE,[],2016-09-09T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,400864421,2016,2,,"",TRUE
400864419,s:40~l:59~e:400864419~c:400864419,2016-09-09T02:30Z,6152,TRUE,FALSE,FALSE,FALSE,[],2016-09-09T02:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,1827,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,400864419,2016,2,1841,"",TRUE
400864417,s:40~l:59~e:400864417~c:400864417,2016-09-07T23:00Z,8159,TRUE,FALSE,FALSE,FALSE,[],2016-09-07T23:00Z,1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,400864417,2016,2,1826,"",TRUE
400864418,s:40~l:59~e:400864418~c:400864418,2016-09-07T23:00Z,5373,TRUE,FALSE,FALSE,FALSE,[],2016-09-07T23:00Z,1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,400864418,2016,2,1823,"",TRUE
400864416,s:40~l:59~e:400864416~c:400864416,2016-09-07T02:00Z,7224,TRUE,FALSE,FALSE,FALSE,[],2016-09-07T02:00Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,400864416,2016,2,1841,"",TRUE
400864415,s:40~l:59~e:400864415~c:400864415,2016-09-07T00:00Z,5838,TRUE,FALSE,FALSE,FALSE,[],2016-09-07T00:00Z,1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,"",5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,400864415,2016,2,780,"",TRUE
400864414,s:40~l:59~e:400864414~c:400864414,2016-09-06T23:00Z,3625,TRUE,FALSE,FALSE,FALSE,[],2016-09-06T23:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,400864414,2016,2,1827,"",TRUE
400864412,s:40~l:59~e:400864412~c:400864412,2016-09-04T23:00Z,11332,TRUE,FALSE,FALSE,FALSE,[],2016-09-04T23:00Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,400864412,2016,2,1841,"",TRUE
400864413,s:40~l:59~e:400864413~c:400864413,2016-09-04T23:00Z,7632,TRUE,FALSE,FALSE,FALSE,[],2016-09-04T23:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,400864413,2016,2,2029,"",TRUE
400864410,s:40~l:59~e:400864410~c:400864410,2016-09-04T22:00Z,6034,TRUE,FALSE,FALSE,FALSE,[],2016-09-04T22:00Z,1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,"",400864410,2016,2,1847,"",TRUE
400864411,s:40~l:59~e:400864411~c:400864411,2016-09-04T22:00Z,5695,TRUE,FALSE,FALSE,FALSE,[],2016-09-04T22:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,400864411,2016,2,1827,"",TRUE
400864409,s:40~l:59~e:400864409~c:400864409,2016-09-04T20:30Z,5162,TRUE,FALSE,FALSE,FALSE,[],2016-09-04T20:30Z,1,STD,3416,College Park Center,Arlington,TX,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,400864409,2016,2,1911,"",TRUE
400864408,s:40~l:59~e:400864408~c:400864408,2016-09-03T22:00Z,10026,TRUE,FALSE,FALSE,FALSE,[],2016-09-03T22:00Z,1,STD,1830,Madison Square Garden,New York,NY,19763,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,400864408,2016,2,1826,"",TRUE
400864346,s:40~l:59~e:400864346~c:400864346,2016-09-03T00:30Z,5997,TRUE,FALSE,FALSE,FALSE,[],2016-09-03T00:30Z,1,STD,977,Allstate Arena,Glenview,IL,0,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,400864346,2016,2,1847,"",TRUE
400864347,s:40~l:59~e:400864347~c:400864347,2016-09-03T00:30Z,5176,TRUE,FALSE,FALSE,FALSE,[],2016-09-03T00:30Z,1,STD,3416,College Park Center,Arlington,TX,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,400864347,2016,2,1911,"",TRUE
400864345,s:40~l:59~e:400864345~c:400864345,2016-09-03T00:00Z,7523,TRUE,FALSE,FALSE,FALSE,[],2016-09-03T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,400864345,2016,2,2029,"",TRUE
400864344,s:40~l:59~e:400864344~c:400864344,2016-09-02T23:00Z,6709,TRUE,FALSE,FALSE,FALSE,[],2016-09-02T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,400864344,2016,2,2160,"",TRUE
400864343,s:40~l:59~e:400864343~c:400864343,2016-09-02T00:00Z,3992,TRUE,FALSE,FALSE,FALSE,[],2016-09-02T00:00Z,1,STD,780,AT&T Center,San Antonio,TX,18500,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,"",6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,400864343,2016,2,780,"",TRUE
400864342,s:40~l:59~e:400864342~c:400864342,2016-09-01T23:00Z,6524,TRUE,FALSE,FALSE,FALSE,[],2016-09-01T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1826,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,400864342,2016,2,,"",TRUE
400864440,s:40~l:59~e:400864440~c:400864440,2016-09-01T02:00Z,6771,TRUE,FALSE,FALSE,FALSE,[],2016-09-01T02:00Z,1,STD,2184,KeyArena,Seattle,WA,17459,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,1911,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,400864440,2016,2,2184,"",TRUE
400864433,s:40~l:59~e:400864433~c:400864433,2016-08-30T23:00Z,5291,TRUE,FALSE,FALSE,FALSE,[],2016-08-30T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,"",400864433,2016,2,2160,"",TRUE
400864436,s:40~l:59~e:400864436~c:400864436,2016-08-30T23:00Z,7250,TRUE,FALSE,FALSE,FALSE,[],2016-08-30T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,400864436,2016,2,,"",TRUE
400864428,s:40~l:59~e:400864428~c:400864428,2016-08-29T01:00Z,11905,TRUE,FALSE,FALSE,FALSE,[],2016-08-29T01:00Z,1,STD,1949,Footprint Center,Phoenix,AZ,18055,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,400864428,2016,2,1949,"",TRUE
400864394,s:40~l:59~e:400864394~c:400864394,2016-08-28T23:00Z,11834,TRUE,FALSE,FALSE,FALSE,[],2016-08-28T23:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,FALSE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,400864394,2016,2,2029,"",TRUE
400864535,s:40~l:59~e:400864535~c:400864535,2016-08-28T23:00Z,5509,TRUE,FALSE,FALSE,FALSE,[],2016-08-28T23:00Z,1,STD,1823,Capital One Arena,Washington,DC,20362,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,FALSE,780,"",400864535,2016,2,1823,"",TRUE
400864391,s:40~l:59~e:400864391~c:400864391,2016-08-28T20:30Z,5651,TRUE,FALSE,FALSE,FALSE,[],2016-08-28T20:30Z,1,STD,3416,College Park Center,Arlington,TX,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,1847,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,400864391,2016,2,1911,"",TRUE
400864386,s:40~l:59~e:400864386~c:400864386,2016-08-28T19:00Z,7055,TRUE,FALSE,FALSE,FALSE,[],2016-08-28T19:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,400864386,2016,2,1827,"",TRUE
