id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_is_active,game_id,season,season_type,away_color,away_alternate_color,away_venue_id,away_logo,status_type_alt_detail
401104913,s:40~l:59~e:401104913~c:401104913,2019-05-24T23:30Z,3070,True,False,False,False,[],2019-05-24T23:30Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,True,401104913,2019,2,11213e,c5d646,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,
401104914,s:40~l:59~e:401104914~c:401104914,2019-05-25T00:00Z,1965,True,False,False,False,[],2019-05-25T00:00Z,1,STD,5584,Westchester County Center,White Plains,NY,5000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,401104914,2019,2,e2382f,08265b,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
401104915,s:40~l:59~e:401104915~c:401104915,2019-05-25T19:30Z,8500,True,False,False,False,[],2019-05-25T19:30Z,1,STD,5242,Angel of the Winds Arena,Everett,WA,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,True,401104915,2019,2,3a267d,e56020,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,
401104916,s:40~l:59~e:401104916~c:401104916,2019-05-25T23:30Z,7913,True,False,False,False,[],2019-05-25T23:30Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,401104916,2019,2,e03a3e,09295a,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,
401104917,s:40~l:59~e:401104917~c:401104917,2019-05-26T00:00Z,8524,True,False,False,False,[],2019-05-26T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,True,401104917,2019,2,4f91cd,f1f2f3,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
401104918,s:40~l:59~e:401104918~c:401104918,2019-05-27T00:00Z,7249,True,False,False,False,[],2019-05-27T00:00Z,1,STD,4005,Michelob ULTRA Arena,Las Vegas,NV,12000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,401104918,2019,2,532481,49ac9c,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,
401104919,s:40~l:59~e:401104919~c:401104919,2019-05-28T23:00Z,4781,True,False,False,False,[],2019-05-28T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,401104919,2019,2,e2382f,08265b,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
401104920,s:40~l:59~e:401104920~c:401104920,2019-05-30T00:00Z,8092,True,False,False,False,[],2019-05-30T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,401104920,2019,2,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
401104921,s:40~l:59~e:401104921~c:401104921,2019-05-31T23:30Z,2119,True,False,False,False,[],2019-05-31T23:30Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,401104921,2019,2,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
401104922,s:40~l:59~e:401104922~c:401104922,2019-06-01T02:00Z,14090,True,False,False,False,[],2019-06-01T02:00Z,1,STD,1949,Footprint Center,Phoenix,AZ,18055,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,True,401104922,2019,2,000000,c7cfd4,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,
401104923,s:40~l:59~e:401104923~c:401104923,2019-06-01T02:30Z,12334,True,False,False,False,[],2019-06-01T02:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,401104923,2019,2,de6b36,002d62,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,
401104924,s:40~l:59~e:401104924~c:401104924,2019-06-01T23:00Z,5003,True,False,False,False,[],2019-06-01T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,True,401104924,2019,2,0d79b9,89c9bf,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,
401104925,s:40~l:59~e:401104925~c:401104925,2019-06-01T23:00Z,4200,True,False,False,False,[],2019-06-01T23:00Z,1,STD,5946,Entertainment & Sports Arena,Washington,DC,4200,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,True,401104925,2019,2,d02030,383a37,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,
401104926,s:40~l:59~e:401104926~c:401104926,2019-06-02T00:00Z,7063,True,False,False,False,[],2019-06-02T00:00Z,1,STD,5427,Wintrust Arena,Chicago,IL,10387,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,401104926,2019,2,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
401104927,s:40~l:59~e:401104927~c:401104927,2019-06-02T00:00Z,6535,True,False,False,False,[],2019-06-02T00:00Z,1,STD,3416,College Park Center,Arlington,TX,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,401104927,2019,2,005084,47a757,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,
401104928,s:40~l:59~e:401104928~c:401104928,2019-06-02T22:00Z,2747,True,False,False,False,[],2019-06-02T22:00Z,1,STD,4005,Michelob ULTRA Arena,Las Vegas,NV,12000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,401104928,2019,2,de6b36,002d62,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,
401104929,s:40~l:59~e:401104929~c:401104929,2019-06-04T15:00Z,3579,True,False,False,False,[],2019-06-04T15:00Z,1,STD,5584,Westchester County Center,White Plains,NY,5000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,401104929,2019,2,532481,49ac9c,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,
401104930,s:40~l:59~e:401104930~c:401104930,2019-06-05T02:00Z,5711,True,False,False,False,[],2019-06-05T02:00Z,1,STD,5242,Angel of the Winds Arena,Everett,WA,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,401104930,2019,2,005084,47a757,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,
401104931,s:40~l:59~e:401104931~c:401104931,2019-06-05T23:00Z,2347,True,False,False,False,[],2019-06-05T23:00Z,1,STD,5946,Entertainment & Sports Arena,Washington,DC,4200,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,True,401104931,2019,2,4f91cd,f1f2f3,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
401104932,s:40~l:59~e:401104932~c:401104932,2019-06-06T23:00Z,2630,True,False,False,False,[],2019-06-06T23:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,True,401104932,2019,2,000000,c7cfd4,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,
401104933,s:40~l:59~e:401104933~c:401104933,2019-06-06T23:00Z,5496,True,False,False,False,[],2019-06-06T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,401104933,2019,2,532481,49ac9c,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,
401104934,s:40~l:59~e:401104934~c:401104934,2019-06-07T00:00Z,8001,True,False,False,False,[],2019-06-07T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,True,401104934,2019,2,3a267d,e56020,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,
401104935,s:40~l:59~e:401104935~c:401104935,2019-06-07T23:00Z,3671,True,False,False,False,[],2019-06-07T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,True,401104935,2019,2,11213e,c5d646,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,
401104936,s:40~l:59~e:401104936~c:401104936,2019-06-07T23:30Z,1567,True,False,False,False,[],2019-06-07T23:30Z,1,STD,5584,Westchester County Center,White Plains,NY,5000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,401104936,2019,2,e03a3e,09295a,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,
401104937,s:40~l:59~e:401104937~c:401104937,2019-06-08T19:30Z,8834,True,False,False,False,[],2019-06-08T19:30Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,401104937,2019,2,532481,49ac9c,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,
401104938,s:40~l:59~e:401104938~c:401104938,2019-06-09T19:00Z,3082,True,False,False,False,[],2019-06-09T19:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,401104938,2019,2,de6b36,002d62,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,
401104939,s:40~l:59~e:401104939~c:401104939,2019-06-09T19:00Z,1447,True,False,False,False,[],2019-06-09T19:00Z,1,STD,5584,Westchester County Center,White Plains,NY,5000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,True,401104939,2019,2,000000,c7cfd4,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,
401104940,s:40~l:59~e:401104940~c:401104940,2019-06-09T19:00Z,3564,True,False,False,False,[],2019-06-09T19:00Z,1,STD,5946,Entertainment & Sports Arena,Washington,DC,4200,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,True,401104940,2019,2,11213e,c5d646,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,
401104941,s:40~l:59~e:401104941~c:401104941,2019-06-09T20:00Z,3336,True,False,False,False,[],2019-06-09T20:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,True,401104941,2019,2,3a267d,e56020,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,
401104942,s:40~l:59~e:401104942~c:401104942,2019-06-09T22:00Z,5032,True,False,False,False,[],2019-06-09T22:00Z,1,STD,5427,Wintrust Arena,Chicago,IL,10387,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,401104942,2019,2,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
401104943,s:40~l:59~e:401104943~c:401104943,2019-06-11T23:00Z,5224,True,False,False,False,[],2019-06-11T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,True,401104943,2019,2,e03a3e,09295a,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,
401104944,s:40~l:59~e:401104944~c:401104944,2019-06-11T23:00Z,3506,True,False,False,False,[],2019-06-11T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,401104944,2019,2,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
401104945,s:40~l:59~e:401104945~c:401104945,2019-06-12T00:00Z,4212,True,False,False,False,[],2019-06-12T00:00Z,1,STD,5427,Wintrust Arena,Chicago,IL,10387,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,True,401104945,2019,2,3a267d,e56020,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,
401104946,s:40~l:59~e:401104946~c:401104946,2019-06-12T23:00Z,1181,True,False,False,False,[],2019-06-12T23:00Z,1,STD,5584,Westchester County Center,White Plains,NY,5000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,401104946,2019,2,005084,47a757,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,
401104947,s:40~l:59~e:401104947~c:401104947,2019-06-14T00:00Z,3562,True,False,False,False,[],2019-06-14T00:00Z,1,STD,3416,College Park Center,Arlington,TX,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,401104947,2019,2,e2382f,08265b,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
401104948,s:40~l:59~e:401104948~c:401104948,2019-06-14T23:00Z,3654,True,False,False,False,[],2019-06-14T23:00Z,1,STD,5946,Entertainment & Sports Arena,Washington,DC,4200,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,401104948,2019,2,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
401104949,s:40~l:59~e:401104949~c:401104949,2019-06-15T00:00Z,8803,True,False,False,False,[],2019-06-15T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,True,401104949,2019,2,de6b36,002d62,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,
401104950,s:40~l:59~e:401104950~c:401104950,2019-06-15T02:00Z,10381,True,False,False,False,[],2019-06-15T02:00Z,1,STD,1949,Footprint Center,Phoenix,AZ,18055,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,True,401104950,2019,2,532481,49ac9c,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,
401104951,s:40~l:59~e:401104951~c:401104951,2019-06-15T02:30Z,4110,True,False,False,False,[],2019-06-15T02:30Z,1,STD,4005,Michelob ULTRA Arena,Las Vegas,NV,12000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,True,401104951,2019,2,0d79b9,89c9bf,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,
401104952,s:40~l:59~e:401104952~c:401104952,2019-06-15T23:00Z,4715,True,False,False,False,[],2019-06-15T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,True,401104952,2019,2,4f91cd,f1f2f3,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
401104953,s:40~l:59~e:401104953~c:401104953,2019-06-16T00:00Z,5220,True,False,False,False,[],2019-06-16T00:00Z,1,STD,3416,College Park Center,Arlington,TX,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,True,401104953,2019,2,d02030,383a37,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,
401104954,s:40~l:59~e:401104954~c:401104954,2019-06-16T02:00Z,11388,True,False,False,False,[],2019-06-16T02:00Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,True,401104954,2019,2,0d79b9,89c9bf,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,
401104955,s:40~l:59~e:401104955~c:401104955,2019-06-16T19:30Z,7773,True,False,False,False,[],2019-06-16T19:30Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,401104955,2019,2,05452a,f7c43c,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
