id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_is_active,home_logo,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,game_id,season,season_type,home_color,home_alternate_color,home_venue_id,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor
230705008,s:40~l:59~e:230705008~c:230705008,2003-07-06T00:00Z,0,True,False,False,False,[],2003-07-06T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,,,True,3417,,230705008,2003,2,005084,47a757,2029,,,,,,
230705004,s:40~l:59~e:230705004~c:230705004,2003-07-06T00:30Z,0,True,False,False,False,[],2003-07-06T00:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,True,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,230705004,2003,2,,,,,,,,,
230705017,s:40~l:59~e:230705017~c:230705017,2003-07-06T00:30Z,0,True,False,False,False,[],2003-07-06T00:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,False,,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,230705017,2003,2,000000,c7cfd4,780,,,,,,
230705006,s:40~l:59~e:230705006~c:230705006,2003-07-06T02:30Z,0,True,False,False,False,[],2003-07-06T02:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,230705006,2003,2,532481,49ac9c,1841,,,,,,
230706018,s:40~l:59~e:230706018~c:230706018,2003-07-06T20:00Z,0,True,False,False,False,[],2003-07-06T20:00Z,1,STD,8.0,8.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,True,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,230706018,2003,2,de6b36,002d62,2160,,,,,,
230706005,s:40~l:59~e:230706005~c:230706005,2003-07-06T22:00Z,0,True,False,False,False,[],2003-07-06T22:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,230706005,2003,2,e2382f,08265b,,,,,,,
230707016,s:40~l:59~e:230707016~c:230707016,2003-07-07T23:00Z,0,True,False,False,False,[],2003-07-07T23:00Z,1,STD,2.0,2.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,True,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,230707016,2003,2,e03a3e,09295a,1823,,,,,,
230707006,s:40~l:59~e:230707006~c:230707006,2003-07-08T02:30Z,0,True,False,False,False,[],2003-07-08T02:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,,,True,3417,,230707006,2003,2,532481,49ac9c,1841,,,,,,
230708003,s:40~l:59~e:230708003~c:230708003,2003-07-08T23:30Z,0,True,False,False,False,[],2003-07-08T23:30Z,1,STD,189.0,3:09,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,230708003,2003,2,11213e,c5d646,1911,,,,,,
230708008,s:40~l:59~e:230708008~c:230708008,2003-07-09T00:00Z,0,True,False,False,False,[],2003-07-09T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,230708008,2003,2,005084,47a757,2029,,,,,,
230708004,s:40~l:59~e:230708004~c:230708004,2003-07-09T00:30Z,0,True,False,False,False,[],2003-07-09T00:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,True,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,230708004,2003,2,,,,,,,,,
230709016,s:40~l:59~e:230709016~c:230709016,2003-07-10T00:00Z,0,True,False,False,False,[],2003-07-10T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,True,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,230709016,2003,2,e03a3e,09295a,1823,,,,,,
230710013,s:40~l:59~e:230710013~c:230710013,2003-07-10T18:30Z,0,True,False,False,False,[],2003-07-10T18:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,True,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,,230710013,2003,2,,,,,,,,,
230710011,s:40~l:59~e:230710011~c:230710011,2003-07-10T19:00Z,0,True,False,False,False,[],2003-07-10T19:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,True,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,,,True,3417,,230710011,2003,2,3a267d,e56020,1949,,,,,,
230710001,s:40~l:59~e:230710001~c:230710001,2003-07-10T23:00Z,0,True,False,False,False,[],2003-07-10T23:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,True,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,230710001,2003,2,,,,,,,,,
230710005,s:40~l:59~e:230710005~c:230710005,2003-07-11T00:00Z,0,True,False,False,False,[],2003-07-11T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,230710005,2003,2,e2382f,08265b,,,,,,,
230710008,s:40~l:59~e:230710008~c:230710008,2003-07-11T00:00Z,0,True,False,False,False,[],2003-07-11T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,230710008,2003,2,005084,47a757,2029,,,,,,
230712098,s:40~l:59~e:230712098~c:230712098,2003-07-12T20:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'ALL STAR GAME'}]",2003-07-12T20:00Z,4,ALLSTAR,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,98,s:40~l:59~t:98,Eastern Conf,East,EAST,EAST,EAST,True,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/east.png,99,s:40~l:59~t:99,Western Conf,West,WEST,WEST,WEST,,,True,763,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/west.png,230712098,2003,2,,,,,,,,,
230715002,s:40~l:59~e:230715002~c:230715002,2003-07-15T16:00Z,0,True,False,False,False,[],2003-07-15T16:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,True,,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,230715002,2003,2,,,3417,,,,,,
230715009,s:40~l:59~e:230715009~c:230715009,2003-07-15T23:30Z,0,True,False,False,False,[],2003-07-15T23:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,230715009,2003,2,0d79b9,89c9bf,1826,,,,,,
230715014,s:40~l:59~e:230715014~c:230715014,2003-07-16T02:00Z,0,True,False,False,False,[],2003-07-16T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,230715014,2003,2,05452a,f7c43c,2184,,,,,,
230715006,s:40~l:59~e:230715006~c:230715006,2003-07-16T02:30Z,0,True,False,False,False,[],2003-07-16T02:30Z,1,STD,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,230715006,2003,2,532481,49ac9c,1841,,,,,,
230716008,s:40~l:59~e:230716008~c:230716008,2003-07-16T17:00Z,0,True,False,False,False,[],2003-07-16T17:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,,230716008,2003,2,005084,47a757,2029,,,,,,
230716005,s:40~l:59~e:230716005~c:230716005,2003-07-17T00:00Z,0,True,False,False,False,[],2003-07-17T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,230716005,2003,2,e2382f,08265b,,,,,,,
230717016,s:40~l:59~e:230717016~c:230717016,2003-07-17T15:30Z,0,True,False,False,False,[],2003-07-17T15:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,True,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,230717016,2003,2,e03a3e,09295a,1823,,,,,,
230717002,s:40~l:59~e:230717002~c:230717002,2003-07-17T23:00Z,0,True,False,False,False,[],2003-07-17T23:00Z,1,STD,11.0,11.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,True,,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,230717002,2003,2,,,3417,,,,,,
230717018,s:40~l:59~e:230717018~c:230717018,2003-07-18T00:00Z,0,True,False,False,False,[],2003-07-18T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,True,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,230717018,2003,2,de6b36,002d62,2160,,,,,,
230717017,s:40~l:59~e:230717017~c:230717017,2003-07-18T00:30Z,0,True,False,False,False,[],2003-07-18T00:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,False,,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,230717017,2003,2,000000,c7cfd4,780,,,,,,
230718003,s:40~l:59~e:230718003~c:230718003,2003-07-18T23:30Z,0,True,False,False,False,[],2003-07-18T23:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,230718003,2003,2,11213e,c5d646,1911,,,,,,
230718009,s:40~l:59~e:230718009~c:230718009,2003-07-18T23:30Z,0,True,False,False,False,[],2003-07-18T23:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,230718009,2003,2,0d79b9,89c9bf,1826,,,,,,
230718006,s:40~l:59~e:230718006~c:230718006,2003-07-19T02:30Z,0,True,False,False,False,[],2003-07-19T02:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,230718006,2003,2,532481,49ac9c,1841,,,,,,
230719002,s:40~l:59~e:230719002~c:230719002,2003-07-19T23:00Z,0,True,False,False,False,[],2003-07-19T23:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,True,,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,230719002,2003,2,,,3417,,,,,,
230719017,s:40~l:59~e:230719017~c:230719017,2003-07-20T00:30Z,0,True,False,False,False,[],2003-07-20T00:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,False,,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,230719017,2003,2,000000,c7cfd4,780,,,,,,
230719011,s:40~l:59~e:230719011~c:230719011,2003-07-20T02:00Z,0,True,False,False,False,[],2003-07-20T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,True,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,230719011,2003,2,3a267d,e56020,1949,,,,,,
230719013,s:40~l:59~e:230719013~c:230719013,2003-07-20T02:00Z,0,True,False,False,False,[],2003-07-20T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,True,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,4,s:40~l:59~t:4,Houston,Comets,HOU,Houston Comets,Comets,,,True,,https://a.espncdn.com/i/teamlogos/wnba/500/hou.png,230719013,2003,2,,,,,,,,,
230720009,s:40~l:59~e:230720009~c:230720009,2003-07-20T20:00Z,0,True,False,False,False,[],2003-07-20T20:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,True,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,230720009,2003,2,0d79b9,89c9bf,1826,,,,,,
230720001,s:40~l:59~e:230720001~c:230720001,2003-07-20T22:00Z,0,True,False,False,False,[],2003-07-20T22:00Z,1,STD,0.0,0.0,3,3,STATUS_FINAL,post,True,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,True,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,,,True,3417,,230720001,2003,2,,,,,,,,,
230720008,s:40~l:59~e:230720008~c:230720008,2003-07-20T22:00Z,0,True,False,False,False,[],2003-07-20T22:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,230720008,2003,2,005084,47a757,2029,,,,,,
230720006,s:40~l:59~e:230720006~c:230720006,2003-07-21T01:30Z,0,True,False,False,False,[],2003-07-21T01:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,230720006,2003,2,532481,49ac9c,1841,,,,,,
230722003,s:40~l:59~e:230722003~c:230722003,2003-07-22T15:00Z,0,True,False,False,False,[],2003-07-22T15:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,False,,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,,,True,3417,,230722003,2003,2,11213e,c5d646,1911,,,,,,
230723018,s:40~l:59~e:230723018~c:230723018,2003-07-23T04:00Z,0,True,False,False,False,[],2003-07-23T04:00Z,1,STD,8.0,8.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,18,s:40~l:59~t:18,Connecticut,Sun,CT,Connecticut Sun,Sun,True,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,230723018,2003,2,de6b36,002d62,2160,,,,,,
230723014,s:40~l:59~e:230723014~c:230723014,2003-07-23T19:00Z,0,True,False,False,False,[],2003-07-23T19:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,230723014,2003,2,05452a,f7c43c,2184,,,,,,
230723005,s:40~l:59~e:230723005~c:230723005,2003-07-24T00:00Z,0,True,False,False,False,[],2003-07-24T00:00Z,1,STD,11.0,11.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,True,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,,230723005,2003,2,e2382f,08265b,,,,,,,
230724001,s:40~l:59~e:230724001~c:230724001,2003-07-24T04:00Z,0,True,False,False,False,[],2003-07-24T04:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,1,s:40~l:59~t:1,Charlotte,Sting,CHA,Charlotte Sting,Sting,True,https://a.espncdn.com/i/teamlogos/wnba/500/cha.png,3,s:40~l:59~t:3,Detroit,Shock,TUL,Detroit Shock,Shock,11213e,c5d646,False,1911,,230724001,2003,2,,,,,,,,,
230724006,s:40~l:59~e:230724006~c:230724006,2003-07-24T19:30Z,0,True,False,False,False,[],2003-07-24T19:30Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,6,s:40~l:59~t:6,Los Angeles,Sparks,LOS,Los Angeles Sparks,Sparks,True,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,230724006,2003,2,532481,49ac9c,1841,,,,,,
230724016,s:40~l:59~e:230724016~c:230724016,2003-07-25T00:00Z,0,True,False,False,False,[],2003-07-25T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,True,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,230724016,2003,2,e03a3e,09295a,1823,,,,,,
230724013,s:40~l:59~e:230724013~c:230724013,2003-07-25T02:00Z,0,True,False,False,False,[],2003-07-25T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,13,s:40~l:59~t:13,Sacramento,Monarchs,SAC,Sacramento Monarchs,Monarchs,True,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,9,s:40~l:59~t:9,New York,Liberty,NYL,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,230724013,2003,2,,,,,,,,,
230725008,s:40~l:59~e:230725008~c:230725008,2003-07-26T00:00Z,0,True,False,False,False,[],2003-07-26T00:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,True,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,17,s:40~l:59~t:17,San Antonio,Silver Stars,SAS,San Antonio Silver Stars,Silver Stars,000000,c7cfd4,False,780,,230725008,2003,2,005084,47a757,2029,,,,,,
230725014,s:40~l:59~e:230725014~c:230725014,2003-07-26T02:00Z,0,True,False,False,False,[],2003-07-26T02:00Z,1,STD,0.0,0.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,True,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHO,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,230725014,2003,2,05452a,f7c43c,2184,,,,,,
230726002,s:40~l:59~e:230726002~c:230726002,2003-07-26T17:00Z,0,True,False,False,False,[],2003-07-26T17:00Z,1,STD,27.0,27.0,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2,s:40~l:59~t:2,Cleveland,Rockers,CLE,Cleveland Rockers,Rockers,True,,16,s:40~l:59~t:16,Washington,Mystics,WAS,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/was.png,230726002,2003,2,,,3417,,,,,,
