id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_conference_id,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_conference_id,game_id,season,season_type,status_type_alt_detail,groups_id,groups_name,groups_short_name,groups_is_conference,tournament_id
400911940,s:40~l:54~e:400911940~c:400911940,2016-11-12T00:00Z,8454,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2016-11-12T00:00Z,0,N/A,282,Purcell Pavilion,South Bend,IN,9149.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,87,s:40~l:54~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,00122b,ae9142,True,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,2,2117,s:40~l:54~t:2117,Central Michigan,Chippewas,CMU,Central Michigan Chippewas,C Michigan,6a0032,ffffff,True,2087,https://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,14,400911940,2017,2,,,,,,
400905150,s:40~l:54~e:400905150~c:400905150,2016-11-11T21:30Z,5483,True,False,False,False,[],2016-11-11T21:30Z,0,N/A,1049,Ferrell Center,Waco,TX,10284.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,004834,ffb81c,True,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,2277,s:40~l:54~t:2277,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Houston Baptist,00539c,,True,2012,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,25,400905150,2017,2,,,,,,
400911942,s:40~l:54~e:400911942~c:400911942,2016-11-11T23:30Z,3351,True,False,False,False,[],2016-11-11T23:30Z,0,N/A,2043,Skyhawk Arena,Martin,TN,4300.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,2630,s:40~l:54~t:2630,UT Martin,Skyhawks,UTM,UT Martin Skyhawks,UT Martin,FF6700,102a5c,True,7229,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,20,97,s:40~l:54~t:97,Louisville,Cardinals,LOU,Louisville Cardinals,Louisville,ad000a,cccccc,True,2030,https://a.espncdn.com/i/teamlogos/ncaa/500/97.png,2,400911942,2017,2,,,,,,
400914190,s:40~l:54~e:400914190~c:400914190,2016-11-11T17:00Z,3434,True,False,False,False,[],2016-11-11T17:00Z,0,N/A,317,Value City Arena,Columbus,OH,19049.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,194,s:40~l:54~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,DE3121,666666,True,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,2184,s:40~l:54~t:2184,Duquesne,Dukes,DUQ,Duquesne Dukes,Duquesne,002D62,b90b2e,True,1958,https://a.espncdn.com/i/teamlogos/ncaa/500/2184.png,3,400914190,2017,2,,,,,,
400913866,s:40~l:54~e:400913866~c:400913866,2016-11-12T04:30Z,9160,True,False,False,False,[],2016-11-12T04:30Z,0,N/A,479,Pauley Pavilion,Los Angeles,CA,13800.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,26,s:40~l:54~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,005C8E,ffc72c,True,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,279,s:40~l:54~t:279,Pacific,Tigers,PAC,Pacific Tigers,Pacific,F47820,c2c3c0,True,553,https://a.espncdn.com/i/teamlogos/ncaa/500/279.png,29,400913866,2017,2,,,,,,
400912558,s:40~l:54~e:400912558~c:400912558,2016-11-12T00:30Z,2416,True,True,False,False,"[{'type': 'event', 'headline': 'TIP OFF CLASSIC'}]",2016-11-12T00:30Z,0,N/A,4605,Cross Insurance Center,Bangor,ME,6674.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,344,s:40~l:54~t:344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,762123,c8c8c8,True,2095,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,23,222,s:40~l:54~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,123d7C,f0f0f0,True,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,400912558,2017,2,,,,,,
400911412,s:40~l:54~e:400911412~c:400911412,2016-11-12T03:00Z,2684,True,False,False,False,[],2016-11-12T03:00Z,0,N/A,820,Maples Pavilion,Stanford,CA,7233.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,24,s:40~l:54~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,A80532,ffffff,True,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,13,s:40~l:54~t:13,Cal Poly,Mustangs,CP,Cal Poly Mustangs,Cal Poly,1E4D2B,eed897,True,812,https://a.espncdn.com/i/teamlogos/ncaa/500/13.png,9,400911412,2017,2,,,,,,
400911932,s:40~l:54~e:400911932~c:400911932,2016-11-11T17:30Z,2859,True,False,False,False,[],2016-11-11T17:30Z,0,N/A,1952,Donald L. Tucker Center,Tallahassee,FL,12500.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,52,s:40~l:54~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida State,782F40,ceb888,True,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,55,s:40~l:54~t:55,Jacksonville State,Gamecocks,JVST,Jacksonville State Gamecocks,J'Ville St,b50500,b5b7ba,True,2130,https://a.espncdn.com/i/teamlogos/ncaa/500/55.png,20,400911932,2017,2,,,,,,
400912572,s:40~l:54~e:400912572~c:400912572,2016-11-12T00:00Z,3471,True,False,False,False,[],2016-11-12T00:00Z,0,N/A,1980,JMU Convocation Center,Harrisonburg,VA,6426.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,256,s:40~l:54~t:256,James Madison,Dukes,JMU,James Madison Dukes,James Madison,450084,cbb778,True,7107,https://a.espncdn.com/i/teamlogos/ncaa/500/256.png,10,2633,s:40~l:54~t:2633,Tennessee,Lady Volunteers,TENN,Tennessee Lady Volunteers,Tennessee,EE9627,ffffff,True,2044,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,23,400912572,2017,2,,,,,,
400911933,s:40~l:54~e:400911933~c:400911933,2016-11-11T20:00Z,1230,True,False,False,False,[],2016-11-11T20:00Z,0,N/A,1964,JMA Wireless Dome,Syracuse,NY,35446.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,183,s:40~l:54~t:183,Syracuse,Orange,SYR,Syracuse Orange,Syracuse,F37321,0d1d37,True,1964,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,2,227,s:40~l:54~t:227,Rhode Island,Rams,URI,Rhode Island Rams,Rhode Island,091f3f,5ab3e8,True,,https://a.espncdn.com/i/teamlogos/ncaa/500/227.png,3,400911933,2017,2,,,,,,
400911939,s:40~l:54~e:400911939~c:400911939,2016-11-12T00:00Z,4471,True,False,False,False,"[{'type': 'event', 'headline': 'KENTUCKY CLASSIC'}]",2016-11-12T00:00Z,0,N/A,2100,Memorial Coliseum (KY),Lexington,KY,8500.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,96,s:40~l:54~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,True,2100,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,2390,s:40~l:54~t:2390,Miami,Hurricanes,MIA,Miami Hurricanes,Miami,004325,f0f0f0,True,1985,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,2,400911939,2017,2,,,,,,
400912223,s:40~l:54~e:400912223~c:400912223,2016-11-12T03:45Z,2263,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2016-11-12T03:45Z,0,N/A,782,Alaska Airlines Arena,Seattle,WA,9268.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,264,s:40~l:54~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,2B2F64,e8e3d3,True,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,331,s:40~l:54~t:331,Eastern Washington,Eagles,EWU,Eastern Washington Eagles,E Washington,a10022,abb4bc,True,1959,https://a.espncdn.com/i/teamlogos/ncaa/500/331.png,5,400912223,2017,2,,,,,,
