id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.isActive,away.logo,away.alternateColor,away.venue.id,away.conferenceId,season,groups.id,groups.name,groups.shortName,groups.isConference,game_id,PBP,player_box
401368215,s:40~l:54~e:401368215~c:401368215,2022-03-06T00:30Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-06T00:30Z,1,STD,2124,Renaissance Coliseum,Peoria,IL,4200,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 7:30 PM EST",3/5 - 7:30 PM EST,71,s:40~l:54~t:71,Bradley,Braves,BRAD,Bradley Braves,Bradley,b70002,c0c0c0,TRUE,2124,https://a.espncdn.com/i/teamlogos/ncaa/500/71.png,18,2287,s:40~l:54~t:2287,Illinois State,Redbirds,ILST,Illinois State Redbirds,Illinois State,CE1126,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png,ffe716,1932,18,2022,18,Missouri Valley Conference,MVC,TRUE,401368215,FALSE,FALSE
401376387,s:40~l:54~e:401376387~c:401376387,2022-03-06T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-06T00:00Z,1,STD,2004,Edward Leede Arena,Hanover,NH,2100,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 7:00 PM EST",3/5 - 7:00 PM EST,159,s:40~l:54~t:159,Dartmouth,Big Green,DART,Dartmouth Big Green,Dartmouth,005730,000000,TRUE,2004,https://a.espncdn.com/i/teamlogos/ncaa/500/159.png,12,108,s:40~l:54~t:108,Harvard,Crimson,HARV,Harvard Crimson,Harvard,990000,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/108.png,dbdbdb,2209,12,2022,12,Ivy League,Ivy,TRUE,401376387,FALSE,FALSE
401375177,s:40~l:54~e:401375177~c:401375177,2022-03-06T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-06T00:00Z,0,N/A,1934,McCann Arena,Poughkeepsie,NY,3200,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 7:00 PM EST",3/5 - 7:00 PM EST,2368,s:40~l:54~t:2368,Marist,Red Foxes,MRST,Marist Red Foxes,Marist,e53730,f0f0f0,TRUE,1934,https://a.espncdn.com/i/teamlogos/ncaa/500/2368.png,13,2363,s:40~l:54~t:2363,Manhattan,Jaspers,MAN,Manhattan Jaspers,Manhattan,4f8537,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,b5b7ba,2062,13,2022,13,Metro Atlantic Athletic Conference,MAAC,TRUE,401375177,FALSE,FALSE
401374992,s:40~l:54~e:401374992~c:401374992,2022-03-06T00:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-06T00:00Z,1,STD,6853,RIMAC Arena,San Diego,CA,4000,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 7:00 PM EST",3/5 - 7:00 PM EST,28,s:40~l:54~t:28,UC San Diego,Tritons,UCSD,UC San Diego Tritons,UC San Diego,000000,"",TRUE,,https://a.espncdn.com/i/teamlogos/ncaa/500/28.png,9,13,s:40~l:54~t:13,Cal Poly,Mustangs,CP,Cal Poly Mustangs,Cal Poly,1E4D2B,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/13.png,eed897,812,9,2022,9,Big West Conference,Big West,TRUE,401374992,FALSE,FALSE
401379440,s:40~l:54~e:401379440~c:401379440,2022-03-05T23:30Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T23:30Z,0,N/A,2165,H&PE Arena,Houston,TX,8100,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 6:30 PM EST",3/5 - 6:30 PM EST,2640,s:40~l:54~t:2640,Texas Southern,Tigers,TXSO,Texas Southern Tigers,Texas Southern,6A0403,ebebeb,TRUE,2165,https://a.espncdn.com/i/teamlogos/ncaa/500/2640.png,26,2504,s:40~l:54~t:2504,Prairie View A&M,Lady Panthers,PV,Prairie View A&M Lady Panthers,Prairie View,4d0960,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2504.png,"",2027,26,2022,26,Southwestern Athletic Conference,SWAC,TRUE,401379440,FALSE,FALSE
401375818,s:40~l:54~e:401375818~c:401375818,2022-03-05T22:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T22:00Z,0,N/A,7095,Burns Arena,St. George,UT,4779,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 5:00 PM EST",3/5 - 5:00 PM EST,3101,s:40~l:54~t:3101,Dixie State,Trailblazers,DXST,Dixie State Trailblazers,Dixie State,000000,"",TRUE,,https://a.espncdn.com/i/teamlogos/ncaa/500/3101.png,30,2253,s:40~l:54~t:2253,Grand Canyon,Antelopes,GCU,Grand Canyon Antelopes,Grand Canyon,522398,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2253.png,f0f0f0,4534,30,2022,30,Western Athletic Conference,WAC,TRUE,401375818,FALSE,FALSE
401374991,s:40~l:54~e:401374991~c:401374991,2022-03-05T22:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T22:00Z,1,STD,2212,The Pavilion (UC Davis),Davis,CA,5931,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 5:00 PM EST",3/5 - 5:00 PM EST,302,s:40~l:54~t:302,UC Davis,Aggies,UCD,UC Davis Aggies,UC Davis,002855,c3c4c6,TRUE,2212,https://a.espncdn.com/i/teamlogos/ncaa/500/302.png,9,2239,s:40~l:54~t:2239,CSU Fullerton,Titans,CSUF,CSU Fullerton Titans,CSU Fullerton,003767,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2239.png,ff8300,2003,9,2022,9,Big West Conference,Big West,TRUE,401374991,FALSE,FALSE
401374990,s:40~l:54~e:401374990~c:401374990,2022-03-05T22:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T22:00Z,0,N/A,469,Bren Events Center,Irvine,CA,5000,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 5:00 PM EST",3/5 - 5:00 PM EST,300,s:40~l:54~t:300,UC Irvine,Anteaters,UCI,UC Irvine Anteaters,UC Irvine,002B5C,fec52e,TRUE,469,https://a.espncdn.com/i/teamlogos/ncaa/500/300.png,9,2934,s:40~l:54~t:2934,CSU Bakersfield,Roadrunners,CSUB,CSU Bakersfield Roadrunners,CSU Bakersfield,003BAB,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2934.png,"",2112,9,2022,9,Big West Conference,Big West,TRUE,401374990,FALSE,FALSE
401378040,s:40~l:54~e:401378040~c:401378040,2022-03-05T21:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T21:00Z,0,N/A,1938,UNT Coliseum,Denton,TX,10500,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 4:00 PM EST",3/5 - 4:00 PM EST,249,s:40~l:54~t:249,North Texas,Mean Green,UNT,North Texas Mean Green,North Texas,00853D,000000,TRUE,1938,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,11,2638,s:40~l:54~t:2638,UTEP,Miners,UTEP,UTEP Miners,UTEP,ff8200,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,041e42,2117,11,2022,11,Conference USA,C-USA,TRUE,401378040,FALSE,FALSE
401375817,s:40~l:54~e:401375817~c:401375817,2022-03-05T21:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T21:00Z,1,STD,5994,CBU Events Center,Riverside,CA,5050,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 4:00 PM EST",3/5 - 4:00 PM EST,2856,s:40~l:54~t:2856,California Baptist,Lancers,CBU,California Baptist Lancers,CA Baptist,000000,"",TRUE,,https://a.espncdn.com/i/teamlogos/ncaa/500/2856.png,30,2320,s:40~l:54~t:2320,Lamar,Cardinals,LAM,Lamar Cardinals,Lamar,000000,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2320.png,ebebeb,1896,30,2022,30,Western Athletic Conference,WAC,TRUE,401375817,FALSE,FALSE
401377950,s:40~l:54~e:401377950~c:401377950,2022-03-05T20:30Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T20:30Z,0,N/A,1982,Thomas Assembly Center,Ruston,LA,8000,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 3:30 PM EST",3/5 - 3:30 PM EST,2348,s:40~l:54~t:2348,Louisiana Tech,Lady Techsters,LT,Louisiana Tech Lady Techsters,Louisiana Tech,002d65,d3313a,TRUE,1982,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,11,5,s:40~l:54~t:5,UAB,Blazers,UAB,UAB Blazers,UAB,054338,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/5.png,ffc845,2155,11,2022,11,Conference USA,C-USA,TRUE,401377950,FALSE,FALSE
401379279,s:40~l:54~e:401379279~c:401379279,2022-03-05T20:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T20:00Z,0,N/A,2122,T.M. Elmore Gymnasium,Normal,AL,6000,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 3:00 PM EST",3/5 - 3:00 PM EST,2010,s:40~l:54~t:2010,Alabama A&M,Bulldogs,AAMU,Alabama A&M Bulldogs,Alabama A&M,790000,ffffff,TRUE,2122,https://a.espncdn.com/i/teamlogos/ncaa/500/2010.png,26,2582,s:40~l:54~t:2582,Southern,Jaguars,SOU,Southern Jaguars,Southern,004B97,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2582.png,ffc82d,2210,26,2022,26,Southwestern Athletic Conference,SWAC,TRUE,401379279,FALSE,FALSE
401375465,s:40~l:54~e:401375465~c:401375465,2022-03-05T20:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T20:00Z,0,N/A,2012,Sharp Gymnasium,Houston,TX,1000,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 3:00 PM EST",3/5 - 3:00 PM EST,2277,s:40~l:54~t:2277,Houston Baptist,Huskies,HBU,Houston Baptist Huskies,Houston Baptist,00539c,"",TRUE,2012,https://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,25,2377,s:40~l:54~t:2377,McNeese,Cowgirls,MCN,McNeese Cowgirls,McNeese,00529C,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2377.png,"",2063,25,2022,25,Southland Conference,Southland,TRUE,401375465,FALSE,FALSE
401376408,s:40~l:54~e:401376408~c:401376408,2022-03-05T19:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T19:00Z,0,N/A,1900,Jadwin Gymnasium,Princeton,NJ,6854,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 2:00 PM EST",3/5 - 2:00 PM EST,163,s:40~l:54~t:163,Princeton,Tigers,PRIN,Princeton Tigers,Princeton,ff9408,080808,TRUE,1900,https://a.espncdn.com/i/teamlogos/ncaa/500/163.png,12,219,s:40~l:54~t:219,Pennsylvania,Quakers,PENN,Pennsylvania Quakers,Pennsylvania,082A74,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/219.png,a6163d,1899,12,2022,12,Ivy League,Ivy,TRUE,401376408,FALSE,FALSE
401375816,s:40~l:54~e:401375816~c:401375816,2022-03-05T19:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T19:00Z,0,N/A,2091,UCCU Center,Orem,UT,8500,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 2:00 PM EST",3/5 - 2:00 PM EST,3084,s:40~l:54~t:3084,Utah Valley,Wolverines,UVU,Utah Valley Wolverines,Utah Valley,004812,e1c736,TRUE,2091,https://a.espncdn.com/i/teamlogos/ncaa/500/3084.png,30,166,s:40~l:54~t:166,New Mexico State,Aggies,NMSU,New Mexico State Aggies,New Mexico St,891216,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/166.png,000000,1937,30,2022,30,Western Athletic Conference,WAC,TRUE,401375816,FALSE,FALSE
401375464,s:40~l:54~e:401375464~c:401375464,2022-03-05T19:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2022-03-05T19:00Z,0,N/A,1939,Prather Coliseum,Natchitoches,LA,3400,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 2:00 PM EST",3/5 - 2:00 PM EST,2466,s:40~l:54~t:2466,Northwestern State,Lady Demons,NWST,Northwestern State Lady Demons,N'Western St,492F91,ed6118,TRUE,1939,https://a.espncdn.com/i/teamlogos/ncaa/500/2466.png,25,3105,s:40~l:54~t:3105,Southeastern,Fires,SE,Southeastern Fires,Southeastern,"",FALSE,"","",,,2022,,"","",,401375464,FALSE,FALSE
401375176,s:40~l:54~e:401375176~c:401375176,2022-03-05T19:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T19:00Z,0,N/A,1907,People's United Center,Hamden,CT,3570,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 2:00 PM EST",3/5 - 2:00 PM EST,2514,s:40~l:54~t:2514,Quinnipiac,Bobcats,QUIN,Quinnipiac Bobcats,Quinnipiac,041B43,"",TRUE,1907,https://a.espncdn.com/i/teamlogos/ncaa/500/2514.png,13,2520,s:40~l:54~t:2520,Rider,Broncs,RID,Rider Broncs,Rider,a80532,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2520.png,ebebeb,1944,13,2022,13,Metro Atlantic Athletic Conference,MAAC,TRUE,401375176,FALSE,FALSE
401368219,s:40~l:54~e:401368219~c:401368219,2022-03-05T19:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T19:00Z,0,N/A,2159,Athletics-Recreation Center,Valparaiso,IN,5000,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 2:00 PM EST",3/5 - 2:00 PM EST,2674,s:40~l:54~t:2674,Valparaiso,Beacons,VALP,Valparaiso Beacons,Valparaiso,794500,"",TRUE,2159,https://a.espncdn.com/i/teamlogos/ncaa/500/2674.png,18,79,s:40~l:54~t:79,Southern Illinois,Salukis,SIU,Southern Illinois Salukis,S Illinois,85283D,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/79.png,c2c3c0,2190,18,2022,18,Missouri Valley Conference,MVC,TRUE,401368219,FALSE,FALSE
401368218,s:40~l:54~e:401368218~c:401368218,2022-03-05T19:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T19:00Z,1,STD,1933,Joseph J. Gentile Arena,Chicago,IL,4963,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 2:00 PM EST",3/5 - 2:00 PM EST,2350,s:40~l:54~t:2350,Loyola Chicago,Ramblers,LUC,Loyola Chicago Ramblers,Loyola Chicago,9d1244,"",TRUE,1933,https://a.espncdn.com/i/teamlogos/ncaa/500/2350.png,18,2623,s:40~l:54~t:2623,Missouri State,Lady Bears,MOST,Missouri State Lady Bears,Missouri State,5F0000,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2623.png,e8e8e8,1966,18,2022,18,Missouri Valley Conference,MVC,TRUE,401368218,FALSE,FALSE
401368217,s:40~l:54~e:401368217~c:401368217,2022-03-05T19:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T19:00Z,1,STD,5726,Meeks Family Fieldhouse,Evansville,IN,1087,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 2:00 PM EST",3/5 - 2:00 PM EST,339,s:40~l:54~t:339,Evansville,Purple Aces,EVAN,Evansville Purple Aces,Evansville,663399,ef6f00,TRUE,2462,https://a.espncdn.com/i/teamlogos/ncaa/500/339.png,18,2460,s:40~l:54~t:2460,Northern Iowa,Panthers,UNI,Northern Iowa Panthers,Northern Iowa,473282,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2460.png,ffffff,1948,18,2022,18,Missouri Valley Conference,MVC,TRUE,401368217,FALSE,FALSE
401367737,s:40~l:54~e:401367737~c:401367737,2022-03-05T19:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T19:00Z,0,N/A,2107,Alumni Arena,Buffalo,NY,6783,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 2:00 PM EST",3/5 - 2:00 PM EST,2084,s:40~l:54~t:2084,Buffalo,Bulls,BUFF,Buffalo Bulls,Buffalo,041A9B,ebebeb,TRUE,2107,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,14,189,s:40~l:54~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,492000,2220,14,2022,14,Mid-American Conference,MAC,TRUE,401367737,FALSE,FALSE
401367622,s:40~l:54~e:401367622~c:401367622,2022-03-05T19:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T19:00Z,0,N/A,1955,TD Arena,Charleston,SC,5100,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 2:00 PM EST",3/5 - 2:00 PM EST,232,s:40~l:54~t:232,Charleston,Cougars,COFC,Charleston Cougars,Charleston,9c8456,e4e2dd,TRUE,1955,https://a.espncdn.com/i/teamlogos/ncaa/500/232.png,10,111,s:40~l:54~t:111,Northeastern,Huskies,NE,Northeastern Huskies,Northeastern,CC0001,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/111.png,c2c3c0,1898,10,2022,10,Colonial Athletic Association,CAA,TRUE,401367622,FALSE,FALSE
401377991,s:40~l:54~e:401377991~c:401377991,2022-03-05T18:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T18:00Z,0,N/A,1935,Cam Henderson Center,Huntington,WV,9048,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 1:00 PM EST",3/5 - 1:00 PM EST,276,s:40~l:54~t:276,Marshall,Thundering Herd,MRSH,Marshall Thundering Herd,Marshall,00ae42,be854c,TRUE,1935,https://a.espncdn.com/i/teamlogos/ncaa/500/276.png,11,98,s:40~l:54~t:98,Western Kentucky,Lady Toppers,WKU,Western Kentucky Lady Toppers,Western KY,F32026,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/98.png,b3b5b8,1971,11,2022,11,Conference USA,C-USA,TRUE,401377991,FALSE,FALSE
401375175,s:40~l:54~e:401375175~c:401375175,2022-03-05T18:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T18:00Z,0,N/A,2037,Koessler Athletic Center,Buffalo,NY,2196,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 1:00 PM EST",3/5 - 1:00 PM EST,2099,s:40~l:54~t:2099,Canisius,Golden Griffins,CAN,Canisius Golden Griffins,Canisius,004a81,dda50f,TRUE,2037,https://a.espncdn.com/i/teamlogos/ncaa/500/2099.png,13,314,s:40~l:54~t:314,Iona,Gaels,IONA,Iona Gaels,Iona,8c001a,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png,f6a704,2001,13,2022,13,Metro Atlantic Athletic Conference,MAAC,TRUE,401375175,FALSE,FALSE
401368216,s:40~l:54~e:401368216~c:401368216,2022-03-05T18:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T18:00Z,0,N/A,2170,Hulman Center,Terre Haute,IN,10200,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 1:00 PM EST",3/5 - 1:00 PM EST,282,s:40~l:54~t:282,Indiana State,Sycamores,INST,Indiana State Sycamores,Indiana State,00669a,f0f0f0,TRUE,2170,https://a.espncdn.com/i/teamlogos/ncaa/500/282.png,18,2181,s:40~l:54~t:2181,Drake,Bulldogs,DRKE,Drake Bulldogs,Drake,004477,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2181.png,c0c0c0,2075,18,2022,18,Missouri Valley Conference,MVC,TRUE,401368216,FALSE,FALSE
401367741,s:40~l:54~e:401367741~c:401367741,2022-03-05T18:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T18:00Z,1,STD,299,Worthen Arena,Muncie,IN,11500,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 1:00 PM EST",3/5 - 1:00 PM EST,2050,s:40~l:54~t:2050,Ball State,Cardinals,BALL,Ball State Cardinals,Ball State,DA0000,ffffff,TRUE,299,https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png,14,2199,s:40~l:54~t:2199,Eastern Michigan,Eagles,EMU,Eastern Michigan Eagles,E Michigan,00331b,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,f0f0f0,2109,14,2022,14,Mid-American Conference,MAC,TRUE,401367741,FALSE,FALSE
401367739,s:40~l:54~e:401367739~c:401367739,2022-03-05T18:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T18:00Z,1,STD,2020,M.A.C. Center,Kent,OH,6327,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 1:00 PM EST",3/5 - 1:00 PM EST,2309,s:40~l:54~t:2309,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Kent State,002445,f0b510,TRUE,2020,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,14,195,s:40~l:54~t:195,Ohio,Bobcats,OHIO,Ohio Bobcats,Ohio,295A29,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/195.png,e4bb85,2135,14,2022,14,Mid-American Conference,MAC,TRUE,401367739,FALSE,FALSE
401367621,s:40~l:54~e:401367621~c:401367621,2022-03-05T18:00Z,0,TRUE,FALSE,TRUE,FALSE,[],2022-03-05T18:00Z,1,STD,2157,Trask Coliseum,Wilmington,NC,5200,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,"Sat, March 5th at 1:00 PM EST",3/5 - 1:00 PM EST,350,s:40~l:54~t:350,UNC Wilmington,Seahawks,UNCW,UNC Wilmington Seahawks,UNC Wilmington,1d2f68,00665e,TRUE,2157,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png,10,2275,s:40~l:54~t:2275,Hofstra,Pride,HOF,Hofstra Pride,Hofstra,00337c,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,f6c934,2058,10,2022,10,Colonial Athletic Association,CAA,TRUE,401367621,FALSE,FALSE
401379425,s:40~l:54~e:401379425~c:401379425,2022-03-05T05:00Z,0,FALSE,FALSE,TRUE,FALSE,[],2022-03-05T05:00Z,1,STD,1945,Lee E. Williams Athletic and Assembly Center,Jackson,MS,8000,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,3/5 - TBD,TBD,2296,s:40~l:54~t:2296,Jackson State,Lady Tigers,JKST,Jackson State Lady Tigers,Jackson State,123297,b5b7ba,TRUE,1945,https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png,26,2400,s:40~l:54~t:2400,Mississippi Valley State,Devilettes,MVSU,Mississippi Valley State Devilettes,Miss Valley St,005328,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2400.png,cf2d34,1988,26,2022,26,Southwestern Athletic Conference,SWAC,TRUE,401379425,FALSE,FALSE
401379410,s:40~l:54~e:401379410~c:401379410,2022-03-05T05:00Z,0,FALSE,FALSE,TRUE,FALSE,[],2022-03-05T05:00Z,1,STD,2204,Dunn-Oliver Acadome,Montgomery,AL,7400,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,3/5 - TBD,TBD,2011,s:40~l:54~t:2011,Alabama State,Lady Hornets,ALST,Alabama State Lady Hornets,Alabama State,e9a900,0a0a0a,TRUE,2204,https://a.espncdn.com/i/teamlogos/ncaa/500/2011.png,26,2755,s:40~l:54~t:2755,Grambling,Lady Tigers,GRAM,Grambling Lady Tigers,Grambling,ee8601,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2755.png,ffd10a,1928,26,2022,26,Southwestern Athletic Conference,SWAC,TRUE,401379410,FALSE,FALSE
401379381,s:40~l:54~e:401379381~c:401379381,2022-03-05T05:00Z,0,FALSE,FALSE,TRUE,FALSE,[],2022-03-05T05:00Z,0,N/A,2205,Al Lawson Center,Tallahassee,FL,9639,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,3/5 - TBD,TBD,50,s:40~l:54~t:50,Florida A&M,Rattlers,FAMU,Florida A&M Rattlers,Florida A&M,F89728,00843d,TRUE,2205,https://a.espncdn.com/i/teamlogos/ncaa/500/50.png,26,2065,s:40~l:54~t:2065,Bethune-Cookman,Lady Wildcats,BCU,Bethune-Cookman Lady Wildcats,Bethune-Cookman,7b1831,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2065.png,e9aa12,2073,26,2022,26,Southwestern Athletic Conference,SWAC,TRUE,401379381,FALSE,FALSE
401379301,s:40~l:54~e:401379301~c:401379301,2022-03-05T05:00Z,0,FALSE,FALSE,TRUE,FALSE,[],2022-03-05T05:00Z,0,N/A,2072,Davey L. Whitney Complex,Lorman,MS,7000,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,3/5 - TBD,TBD,2016,s:40~l:54~t:2016,Alcorn State,Braves,ALCN,Alcorn State Braves,Alcorn State,4b0058,46166a,TRUE,2072,https://a.espncdn.com/i/teamlogos/ncaa/500/2016.png,26,2029,s:40~l:54~t:2029,Arkansas-Pine Bluff,Golden Lions,UAPB,Arkansas-Pine Bluff Golden Lions,AR-Pine Bluff,e0aa0f,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2029.png,eaaa00,2105,26,2022,26,Southwestern Athletic Conference,SWAC,TRUE,401379301,FALSE,FALSE
401378877,s:40~l:54~e:401378877~c:401378877,2022-03-05T05:00Z,0,FALSE,FALSE,TRUE,FALSE,[],2022-03-05T05:00Z,0,N/A,1902,Tudor Fieldhouse,Houston,TX,5750,TRUE,0,0:00,0,1,STATUS_SCHEDULED,pre,FALSE,Scheduled,3/5 - TBD,TBD,242,s:40~l:54~t:242,Rice,Owls,RICE,Rice Owls,Rice,003D7D,d1d5d8,TRUE,1902,https://a.espncdn.com/i/teamlogos/ncaa/500/242.png,11,2636,s:40~l:54~t:2636,UTSA,Roadrunners,UTSA,UTSA Roadrunners,UTSA,002A5C,TRUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2636.png,f47321,2115,11,2022,11,Conference USA,C-USA,TRUE,401378877,FALSE,FALSE
