lineup,lineup_id,season
"Ariel Atkins, Elena Delle Donne, Myisha Hines-Allen, Natasha Cloud, Shatori Walker-Kimbrough",1,2022
"Destanni Henderson, Kelsey Mitchell, NaLyssa Smith, Queen Egbo, Tiffany Mitchell",2,2022
"Alanna Smith, Destanni Henderson, Kelsey Mitchell, NaLyssa Smith, Tiffany Mitchell",3,2022
"Ariel Atkins, Elena Delle Donne, Myisha Hines-Allen, Natasha Cloud, Tianna Hawkins",4,2022
"Alanna Smith, Crystal Dangerfield, Kelsey Mitchell, NaLyssa Smith, Tiffany Mitchell",5,2022
"Ariel Atkins, Myisha Hines-Allen, Natasha Cloud, Rui Machida, Tianna Hawkins",6,2022
"Alanna Smith, Crystal Dangerfield, NaLyssa Smith, Tiffany Mitchell, Victoria Vivians",7,2022
"Ariel Atkins, Natasha Cloud, Rui Machida, Shatori Walker-Kimbrough, Tianna Hawkins",8,2022
"Alanna Smith, Crystal Dangerfield, Emily Engstler, Tiffany Mitchell, Victoria Vivians",9,2022
"Natasha Cloud, Rui Machida, Shakira Austin, Shatori Walker-Kimbrough, Tianna Hawkins",10,2022
"Alanna Smith, Crystal Dangerfield, Emily Engstler, Lexie Hull, Victoria Vivians",11,2022
"Alanna Smith, Destanni Henderson, Emily Engstler, Lexie Hull, Victoria Vivians",12,2022
"Destanni Henderson, Emily Engstler, Lexie Hull, Queen Egbo, Victoria Vivians",13,2022
"Ariel Atkins, Elena Delle Donne, Myisha Hines-Allen, Rui Machida, Shatori Walker-Kimbrough",14,2022
"Ariel Atkins, Elena Delle Donne, Natasha Cloud, Shatori Walker-Kimbrough, Tianna Hawkins",15,2022
"Destanni Henderson, Emily Engstler, Kelsey Mitchell, NaLyssa Smith, Tiffany Mitchell",16,2022
"Alanna Smith, Kelsey Mitchell, Lexie Hull, NaLyssa Smith, Tiffany Mitchell",17,2022
"Alanna Smith, Kelsey Mitchell, Lexie Hull, NaLyssa Smith, Victoria Vivians",18,2022
"Alanna Smith, Emily Engstler, Kelsey Mitchell, Lexie Hull, Victoria Vivians",19,2022
"Emily Engstler, Kelsey Mitchell, Lexie Hull, Queen Egbo, Victoria Vivians",20,2022
"Emily Engstler, Kelsey Mitchell, Lexie Hull, NaLyssa Smith, Victoria Vivians",21,2022
"Ariel Atkins, Myisha Hines-Allen, Natasha Cloud, Shatori Walker-Kimbrough, Tianna Hawkins",22,2022
"Crystal Dangerfield, Kelsey Mitchell, NaLyssa Smith, Queen Egbo, Tiffany Mitchell",23,2022
"Crystal Dangerfield, Kelsey Mitchell, NaLyssa Smith, Tiffany Mitchell, Victoria Vivians",24,2022
"Crystal Dangerfield, Emily Engstler, Kelsey Mitchell, NaLyssa Smith, Victoria Vivians",25,2022
"Elena Delle Donne, Rui Machida, Shakira Austin, Shatori Walker-Kimbrough, Tianna Hawkins",26,2022
"Ariel Atkins, Elena Delle Donne, Rui Machida, Shakira Austin, Shatori Walker-Kimbrough",27,2022
"Ariel Atkins, Elena Delle Donne, Natasha Cloud, Shakira Austin, Shatori Walker-Kimbrough",28,2022
"Ariel Atkins, Elena Delle Donne, Shakira Austin, Shatori Walker-Kimbrough, Tianna Hawkins",29,2022
"Ariel Atkins, Rui Machida, Shakira Austin, Shatori Walker-Kimbrough, Tianna Hawkins",30,2022
"Ariel Atkins, Rui Machida, Shatori Walker-Kimbrough, Stephanie Jones, Tianna Hawkins",31,2022
"Crystal Dangerfield, Kelsey Mitchell, NaLyssa Smith, Queen Egbo, Victoria Vivians",32,2022
"Alanna Smith, Crystal Dangerfield, Kelsey Mitchell, NaLyssa Smith, Victoria Vivians",33,2022
"Azurá Stevens, Candace Parker, Courtney Vandersloot, Dana Evans, Emma Meesseman",34,2022
"Amy Atwell, Brittney Sykes, Jordin Canada, Liz Cambage, Nneka Ogwumike",35,2022
"Candace Parker, Courtney Vandersloot, Dana Evans, Emma Meesseman, Kaela Davis",36,2022
"Amy Atwell, Brittney Sykes, Chiney Ogwumike, Jordin Canada, Nneka Ogwumike",37,2022
"Candace Parker, Dana Evans, Emma Meesseman, Kaela Davis, Sparkle Taylor",38,2022
"Brittney Sykes, Chiney Ogwumike, Jordin Canada, Lexie Brown, Nneka Ogwumike",39,2022
"Dana Evans, Emma Meesseman, Kaela Davis, Ruthy Hebard, Sparkle Taylor",40,2022
"Brittney Sykes, Chiney Ogwumike, Jasmine Walker, Jordin Canada, Lexie Brown",41,2022
"Courtney Vandersloot, Emma Meesseman, Kaela Davis, Ruthy Hebard, Sparkle Taylor",42,2022
"Brittney Sykes, Chennedy Carter, Chiney Ogwumike, Jasmine Walker, Lexie Brown",43,2022
"Chennedy Carter, Chiney Ogwumike, Jasmine Walker, Lexie Brown, Rae Burrell",44,2022
"Azurá Stevens, Candace Parker, Courtney Vandersloot, Ruthy Hebard, Sparkle Taylor",45,2022
"Azurá Stevens, Candace Parker, Courtney Vandersloot, Dana Evans, Ruthy Hebard",46,2022
"Chennedy Carter, Jasmine Walker, Lexie Brown, Nneka Ogwumike, Rae Burrell",47,2022
"Azurá Stevens, Courtney Vandersloot, Dana Evans, Emma Meesseman, Ruthy Hebard",48,2022
"Jasmine Walker, Lexie Brown, Liz Cambage, Nneka Ogwumike, Rae Burrell",49,2022
"Courtney Vandersloot, Dana Evans, Emma Meesseman, Ruthy Hebard, Sparkle Taylor",50,2022
"Brittney Sykes, Jasmine Walker, Lexie Brown, Liz Cambage, Nneka Ogwumike",51,2022
"Candace Parker, Courtney Vandersloot, Dana Evans, Emma Meesseman, Ruthy Hebard",52,2022
"Brittney Sykes, Jordin Canada, Lexie Brown, Liz Cambage, Nneka Ogwumike",53,2022
"Brittney Sykes, Chiney Ogwumike, Jordin Canada, Nneka Ogwumike, Rae Burrell",54,2022
"Anneli Maley, Candace Parker, Dana Evans, Emma Meesseman, Kaela Davis",55,2022
"Anneli Maley, Azurá Stevens, Candace Parker, Dana Evans, Kaela Davis",56,2022
"Anneli Maley, Azurá Stevens, Candace Parker, Dana Evans, Sparkle Taylor",57,2022
"Anneli Maley, Azurá Stevens, Dana Evans, Emma Meesseman, Sparkle Taylor",58,2022
"Brittney Sykes, Chennedy Carter, Chiney Ogwumike, Lexie Brown, Nneka Ogwumike",59,2022
"Chennedy Carter, Chiney Ogwumike, Lexie Brown, Nneka Ogwumike, Rae Burrell",60,2022
"Anneli Maley, Azurá Stevens, Courtney Vandersloot, Emma Meesseman, Sparkle Taylor",61,2022
"Anneli Maley, Candace Parker, Courtney Vandersloot, Emma Meesseman, Sparkle Taylor",62,2022
"Brittney Sykes, Chennedy Carter, Jasmine Walker, Liz Cambage, Rae Burrell",63,2022
"Anneli Maley, Candace Parker, Courtney Vandersloot, Emma Meesseman, Ruthy Hebard",64,2022
"Brittney Sykes, Jasmine Walker, Jordin Canada, Liz Cambage, Rae Burrell",65,2022
"Anneli Maley, Candace Parker, Courtney Vandersloot, Dana Evans, Ruthy Hebard",66,2022
"Brittney Sykes, Chiney Ogwumike, Jasmine Walker, Jordin Canada, Rae Burrell",67,2022
"Anneli Maley, Azurá Stevens, Candace Parker, Courtney Vandersloot, Emma Meesseman",68,2022
"Brittney Sykes, Chiney Ogwumike, Jordin Canada, Liz Cambage, Nneka Ogwumike",69,2022
"Chiney Ogwumike, Jordin Canada, Lexie Brown, Liz Cambage, Nneka Ogwumike",70,2022
"Jasmine Walker, Jordin Canada, Lexie Brown, Liz Cambage, Nneka Ogwumike",71,2022
"Anneli Maley, Candace Parker, Courtney Vandersloot, Dana Evans, Emma Meesseman",72,2022
"Anneli Maley, Courtney Vandersloot, Dana Evans, Emma Meesseman, Ruthy Hebard",73,2022
"Anneli Maley, Dana Evans, Emma Meesseman, Ruthy Hebard, Sparkle Taylor",74,2022
"Anneli Maley, Dana Evans, Ruthy Hebard, Sparkle Taylor, Tina Krajisnik",75,2022
"A'ja Wilson, Chelsea Gray, Dearica Hamby, Jackie Young, Kelsey Plum",76,2022
"Diana Taurasi, Kristine Anigwe, Shey Peddy, Skylar Diggins-Smith, Tina Charles",77,2022
"A'ja Wilson, Chelsea Gray, Jackie Young, Kelsey Plum, Theresa Plaisance",78,2022
"Diana Taurasi, Kristine Anigwe, Skylar Diggins-Smith, Sophie Cunningham, Tina Charles",79,2022
"A'ja Wilson, Jackie Young, Kelsey Plum, Kierstan Bell, Theresa Plaisance",80,2022
"Diana Taurasi, Megan Gustafson, Skylar Diggins-Smith, Sophie Cunningham, Tina Charles",81,2022
"A'ja Wilson, Kelsey Plum, Kierstan Bell, Sydney Colson, Theresa Plaisance",82,2022
"Diana Taurasi, Emma Cannon, Skylar Diggins-Smith, Sophie Cunningham, Tina Charles",83,2022
"Dearica Hamby, Kelsey Plum, Kierstan Bell, Sydney Colson, Theresa Plaisance",84,2022
"Emma Cannon, Shey Peddy, Skylar Diggins-Smith, Sophie Cunningham, Tina Charles",85,2022
"Dearica Hamby, Jackie Young, Kierstan Bell, Sydney Colson, Theresa Plaisance",86,2022
"Diana Taurasi, Kristine Anigwe, Sam Thomas, Shey Peddy, Sophie Cunningham",87,2022
"Jackie Young, Kelsey Plum, Kierstan Bell, Sydney Colson, Theresa Plaisance",88,2022
"Diana Taurasi, Kristine Anigwe, Sam Thomas, Shey Peddy, Tina Charles",89,2022
"A'ja Wilson, Dearica Hamby, Jackie Young, Kelsey Plum, Kierstan Bell",90,2022
"Diana Taurasi, Megan Gustafson, Shey Peddy, Skylar Diggins-Smith, Tina Charles",91,2022
"A'ja Wilson, Aisha Sheppard, Dearica Hamby, Jackie Young, Kelsey Plum",92,2022
"Diana Taurasi, Shey Peddy, Skylar Diggins-Smith, Sophie Cunningham, Tina Charles",93,2022
"Diana Taurasi, Sam Thomas, Skylar Diggins-Smith, Sophie Cunningham, Tina Charles",94,2022
"A'ja Wilson, Aisha Sheppard, Jackie Young, Kelsey Plum, Theresa Plaisance",95,2022
"Diana Taurasi, Kristine Anigwe, Megan Gustafson, Shey Peddy, Skylar Diggins-Smith",96,2022
"Jennie Simms, Kristine Anigwe, Megan Gustafson, Shey Peddy, Skylar Diggins-Smith",97,2022
"Aisha Sheppard, Dearica Hamby, Jackie Young, Sydney Colson, Theresa Plaisance",98,2022
"Aisha Sheppard, Dearica Hamby, Kelsey Plum, Sydney Colson, Theresa Plaisance",99,2022
"Diana Taurasi, Jennie Simms, Megan Gustafson, Skylar Diggins-Smith, Tina Charles",100,2022
"Diana Taurasi, Jennie Simms, Skylar Diggins-Smith, Sophie Cunningham, Tina Charles",101,2022
"Diana Taurasi, Jennie Simms, Shey Peddy, Sophie Cunningham, Tina Charles",102,2022
"A'ja Wilson, Aisha Sheppard, Kierstan Bell, Sydney Colson, Theresa Plaisance",103,2022
"Diana Taurasi, Emma Cannon, Jennie Simms, Shey Peddy, Tina Charles",104,2022
"Aisha Sheppard, Dearica Hamby, Kierstan Bell, Sydney Colson, Theresa Plaisance",105,2022
"Emma Cannon, Jennie Simms, Kristine Anigwe, Shey Peddy, Tina Charles",106,2022
"Aisha Sheppard, Dearica Hamby, Kelsey Plum, Kierstan Bell, Theresa Plaisance",107,2022
"Emma Cannon, Jennie Simms, Kristine Anigwe, Sam Thomas, Shey Peddy",108,2022
"Aerial Powers, Jessica Shepard, Rachel Banham, Sylvia Fowles, Yvonne Turner",109,2022
"Breanna Stewart, Ezi Magbegor, Gabby Williams, Jewell Loyd, Sue Bird",110,2022
"Aerial Powers, Bridget Carleton, Rachel Banham, Sylvia Fowles, Yvonne Turner",111,2022
"Breanna Stewart, Ezi Magbegor, Jewell Loyd, Stephanie Talbot, Sue Bird",112,2022
"Aerial Powers, Bridget Carleton, Odyssey Sims, Sylvia Fowles, Yvonne Turner",113,2022
"Breanna Stewart, Jantel Lavender, Jewell Loyd, Stephanie Talbot, Sue Bird",114,2022
"Bridget Carleton, Jessica Shepard, Odyssey Sims, Sylvia Fowles, Yvonne Turner",115,2022
"Breanna Stewart, Ezi Magbegor, Jantel Lavender, Jewell Loyd, Stephanie Talbot",116,2022
"Bridget Carleton, Jessica Shepard, Natalie Achonwa, Odyssey Sims, Sylvia Fowles",117,2022
"Briann January, Ezi Magbegor, Jantel Lavender, Jewell Loyd, Stephanie Talbot",118,2022
"Bridget Carleton, Jessica Shepard, Natalie Achonwa, Odyssey Sims, Rachel Banham",119,2022
"Briann January, Epiphanny Prince, Ezi Magbegor, Jantel Lavender, Stephanie Talbot",120,2022
"Aerial Powers, Jessica Shepard, Natalie Achonwa, Odyssey Sims, Rachel Banham",121,2022
"Aerial Powers, Jessica Shepard, Natalie Achonwa, Rachel Banham, Yvonne Turner",122,2022
"Breanna Stewart, Briann January, Epiphanny Prince, Jantel Lavender, Stephanie Talbot",123,2022
"Breanna Stewart, Briann January, Epiphanny Prince, Gabby Williams, Jantel Lavender",124,2022
"Aerial Powers, Jessica Shepard, Odyssey Sims, Sylvia Fowles, Yvonne Turner",125,2022
"Breanna Stewart, Briann January, Gabby Williams, Jantel Lavender, Sue Bird",126,2022
"Aerial Powers, Nikolina Milic, Odyssey Sims, Sylvia Fowles, Yvonne Turner",127,2022
"Breanna Stewart, Gabby Williams, Jantel Lavender, Jewell Loyd, Sue Bird",128,2022
"Ezi Magbegor, Gabby Williams, Jantel Lavender, Jewell Loyd, Sue Bird",129,2022
"Aerial Powers, Jessica Shepard, Odyssey Sims, Rachel Banham, Sylvia Fowles",130,2022
"Bridget Carleton, Jessica Shepard, Odyssey Sims, Rachel Banham, Sylvia Fowles",131,2022
"Bridget Carleton, Jessica Shepard, Natalie Achonwa, Odyssey Sims, Yvonne Turner",132,2022
"Gabby Williams, Jantel Lavender, Jewell Loyd, Reshanda Gray, Sue Bird",133,2022
"Jantel Lavender, Jewell Loyd, Reshanda Gray, Stephanie Talbot, Sue Bird",134,2022
"Briann January, Jantel Lavender, Reshanda Gray, Stephanie Talbot, Sue Bird",135,2022
"Briann January, Epiphanny Prince, Jantel Lavender, Reshanda Gray, Stephanie Talbot",136,2022
"Aerial Powers, Bridget Carleton, Jessica Shepard, Sylvia Fowles, Yvonne Turner",137,2022
"Bridget Carleton, Jessica Shepard, Nikolina Milic, Odyssey Sims, Yvonne Turner",138,2022
"Bridget Carleton, Jessica Shepard, Nikolina Milic, Odyssey Sims, Rachel Banham",139,2022
"Breanna Stewart, Briann January, Epiphanny Prince, Ezi Magbegor, Stephanie Talbot",140,2022
"Alyssa Thomas, Brionna Jones, DiJonai Carrington, Jasmine Thomas, Jonquel Jones",141,2022
"Jocelyn Willoughby, Natasha Howard, Sabrina Ionescu, Sami Whitcomb, Stefanie Dolson",142,2022
"Alyssa Thomas, DiJonai Carrington, Jasmine Thomas, Jonquel Jones, Natisha Hiedeman",143,2022
"Jocelyn Willoughby, Michaela Onyenwere, Natasha Howard, Sabrina Ionescu, Sami Whitcomb",144,2022
"Brionna Jones, DiJonai Carrington, Jasmine Thomas, Jonquel Jones, Natisha Hiedeman",145,2022
"Jocelyn Willoughby, Lorela Cubaj, Michaela Onyenwere, Natasha Howard, Sami Whitcomb",146,2022
"Brionna Jones, Jasmine Thomas, Jonquel Jones, Natisha Hiedeman, Nia Clouden",147,2022
"Jocelyn Willoughby, Lorela Cubaj, Michaela Onyenwere, Sami Whitcomb, Stefanie Dolson",148,2022
"Brionna Jones, Jasmine Thomas, Joyner Holmes, Natisha Hiedeman, Nia Clouden",149,2022
"Lorela Cubaj, Michaela Onyenwere, Sabrina Ionescu, Sami Whitcomb, Stefanie Dolson",150,2022
"Asia (AD) Durr, Lorela Cubaj, Michaela Onyenwere, Sabrina Ionescu, Stefanie Dolson",151,2022
"Brionna Jones, Jonquel Jones, Joyner Holmes, Natisha Hiedeman, Nia Clouden",152,2022
"Asia (AD) Durr, Michaela Onyenwere, Natasha Howard, Sabrina Ionescu, Stefanie Dolson",153,2022
"Alyssa Thomas, Brionna Jones, Jonquel Jones, Natisha Hiedeman, Nia Clouden",154,2022
"Asia (AD) Durr, Jocelyn Willoughby, Natasha Howard, Sabrina Ionescu, Stefanie Dolson",155,2022
"Alyssa Thomas, Brionna Jones, DiJonai Carrington, Jonquel Jones, Natisha Hiedeman",156,2022
"Asia (AD) Durr, Jocelyn Willoughby, Lorela Cubaj, Natasha Howard, Sabrina Ionescu",157,2022
"Jocelyn Willoughby, Lorela Cubaj, Natasha Howard, Sabrina Ionescu, Sami Whitcomb",158,2022
"Lorela Cubaj, Michaela Onyenwere, Natasha Howard, Sabrina Ionescu, Sami Whitcomb",159,2022
"Alyssa Thomas, DiJonai Carrington, Jonquel Jones, Joyner Holmes, Natisha Hiedeman",160,2022
"Jocelyn Willoughby, Michaela Onyenwere, Natasha Howard, Sabrina Ionescu, Stefanie Dolson",161,2022
"Alyssa Thomas, Jonquel Jones, Joyner Holmes, Natisha Hiedeman, Nia Clouden",162,2022
"Jocelyn Willoughby, Lorela Cubaj, Michaela Onyenwere, Natasha Howard, Sabrina Ionescu",163,2022
"Alyssa Thomas, Brionna Jones, Joyner Holmes, Natisha Hiedeman, Nia Clouden",164,2022
"Alyssa Thomas, Brionna Jones, DiJonai Carrington, Natisha Hiedeman, Nia Clouden",165,2022
"Lorela Cubaj, Natasha Howard, Sabrina Ionescu, Sami Whitcomb, Stefanie Dolson",166,2022
"Jocelyn Willoughby, Lorela Cubaj, Sabrina Ionescu, Sami Whitcomb, Stefanie Dolson",167,2022
"Alyssa Thomas, Brionna Jones, Jasmine Thomas, Jonquel Jones, Natisha Hiedeman",168,2022
"Michaela Onyenwere, Natasha Howard, Sabrina Ionescu, Sami Whitcomb, Stefanie Dolson",169,2022
"Jocelyn Willoughby, Michaela Onyenwere, Natasha Howard, Sami Whitcomb, Stefanie Dolson",170,2022
"Allisha Gray, Arike Ogunbowale, Isabelle Harrison, Kayla Thornton, Tyasha Harris",171,2022
"Cheyenne Parker, Erica Wheeler, Kristy Wallace, Nia Coffey, Rhyne Howard",172,2022
"Cheyenne Parker, Erica Wheeler, Monique Billings, Nia Coffey, Rhyne Howard",173,2022
"Allisha Gray, Arike Ogunbowale, Isabelle Harrison, Kayla Thornton, Moriah Jefferson",174,2022
"Aari McDonald, Cheyenne Parker, Erica Wheeler, Monique Billings, Rhyne Howard",175,2022
"Allisha Gray, Arike Ogunbowale, Charli Collier, Isabelle Harrison, Moriah Jefferson",176,2022
"Aari McDonald, Cheyenne Parker, Kristy Wallace, Monique Billings, Rhyne Howard",177,2022
"Arike Ogunbowale, Charli Collier, Isabelle Harrison, Jasmine Dickey, Moriah Jefferson",178,2022
"Aari McDonald, Kristy Wallace, Monique Billings, Nia Coffey, Rhyne Howard",179,2022
"Arike Ogunbowale, Awak Kuier, Charli Collier, Jasmine Dickey, Moriah Jefferson",180,2022
"Awak Kuier, Charli Collier, Jasmine Dickey, Marina Mabrey, Moriah Jefferson",181,2022
"Arike Ogunbowale, Awak Kuier, Charli Collier, Jasmine Dickey, Marina Mabrey",182,2022
"Arike Ogunbowale, Awak Kuier, Charli Collier, Marina Mabrey, Veronica Burton",183,2022
"Aari McDonald, Cheyenne Parker, Erica Wheeler, Kristy Wallace, Monique Billings",184,2022
"Cheyenne Parker, Erica Wheeler, Kristy Wallace, Megan Walker, Monique Billings",185,2022
"Arike Ogunbowale, Awak Kuier, Isabelle Harrison, Marina Mabrey, Veronica Burton",186,2022
"Cheyenne Parker, Erica Wheeler, Kristy Wallace, Megan Walker, Rhyne Howard",187,2022
"Arike Ogunbowale, Awak Kuier, Isabelle Harrison, Kayla Thornton, Veronica Burton",188,2022
"Erica Wheeler, Kristy Wallace, Megan Walker, Naz Hillmon, Rhyne Howard",189,2022
"Allisha Gray, Awak Kuier, Isabelle Harrison, Kayla Thornton, Veronica Burton",190,2022
"Erica Wheeler, Kristy Wallace, Naz Hillmon, Nia Coffey, Rhyne Howard",191,2022
"Allisha Gray, Awak Kuier, Kayla Thornton, Marina Mabrey, Veronica Burton",192,2022
"Erica Wheeler, Kristy Wallace, Monique Billings, Naz Hillmon, Rhyne Howard",193,2022
"Allisha Gray, Isabelle Harrison, Kayla Thornton, Marina Mabrey, Veronica Burton",194,2022
"Aari McDonald, Kristy Wallace, Monique Billings, Naz Hillmon, Rhyne Howard",195,2022
"Allisha Gray, Arike Ogunbowale, Isabelle Harrison, Kayla Thornton, Marina Mabrey",196,2022
"Allisha Gray, Arike Ogunbowale, Awak Kuier, Kayla Thornton, Marina Mabrey",197,2022
"Aari McDonald, Cheyenne Parker, Kristy Wallace, Naz Hillmon, Rhyne Howard",198,2022
"Aari McDonald, Cheyenne Parker, Erica Wheeler, Nia Coffey, Rhyne Howard",199,2022
"Allisha Gray, Arike Ogunbowale, Awak Kuier, Kayla Thornton, Tyasha Harris",200,2022
"Aari McDonald, Cheyenne Parker, Erica Wheeler, Monique Billings, Nia Coffey",201,2022
"Arike Ogunbowale, Awak Kuier, Kayla Thornton, Tyasha Harris, Veronica Burton",202,2022
"Aari McDonald, Cheyenne Parker, Erica Wheeler, Megan Walker, Monique Billings",203,2022
"Arike Ogunbowale, Awak Kuier, Kayla Thornton, Marina Mabrey, Veronica Burton",204,2022
"Aari McDonald, Erica Wheeler, Megan Walker, Monique Billings, Naz Hillmon",205,2022
"Arike Ogunbowale, Isabelle Harrison, Kayla Thornton, Marina Mabrey, Veronica Burton",206,2022
"Aari McDonald, Megan Walker, Monique Billings, Naz Hillmon, Rhyne Howard",207,2022
"Aari McDonald, Erica Wheeler, Megan Walker, Monique Billings, Rhyne Howard",208,2022
"Erica Wheeler, Megan Walker, Monique Billings, Nia Coffey, Rhyne Howard",209,2022
"Allisha Gray, Arike Ogunbowale, Kayla Thornton, Marina Mabrey, Veronica Burton",210,2022
"Allisha Gray, Arike Ogunbowale, Isabelle Harrison, Marina Mabrey, Veronica Burton",211,2022
"Erica Wheeler, Kristy Wallace, Monique Billings, Nia Coffey, Rhyne Howard",212,2022
"Brittney Sykes, Jasmine Walker, Jordin Canada, Liz Cambage, Nneka Ogwumike",213,2022
"Alanna Smith, Destanni Henderson, NaLyssa Smith, Tiffany Mitchell, Victoria Vivians",214,2022
"Alanna Smith, Destanni Henderson, Lexie Hull, NaLyssa Smith, Victoria Vivians",215,2022
"Crystal Dangerfield, Emily Engstler, Lexie Hull, Queen Egbo, Victoria Vivians",216,2022
"Brittney Sykes, Chennedy Carter, Chiney Ogwumike, Jasmine Walker, Rae Burrell",217,2022
"Crystal Dangerfield, Emily Engstler, Queen Egbo, Tiffany Mitchell, Victoria Vivians",218,2022
"Brittney Sykes, Chennedy Carter, Chiney Ogwumike, Liz Cambage, Rae Burrell",219,2022
"Crystal Dangerfield, Emily Engstler, Kelsey Mitchell, Queen Egbo, Tiffany Mitchell",220,2022
"Crystal Dangerfield, Emily Engstler, Kelsey Mitchell, NaLyssa Smith, Tiffany Mitchell",221,2022
