lineup,lineup_id,season
"Amanda Zahui B, Kia Nurse, Kiah Stokes, Layshia Clarendon, Sabrina Ionescu",1,2020
"Alysha Clark, Breanna Stewart, Jewell Loyd, Natasha Howard, Sue Bird",2,2020
"Jocelyn Willoughby, Kia Nurse, Kiah Stokes, Layshia Clarendon, Sabrina Ionescu",3,2020
"Alysha Clark, Breanna Stewart, Jewell Loyd, Mercedes Russell, Sue Bird",4,2020
"Jocelyn Willoughby, Kia Nurse, Kiah Stokes, Leaonna Odom, Sabrina Ionescu",5,2020
"Alysha Clark, Breanna Stewart, Jewell Loyd, Jordin Canada, Mercedes Russell",6,2020
"Jocelyn Willoughby, Kia Nurse, Kylee Shook, Leaonna Odom, Sabrina Ionescu",7,2020
"Alysha Clark, Breanna Stewart, Epiphanny Prince, Jordin Canada, Mercedes Russell",8,2020
"Jocelyn Willoughby, Kylee Shook, Layshia Clarendon, Leaonna Odom, Sabrina Ionescu",9,2020
"Breanna Stewart, Epiphanny Prince, Jordin Canada, Mercedes Russell, Sami Whitcomb",10,2020
"Jocelyn Willoughby, Joyner Holmes, Kylee Shook, Layshia Clarendon, Leaonna Odom",11,2020
"Crystal Langhorne, Epiphanny Prince, Jordin Canada, Mercedes Russell, Sami Whitcomb",12,2020
"Joyner Holmes, Kiah Stokes, Kylee Shook, Layshia Clarendon, Leaonna Odom",13,2020
"Crystal Langhorne, Epiphanny Prince, Jordin Canada, Natasha Howard, Sami Whitcomb",14,2020
"Amanda Zahui B, Kiah Stokes, Layshia Clarendon, Leaonna Odom, Sabrina Ionescu",15,2020
"Breanna Stewart, Crystal Langhorne, Jordin Canada, Natasha Howard, Sami Whitcomb",16,2020
"Amanda Zahui B, Jocelyn Willoughby, Kiah Stokes, Leaonna Odom, Sabrina Ionescu",17,2020
"Breanna Stewart, Jewell Loyd, Jordin Canada, Natasha Howard, Sami Whitcomb",18,2020
"Jocelyn Willoughby, Joyner Holmes, Kiah Stokes, Leaonna Odom, Sabrina Ionescu",19,2020
"Alysha Clark, Breanna Stewart, Jewell Loyd, Jordin Canada, Natasha Howard",20,2020
"Amanda Zahui B, Jocelyn Willoughby, Joyner Holmes, Leaonna Odom, Sabrina Ionescu",21,2020
"Amanda Zahui B, Jocelyn Willoughby, Layshia Clarendon, Leaonna Odom, Sabrina Ionescu",22,2020
"Alysha Clark, Breanna Stewart, Ezi Magbegor, Jewell Loyd, Sue Bird",23,2020
"Kiah Stokes, Kylee Shook, Layshia Clarendon, Leaonna Odom, Sabrina Ionescu",24,2020
"Jocelyn Willoughby, Kiah Stokes, Kylee Shook, Leaonna Odom, Sabrina Ionescu",25,2020
"Alysha Clark, Breanna Stewart, Epiphanny Prince, Ezi Magbegor, Sue Bird",26,2020
"Jocelyn Willoughby, Joyner Holmes, Kiah Stokes, Kylee Shook, Sabrina Ionescu",27,2020
"Alysha Clark, Breanna Stewart, Epiphanny Prince, Ezi Magbegor, Jordin Canada",28,2020
"Amanda Zahui B, Jocelyn Willoughby, Joyner Holmes, Kylee Shook, Sabrina Ionescu",29,2020
"Amanda Zahui B, Jocelyn Willoughby, Joyner Holmes, Kylee Shook, Layshia Clarendon",30,2020
"Breanna Stewart, Epiphanny Prince, Ezi Magbegor, Sami Whitcomb, Sue Bird",31,2020
"Breanna Stewart, Epiphanny Prince, Ezi Magbegor, Jordin Canada, Sami Whitcomb",32,2020
"Epiphanny Prince, Ezi Magbegor, Jordin Canada, Mercedes Russell, Sami Whitcomb",33,2020
"Amanda Zahui B, Jocelyn Willoughby, Kiah Stokes, Layshia Clarendon, Sabrina Ionescu",34,2020
"Jocelyn Willoughby, Joyner Holmes, Kylee Shook, Leaonna Odom, Sabrina Ionescu",35,2020
"Epiphanny Prince, Jordin Canada, Mercedes Russell, Natasha Howard, Sami Whitcomb",36,2020
"Jewell Loyd, Jordin Canada, Mercedes Russell, Natasha Howard, Sami Whitcomb",37,2020
"Jocelyn Willoughby, Joyner Holmes, Kiah Stokes, Layshia Clarendon, Leaonna Odom",38,2020
"Alysha Clark, Jewell Loyd, Jordin Canada, Mercedes Russell, Natasha Howard",39,2020
"Jocelyn Willoughby, Kiah Stokes, Layshia Clarendon, Leaonna Odom, Sabrina Ionescu",40,2020
"Alysha Clark, Breanna Stewart, Crystal Langhorne, Jewell Loyd, Jordin Canada",41,2020
"Alysha Clark, Crystal Langhorne, Ezi Magbegor, Jewell Loyd, Jordin Canada",42,2020
"Crystal Langhorne, Ezi Magbegor, Jewell Loyd, Jordin Canada, Sami Whitcomb",43,2020
"Crystal Langhorne, Epiphanny Prince, Ezi Magbegor, Jordin Canada, Sami Whitcomb",44,2020
"Brianna Turner, Brittney Griner, Diana Taurasi, Nia Coffey, Skylar Diggins-Smith",45,2020
"Candace Parker, Chelsea Gray, Nneka Ogwumike, Riquna Williams, Tierra Ruffin-Pratt",46,2020
"Candace Parker, Chelsea Gray, Nneka Ogwumike, Riquna Williams, Seimone Augustus",47,2020
"Brianna Turner, Diana Taurasi, Kia Vaughn, Nia Coffey, Skylar Diggins-Smith",48,2020
"Brittney Sykes, Candace Parker, Chelsea Gray, Nneka Ogwumike, Seimone Augustus",49,2020
"Bria Hartley, Brianna Turner, Diana Taurasi, Kia Vaughn, Skylar Diggins-Smith",50,2020
"Brittney Sykes, Chelsea Gray, Kristine Anigwe, Nneka Ogwumike, Seimone Augustus",51,2020
"Bria Hartley, Brianna Turner, Kia Vaughn, Skylar Diggins-Smith, Sophie Cunningham",52,2020
"Brittney Sykes, Chelsea Gray, Kristine Anigwe, Seimone Augustus, Tierra Ruffin-Pratt",53,2020
"Bria Hartley, Brianna Turner, Kia Vaughn, Shatori Walker-Kimbrough, Sophie Cunningham",54,2020
"Brittney Sykes, Kristine Anigwe, Seimone Augustus, Te'a Cooper, Tierra Ruffin-Pratt",55,2020
"Alanna Smith, Bria Hartley, Kia Vaughn, Shatori Walker-Kimbrough, Sophie Cunningham",56,2020
"Brittney Sykes, Kristine Anigwe, Seimone Augustus, Sydney Wiese, Tierra Ruffin-Pratt",57,2020
"Alanna Smith, Bria Hartley, Brittney Griner, Shatori Walker-Kimbrough, Sophie Cunningham",58,2020
"Candace Parker, Reshanda Gray, Riquna Williams, Seimone Augustus, Sydney Wiese",59,2020
"Bria Hartley, Brittney Griner, Diana Taurasi, Shatori Walker-Kimbrough, Sophie Cunningham",60,2020
"Candace Parker, Chelsea Gray, Reshanda Gray, Riquna Williams, Sydney Wiese",61,2020
"Brittney Griner, Diana Taurasi, Shatori Walker-Kimbrough, Skylar Diggins-Smith, Sophie Cunningham",62,2020
"Candace Parker, Chelsea Gray, Nneka Ogwumike, Riquna Williams, Sydney Wiese",63,2020
"Brianna Turner, Brittney Griner, Diana Taurasi, Shatori Walker-Kimbrough, Skylar Diggins-Smith",64,2020
"Candace Parker, Nneka Ogwumike, Riquna Williams, Sydney Wiese, Te'a Cooper",65,2020
"Brittney Sykes, Candace Parker, Nneka Ogwumike, Riquna Williams, Te'a Cooper",66,2020
"Bria Hartley, Brianna Turner, Brittney Griner, Diana Taurasi, Skylar Diggins-Smith",67,2020
"Brittney Sykes, Candace Parker, Chelsea Gray, Nneka Ogwumike, Riquna Williams",68,2020
"Brittney Sykes, Candace Parker, Chelsea Gray, Riquna Williams, Seimone Augustus",69,2020
"Brittney Sykes, Candace Parker, Chelsea Gray, Seimone Augustus, Tierra Ruffin-Pratt",70,2020
"Brittney Sykes, Chelsea Gray, Nneka Ogwumike, Seimone Augustus, Tierra Ruffin-Pratt",71,2020
"Brittney Sykes, Chelsea Gray, Nneka Ogwumike, Riquna Williams, Seimone Augustus",72,2020
"Bria Hartley, Brittney Griner, Diana Taurasi, Kia Vaughn, Skylar Diggins-Smith",73,2020
"Bria Hartley, Brittney Griner, Kia Vaughn, Shatori Walker-Kimbrough, Skylar Diggins-Smith",74,2020
"Bria Hartley, Brittney Griner, Kia Vaughn, Shatori Walker-Kimbrough, Sophie Cunningham",75,2020
"Candace Parker, Chelsea Gray, Riquna Williams, Seimone Augustus, Tierra Ruffin-Pratt",76,2020
"Brittney Sykes, Chelsea Gray, Riquna Williams, Seimone Augustus, Sydney Wiese",77,2020
"Brittney Sykes, Nneka Ogwumike, Riquna Williams, Seimone Augustus, Sydney Wiese",78,2020
"Brittney Sykes, Nneka Ogwumike, Seimone Augustus, Sydney Wiese, Te'a Cooper",79,2020
"Alanna Smith, Bria Hartley, Diana Taurasi, Kia Vaughn, Skylar Diggins-Smith",80,2020
"Alanna Smith, Bria Hartley, Brittney Griner, Diana Taurasi, Skylar Diggins-Smith",81,2020
"Alanna Smith, Bria Hartley, Brittney Griner, Skylar Diggins-Smith, Sophie Cunningham",82,2020
"Alanna Smith, Bria Hartley, Brianna Turner, Brittney Griner, Sophie Cunningham",83,2020
"Bria Hartley, Brianna Turner, Brittney Griner, Shatori Walker-Kimbrough, Sophie Cunningham",84,2020
"Alanna Smith, Bria Hartley, Brianna Turner, Shatori Walker-Kimbrough, Sophie Cunningham",85,2020
"Brittney Sykes, Kristine Anigwe, Nneka Ogwumike, Sydney Wiese, Te'a Cooper",86,2020
"Kristine Anigwe, Nneka Ogwumike, Riquna Williams, Sydney Wiese, Te'a Cooper",87,2020
"Kristine Anigwe, Reshanda Gray, Riquna Williams, Sydney Wiese, Te'a Cooper",88,2020
"Aerial Powers, Ariel Atkins, Emma Meesseman, Leilani Mitchell, Myisha Hines-Allen",89,2020
"Candice Dupree, Julie Allemand, Kelsey Mitchell, Natalie Achonwa, Tiffany Mitchell",90,2020
"Candice Dupree, Julie Allemand, Kelsey Mitchell, Teaira McCowan, Tiffany Mitchell",91,2020
"Aerial Powers, Emma Meesseman, Leilani Mitchell, Myisha Hines-Allen, Tianna Hawkins",92,2020
"Candice Dupree, Julie Allemand, Kelsey Mitchell, Teaira McCowan, Victoria Vivians",93,2020
"Aerial Powers, Emma Meesseman, Essence Carson, Leilani Mitchell, Tianna Hawkins",94,2020
"Julie Allemand, Kelsey Mitchell, Stephanie Mavunga, Teaira McCowan, Victoria Vivians",95,2020
"Alaina Coates, Emma Meesseman, Essence Carson, Leilani Mitchell, Tianna Hawkins",96,2020
"Kelsey Mitchell, Stephanie Mavunga, Teaira McCowan, Tiffany Mitchell, Victoria Vivians",97,2020
"Alaina Coates, Emma Meesseman, Essence Carson, Kiara Leslie, Leilani Mitchell",98,2020
"Candice Dupree, Kelsey Mitchell, Teaira McCowan, Tiffany Mitchell, Victoria Vivians",99,2020
"Alaina Coates, Essence Carson, Kiara Leslie, Leilani Mitchell, Myisha Hines-Allen",100,2020
"Alaina Coates, Essence Carson, Kiara Leslie, Myisha Hines-Allen, Shey Peddy",101,2020
"Candice Dupree, Natalie Achonwa, Teaira McCowan, Tiffany Mitchell, Victoria Vivians",102,2020
"Alaina Coates, Emma Meesseman, Essence Carson, Kiara Leslie, Shey Peddy",103,2020
"Candice Dupree, Julie Allemand, Natalie Achonwa, Tiffany Mitchell, Victoria Vivians",104,2020
"Alaina Coates, Ariel Atkins, Emma Meesseman, Essence Carson, Shey Peddy",105,2020
"Aerial Powers, Alaina Coates, Ariel Atkins, Emma Meesseman, Shey Peddy",106,2020
"Candice Dupree, Julie Allemand, Kelsey Mitchell, Kennedy Burke, Natalie Achonwa",107,2020
"Aerial Powers, Ariel Atkins, Emma Meesseman, Myisha Hines-Allen, Shey Peddy",108,2020
"Candice Dupree, Julie Allemand, Kelsey Mitchell, Kennedy Burke, Teaira McCowan",109,2020
"Aerial Powers, Ariel Atkins, Emma Meesseman, Essence Carson, Leilani Mitchell",110,2020
"Candice Dupree, Julie Allemand, Kelsey Mitchell, Kennedy Burke, Tiffany Mitchell",111,2020
"Candice Dupree, Julie Allemand, Kennedy Burke, Tiffany Mitchell, Victoria Vivians",112,2020
"Aerial Powers, Ariel Atkins, Emma Meesseman, Kiara Leslie, Leilani Mitchell",113,2020
"Candice Dupree, Julie Allemand, Teaira McCowan, Tiffany Mitchell, Victoria Vivians",114,2020
"Aerial Powers, Alaina Coates, Emma Meesseman, Kiara Leslie, Leilani Mitchell",115,2020
"Julie Allemand, Kelsey Mitchell, Teaira McCowan, Tiffany Mitchell, Victoria Vivians",116,2020
