lineup,lineup_id,season
"Allisha Gray, Glory Johnson, Karima Christmas-Kelly, Liz Cambage, Skylar Diggins-Smith",1,2018
"Briann January, Brittney Griner, DeWanna Bonner, Diana Taurasi, Sancho Lyttle",2,2018
"Allisha Gray, Glory Johnson, Karima Christmas-Kelly, Liz Cambage, Saniya Chong",3,2018
"Briann January, DeWanna Bonner, Diana Taurasi, Marie Gülich, Sancho Lyttle",4,2018
"Allisha Gray, Breanna Lewis, Glory Johnson, Karima Christmas-Kelly, Saniya Chong",5,2018
"Briann January, Camille Little, DeWanna Bonner, Diana Taurasi, Marie Gülich",6,2018
"Breanna Lewis, Glory Johnson, Kaela Davis, Karima Christmas-Kelly, Saniya Chong",7,2018
"Camille Little, DeWanna Bonner, Diana Taurasi, Leilani Mitchell, Marie Gülich",8,2018
"Azurá Stevens, Breanna Lewis, Glory Johnson, Kaela Davis, Saniya Chong",9,2018
"Briann January, Camille Little, DeWanna Bonner, Leilani Mitchell, Marie Gülich",10,2018
"Breanna Lewis, Glory Johnson, Kaela Davis, Kayla Thornton, Saniya Chong",11,2018
"Brittney Griner, Diana Taurasi, Leilani Mitchell, Sancho Lyttle, Stephanie Talbot",12,2018
"Glory Johnson, Kaela Davis, Kayla Thornton, Liz Cambage, Skylar Diggins-Smith",13,2018
"Briann January, Brittney Griner, Diana Taurasi, Sancho Lyttle, Stephanie Talbot",14,2018
"Allisha Gray, Glory Johnson, Kaela Davis, Liz Cambage, Skylar Diggins-Smith",15,2018
"Briann January, Brittney Griner, Camille Little, Diana Taurasi, Sancho Lyttle",16,2018
"Allisha Gray, Azurá Stevens, Glory Johnson, Liz Cambage, Skylar Diggins-Smith",17,2018
"Briann January, Brittney Griner, Camille Little, DeWanna Bonner, Diana Taurasi",18,2018
"Allisha Gray, Glory Johnson, Kayla Thornton, Liz Cambage, Skylar Diggins-Smith",19,2018
"Briann January, Brittney Griner, Camille Little, DeWanna Bonner, Sancho Lyttle",20,2018
"Allisha Gray, Breanna Lewis, Glory Johnson, Kayla Thornton, Skylar Diggins-Smith",21,2018
"Briann January, Brittney Griner, Camille Little, DeWanna Bonner, Leilani Mitchell",22,2018
"Azurá Stevens, Breanna Lewis, Glory Johnson, Kayla Thornton, Skylar Diggins-Smith",23,2018
"Azurá Stevens, Breanna Lewis, Kaela Davis, Kayla Thornton, Skylar Diggins-Smith",24,2018
"Camille Little, DeWanna Bonner, Leilani Mitchell, Marie Gülich, Stephanie Talbot",25,2018
"Azurá Stevens, Breanna Lewis, Glory Johnson, Kaela Davis, Skylar Diggins-Smith",26,2018
"Camille Little, Diana Taurasi, Leilani Mitchell, Marie Gülich, Stephanie Talbot",27,2018
"Azurá Stevens, Glory Johnson, Kaela Davis, Liz Cambage, Skylar Diggins-Smith",28,2018
"Brittney Griner, Camille Little, Diana Taurasi, Leilani Mitchell, Stephanie Talbot",29,2018
"Brittney Griner, Camille Little, DeWanna Bonner, Diana Taurasi, Leilani Mitchell",30,2018
